,2015,2016,2017,2018,2019,2020,Report
high,67.72,68.59,65.8,37.76,28.65,25.99,
low,42.78,37.58,29.62,20.09,20.43,9.12,
change,-0.3182,0.41700000000000004,-0.5154,-0.322,0.2095,-0.4155,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,2324.0,4572.0,7023.0,3723.0,3249.0,,Balance Sheet
"Trade Accts Recvble, Gross",3600.0,2760.0,6344.0,6296.0,6739.0,,Balance Sheet
Prov. for Doubtful Accts,-383.0,-509.0,-330.0,-327.0,-323.0,,Balance Sheet
"Total Receivables, Net",3217.0,2251.0,6014.0,5969.0,6416.0,,Balance Sheet
Invent. - Finished Goods,2649.0,1607.0,2597.0,2575.0,2546.0,,Balance Sheet
Invent. - Work In Progress,132.0,105.0,1993.0,2045.0,2062.0,,Balance Sheet
Invent. - Raw Materials,136.0,97.0,,,,,Balance Sheet
Total Inventory,2917.0,1809.0,4590.0,4620.0,4608.0,,Balance Sheet
Deferred Income Tax,252.0,328.0,524.0,143.0,51.0,,Balance Sheet
Other Current Assets,509.0,535.0,872.0,659.0,949.0,,Balance Sheet
"Other Curr. Assets, Total",810.0,535.0,872.0,659.0,949.0,,Balance Sheet
Total Current Assets,9268.0,9167.0,18499.0,14971.0,15222.0,,Balance Sheet
Buildings,2624.0,2146.0,3168.0,2854.0,2870.0,,Balance Sheet
Land/Improvements,263.0,211.0,413.0,432.0,430.0,,Balance Sheet
Machinery/Equipment,11184.0,8481.0,6195.0,6567.0,7324.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,829.0,,Balance Sheet
Prop./Plant/Equip. - Gross,14071.0,10838.0,9776.0,9853.0,11453.0,,Balance Sheet
Accumulated Depreciation,-7378.0,-6567.0,-2817.0,-3625.0,-4384.0,,Balance Sheet
Prop./Plant/Equip. - Net,6693.0,4271.0,6959.0,6228.0,7069.0,,Balance Sheet
"Goodwill, Net",6070.0,4084.0,19927.0,20717.0,20690.0,,Balance Sheet
Intangibles - Gross,1243.0,708.0,8473.0,8244.0,8236.0,,Balance Sheet
Accum. Intangible Amort.,-660.0,-390.0,-2115.0,-2525.0,-2855.0,,Balance Sheet
Intangibles - Net,583.0,318.0,6358.0,5719.0,5381.0,,Balance Sheet
Note Rcvble - Long Term,1466.0,1194.0,2745.0,1694.0,1700.0,,Balance Sheet
Other Long Term Assets,,,2080.0,2038.0,2353.0,,Balance Sheet
Total Assets,24080.0,19034.0,57050.0,52439.0,53369.0,,Balance Sheet
Accounts Payable,1409.0,1027.0,3377.0,4025.0,4268.0,,Balance Sheet
Accrued Expenses,1160.0,1067.0,,,201.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,1398.0,942.0,273.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,151.0,132.0,639.0,0.0,48.0,,Balance Sheet
Customer Advances,,,1381.0,1765.0,2870.0,,Balance Sheet
Income Taxes Payable,55.0,78.0,,,,,Balance Sheet
Other Current Liabilities,,,2102.0,2288.0,2354.0,,Balance Sheet
"Other Curr. Lblts, Total",55.0,78.0,3483.0,4053.0,5224.0,,Balance Sheet
Total Current Liabilities,2775.0,2304.0,8897.0,9020.0,10014.0,,Balance Sheet
Long Term Debt,3890.0,2886.0,6225.0,6182.0,6301.0,,Balance Sheet
Capital Lease Obligations,,,87.0,103.0,,,Balance Sheet
Total Long Term Debt,3890.0,2886.0,6312.0,6285.0,6301.0,,Balance Sheet
Total Debt,4041.0,3018.0,8349.0,7227.0,6622.0,,Balance Sheet
Minority Interest,84.0,81.0,140.0,110.0,116.0,,Balance Sheet
Pension Benefits - Underfunded,646.0,626.0,1172.0,1018.0,1079.0,,Balance Sheet
Other LT Liabilities,135.0,153.0,972.0,960.0,1425.0,,Balance Sheet
"Other Liabilities, Total",781.0,779.0,2144.0,1978.0,2504.0,,Balance Sheet
Total Liabilities,7782.0,6378.0,18017.0,17536.0,18986.0,,Balance Sheet
Common Stock,437.0,425.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,7261.0,6708.0,15483.0,18659.0,23565.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),9614.0,6583.0,-73.0,25.0,0.0,,Balance Sheet
Treasury Stock - Common,-9.0,-27.0,,,,,Balance Sheet
Unrealized Gain (Loss),,,1.0,0.0,1.0,,Balance Sheet
Cum. Trans. Adjustment,,-749.0,-680.0,-1152.0,-1436.0,,Balance Sheet
Other Equity,,,24324.0,17438.0,12454.0,,Balance Sheet
Min. Pension Lblty Adj.,,-284.0,-23.0,-66.0,-207.0,,Balance Sheet
Other Comprehensive Income,-1005.0,,1.0,-1.0,6.0,,Balance Sheet
"Other Equity, Total",-1005.0,-1033.0,23622.0,16219.0,10817.0,,Balance Sheet
Total Equity,16298.0,12656.0,39033.0,34903.0,34383.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,24080.0,19034.0,57050.0,52439.0,53369.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,437.0,424.0,422.0,513.0,650.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,707.0,522.0,377.0,,Balance Sheet
Ttl Comm. Shares Outs.,437.0,424.0,1129.0,1035.0,1027.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
