,2015,2016,2017,2018,2019,2020,Report
high,11.9,13.64,14.93,16.6,15.63,15.16,
low,10.0,7.83,12.14,11.12,11.72,6.82,
change,0.0055000000000000005,0.2286,0.0817,-0.18969999999999998,0.2801,-0.4279,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,847.0,1385.0,1520.0,1108.0,1045.0,,Balance Sheet
Interest-Earning Deposits,52.0,58.0,47.0,1617.0,227.0,,Balance Sheet
Trading Account Assets,37.0,133.0,86.0,105.0,99.0,,Balance Sheet
Other Short Trm Invest.,1019.0,1168.0,1185.0,1440.0,1863.0,,Balance Sheet
Securities Held,6160.0,7807.0,9091.0,8565.0,9070.0,,Balance Sheet
Securities for Sale,8775.0,15563.0,15469.0,14345.0,14590.0,,Balance Sheet
Total Invest. Securities,14935.0,23370.0,24560.0,22910.0,23660.0,,Balance Sheet
Loans Held for Sale,475.0,513.0,488.0,804.0,877.0,,Balance Sheet
"Other Erng. Assets, Total",16517.0,25242.0,26366.0,26876.0,26726.0,,Balance Sheet
Total Gross Loans,50341.0,66962.0,70117.0,74900.0,75404.0,,Balance Sheet
Loan Loss Allowances,-598.0,-638.0,-691.0,-772.0,-783.0,,Balance Sheet
Net Loans,49743.0,66324.0,69426.0,74128.0,74621.0,,Balance Sheet
Buildings,367.0,523.0,563.0,579.0,587.0,,Balance Sheet
Land/Improvements,140.0,199.0,193.0,188.0,189.0,,Balance Sheet
Machinery/Equipment,648.0,721.0,746.0,739.0,742.0,,Balance Sheet
Other Prop./Plant/Equip.,246.0,265.0,240.0,199.0,415.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1401.0,1709.0,1742.0,1705.0,1933.0,,Balance Sheet
Accumulated Depreciation,-781.0,-893.0,-878.0,-915.0,-960.0,,Balance Sheet
Prop./Plant/Equip. - Net,621.0,816.0,864.0,790.0,973.0,,Balance Sheet
"Goodwill, Net",677.0,1993.0,1993.0,1989.0,1990.0,,Balance Sheet
Intangibles - Gross,541.0,520.0,515.0,496.0,425.0,,Balance Sheet
Accum. Intangible Amort.,-486.0,-117.0,-169.0,-215.0,-193.0,,Balance Sheet
Intangibles - Net,244.0,628.0,584.0,535.0,475.0,,Balance Sheet
Other Real Estate Owned,,51.0,33.0,20.0,,,Balance Sheet
Other Assets,2369.0,3276.0,3399.0,3335.0,3172.0,,Balance Sheet
"Other Assets, Total",2369.0,3327.0,3432.0,3355.0,3172.0,,Balance Sheet
Total Assets,71018.0,99714.0,104185.0,108781.0,109002.0,,Balance Sheet
Accrued Expenses,1185.0,1429.0,1737.0,1859.0,1884.0,,Balance Sheet
Non-Interest Bearing Dep.,16480.0,22836.0,21546.0,21783.0,20247.0,,Balance Sheet
Interest Bearing Deposits,38815.0,52772.0,55495.0,62991.0,62100.0,,Balance Sheet
Total Deposits,55295.0,75608.0,77041.0,84774.0,82347.0,,Balance Sheet
"Other Bearing Lblts, Total",8.0,2433.0,3732.0,6.0,1505.0,,Balance Sheet
Fed Funds Purch.,601.0,1248.0,1318.0,2004.0,1041.0,,Balance Sheet
Other ST Borrowings,14.0,20.0,13.0,13.0,65.0,,Balance Sheet
Total ST Borrowings,615.0,1268.0,1331.0,2017.0,1106.0,,Balance Sheet
Total Long Term Debt,7034.0,8302.0,9199.0,8619.0,9844.0,,Balance Sheet
Total Debt,7649.0,9569.0,10530.0,10636.0,10950.0,,Balance Sheet
"Other Liabilities, Total",287.0,368.0,331.0,404.0,521.0,,Balance Sheet
Total Liabilities,64424.0,89406.0,93371.0,97679.0,97207.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",386.0,1071.0,1071.0,1203.0,1203.0,,Balance Sheet
Common Stock,8.0,11.0,11.0,11.0,10.0,,Balance Sheet
Additional Paid-In Capital,7039.0,9881.0,9707.0,9181.0,8806.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-594.0,-227.0,588.0,1361.0,2088.0,,Balance Sheet
Treasury Stock - Common,-18.0,-27.0,-35.0,-45.0,-56.0,,Balance Sheet
Unrealized Gain (Loss),9.0,-192.0,-278.0,-363.0,-28.0,,Balance Sheet
Min. Pension Lblty Adj.,-231.0,-206.0,-250.0,-246.0,-251.0,,Balance Sheet
Other Comprehensive Income,-4.0,-3.0,0.0,0.0,23.0,,Balance Sheet
"Other Equity, Total",-235.0,-209.0,-250.0,-246.0,-228.0,,Balance Sheet
Total Equity,6595.0,10308.0,10814.0,11102.0,11795.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,71018.0,99714.0,104185.0,108781.0,109002.0,,Balance Sheet
Ttl Comm. Shares Outs.,795.0,1086.0,1072.0,1047.0,1020.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,2.0,3.0,3.0,4.0,5.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 1,2.0,2.0,2.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Interest & Fees on Loans,1760.0,2178.0,2838.0,3305.0,3541.0,,Income Statement
Inter & Divs/ Invest Securs,331.0,419.0,573.0,612.0,612.0,,Income Statement
Other Interest Income,24.0,35.0,22.0,32.0,48.0,,Income Statement
"Interest Income, Bank",2115.0,2632.0,3433.0,3949.0,4201.0,,Income Statement
Interest on Deposit,82.0,102.0,180.0,391.0,585.0,,Income Statement
Inter on Other Borrowings,82.0,161.0,251.0,369.0,403.0,,Income Statement
Total Interest Expense,164.0,263.0,431.0,760.0,988.0,,Income Statement
Net Interest Income,1951.0,2369.0,3002.0,3189.0,3213.0,,Income Statement
Loan Loss Provision,100.0,191.0,201.0,235.0,287.0,,Income Statement
NetInterIn after Loan Loss Provision,1851.0,2179.0,2801.0,2954.0,2926.0,,Income Statement
Fees & Commish from Operat,143.0,169.0,156.0,171.0,178.0,,Income Statement
Insur Commish Fees& Premium,118.0,122.0,148.0,149.0,154.0,,Income Statement
Credit Card Fees,392.0,453.0,559.0,588.0,618.0,,Income Statement
Fees for Other Cust Serv,220.0,230.0,207.0,199.0,290.0,,Income Statement
Invest Securities Gains,3.0,2.0,0.0,-21.0,-24.0,,Income Statement
Other Unusual Income,-2.0,-2.0,-4.0,0.0,0.0,,Income Statement
Other Revenue,166.0,176.0,241.0,235.0,238.0,,Income Statement
"Non-Interest Income, Bank",1039.0,1150.0,1307.0,1321.0,1454.0,,Income Statement
Labor & Related Expenses,-1122.0,-1349.0,-1524.0,-1559.0,-1654.0,,Income Statement
Amortization of Intangibles,-28.0,-30.0,-56.0,-53.0,-49.0,,Income Statement
Other Expense,-826.0,-1029.0,-1134.0,-1035.0,-1018.0,,Income Statement
"Non-Interest Expense, Bank",-1976.0,-2408.0,-2714.0,-2647.0,-2721.0,,Income Statement
Income Before Tax,914.0,920.0,1394.0,1628.0,1659.0,,Income Statement
Income Tax - Total,221.0,208.0,331.0,238.0,248.0,,Income Statement
Income After Tax,693.0,712.0,1063.0,1390.0,1411.0,,Income Statement
Net Inc Before Extra Items,693.0,712.0,1063.0,1390.0,1411.0,,Income Statement
Total Extraordinary Items,,,123.0,3.0,0.0,,Income Statement
Total Net Income,693.0,712.0,1186.0,1393.0,1411.0,,Income Statement
Total Adjust to Net Income,-32.0,-65.0,-76.0,-70.0,-74.0,,Income Statement
Income Available to Common Excl. Extra. Items,661.0,647.0,987.0,1320.0,1337.0,,Income Statement
Income Available to Common Incl. Extra. Items,661.0,647.0,1110.0,1323.0,1337.0,,Income Statement
