,2015,2016,2017,2018,2019,2020,Report
high,31.49,33.0,31.84,19.39,11.84,13.26,
low,19.37,27.1,17.25,6.66,7.41,5.9,
change,0.1431,0.0344,-0.449,-0.5694,0.49600000000000005,-0.4399,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,70483.0,48129.0,43967.0,31124.0,36394.0,,Balance Sheet
"Trade Accts Recvble, Gross",27538.0,24935.0,25282.0,15315.0,17643.0,,Balance Sheet
Prov. for Doubtful Accts,-515.0,-858.0,-1073.0,-670.0,-874.0,,Balance Sheet
"Total Receivables, Net",27022.0,24076.0,24209.0,14645.0,16769.0,,Balance Sheet
Invent. - Finished Goods,8893.0,9334.0,9288.0,5745.0,5333.0,,Balance Sheet
Invent. - Raw Materials,13415.0,12636.0,10131.0,8057.0,8771.0,,Balance Sheet
Inventories - Other,,1.0,,1.0,,,Balance Sheet
LIFO Reserve,207.0,383.0,,,,,Balance Sheet
Total Inventory,22515.0,22354.0,19419.0,13803.0,14104.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Buildings,14409.0,13087.0,,11101.0,9989.0,,Balance Sheet
Land/Improvements,888.0,932.0,,853.0,757.0,,Balance Sheet
Machinery/Equipment,24515.0,24596.0,,19425.0,20082.0,,Balance Sheet
Construction in Progress,267.0,238.0,,,,,Balance Sheet
Other Prop./Plant/Equip.,49943.0,47022.0,89607.0,44239.0,47255.0,,Balance Sheet
Prop./Plant/Equip. - Gross,90022.0,85875.0,89607.0,75618.0,78083.0,,Balance Sheet
Accumulated Depreciation,-35927.0,-35357.0,-35733.0,-32007.0,-31897.0,,Balance Sheet
Prop./Plant/Equip. - Net,54095.0,50518.0,53874.0,43611.0,46186.0,,Balance Sheet
"Goodwill, Net",65526.0,70438.0,83968.0,33974.0,26734.0,,Balance Sheet
Intangibles - Gross,28207.0,27882.0,32833.0,23043.0,21511.0,,Balance Sheet
Accum. Intangible Amort.,-10408.0,-11445.0,-12561.0,-10865.0,-10857.0,,Balance Sheet
Intangibles - Net,17797.0,16436.0,20273.0,12178.0,10653.0,,Balance Sheet
LT Invt. - Affiliate Comp.,11955.0,11698.0,,,,,Balance Sheet
LT Investments - Other,41268.0,52458.0,38696.0,33508.0,48521.0,,Balance Sheet
Long Term Investments,53223.0,64156.0,38696.0,33508.0,48521.0,,Balance Sheet
Note Rcvble - Long Term,42300.0,45781.0,36993.0,32273.0,27079.0,,Balance Sheet
Deferred Charges,1809.0,1632.0,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,3105.0,1833.0,8819.0,12117.0,9889.0,,Balance Sheet
Disct. Ops. - LT Asset,124626.0,18921.0,10076.0,65482.0,13258.0,,Balance Sheet
Other Assets,10570.0,909.0,28951.0,18357.0,16461.0,,Balance Sheet
"Other Assets, Total",10570.0,909.0,28951.0,18357.0,16461.0,,Balance Sheet
Total Assets,493071.0,365183.0,369245.0,311072.0,266048.0,,Balance Sheet
Accounts Payable,13680.0,14435.0,15172.0,14257.0,15926.0,,Balance Sheet
Accrued Expenses,,,,0.0,3162.0,,Balance Sheet
Notes Payable/ST Debt,7121.0,7088.0,8803.0,4523.0,4607.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,42739.0,23626.0,15233.0,8253.0,17465.0,,Balance Sheet
Dividends Payable,2167.0,2107.0,1052.0,,,,Balance Sheet
Customer Advances,15776.0,16760.0,22117.0,18983.0,20508.0,,Balance Sheet
"Other Curr. Lblts, Total",17943.0,18867.0,23169.0,18983.0,20508.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,147742.0,105497.0,110555.0,90824.0,68810.0,,Balance Sheet
Total Debt,197602.0,136211.0,134591.0,103600.0,90882.0,,Balance Sheet
Minority Interest,4836.0,4688.0,20859.0,20500.0,1545.0,,Balance Sheet
Pension Benefits - Underfunded,40487.0,43780.0,41630.0,32740.0,31687.0,,Balance Sheet
Discont. Ops. - Lblts,47348.0,4814.0,1954.0,19989.0,1861.0,,Balance Sheet
Other Liabilities,72902.0,66561.0,75838.0,70022.0,72161.0,,Balance Sheet
"Other Liabilities, Total",160737.0,115155.0,119422.0,122751.0,105709.0,,Balance Sheet
Total Liabilities,394798.0,289356.0,313213.0,280091.0,237732.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",6.0,6.0,6.0,6.0,6.0,,Balance Sheet
Common Stock,702.0,702.0,702.0,702.0,702.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),140020.0,139532.0,117245.0,93109.0,87732.0,,Balance Sheet
Treasury Stock - Common,-63539.0,-83038.0,-84902.0,-83925.0,-82797.0,,Balance Sheet
Unrealized Gain (Loss),460.0,674.0,-102.0,-39.0,61.0,,Balance Sheet
Cum. Trans. Adjustment,-5499.0,-6816.0,-4661.0,-6134.0,-4818.0,,Balance Sheet
Other Equity,37613.0,37224.0,37384.0,35503.0,34405.0,,Balance Sheet
Min. Pension Lblty Adj.,-11410.0,-12469.0,-9702.0,-8254.0,-7024.0,,Balance Sheet
Other Comprehensive Income,-80.0,12.0,62.0,13.0,49.0,,Balance Sheet
"Other Equity, Total",20624.0,17951.0,23083.0,21128.0,22612.0,,Balance Sheet
Total Equity,98273.0,75827.0,56032.0,30981.0,28316.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,493071.0,365183.0,369245.0,311072.0,266048.0,,Balance Sheet
Ttl Comm. Shares Outs.,9379.0,8743.0,8681.0,8702.0,8738.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,2315.0,2951.0,3013.0,2992.0,2992.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,115158.0,119468.0,99279.0,97012.0,95215.0,,Income Statement
"Cost of Revenue, Total",83994.0,89142.0,76938.0,74700.0,72160.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",17831.0,16656.0,13057.0,12515.0,12846.0,,Income Statement
Restructuring Charge,1600.0,3400.0,3000.0,2800.0,1400.0,,Income Statement
Impair-Assets Held for Use,,0.0,2550.0,22564.0,1589.0,,Income Statement
Other Unusual Expnse (In),-1020.0,-3731.0,-1024.0,-1234.0,-3.0,,Income Statement
Unusual Expense (Income),580.0,-331.0,4526.0,24130.0,2986.0,,Income Statement
"Other Operat Expse, Total",4612.0,3778.0,13228.0,3204.0,3753.0,,Income Statement
Total Operating Expense,107017.0,109245.0,107749.0,114549.0,91745.0,,Income Statement
Total Operating Income,8141.0,10223.0,-8470.0,-17537.0,3470.0,,Income Statement
"Inter Expse,Net Non-Operat",-1162.0,-1235.0,-1510.0,-1784.0,-1695.0,,Income Statement
"Inter/Invest Inc, Non-Oper",110.0,339.0,566.0,583.0,1426.0,,Income Statement
Gain(Loss)on Sale of Assets,90.0,,,,,,Income Statement
"Other, Net",1007.0,-2296.0,-1930.0,-2249.0,-2052.0,,Income Statement
Income Before Tax,8186.0,7031.0,-11344.0,-20987.0,1149.0,,Income Statement
Income Tax - Total,6485.0,-1133.0,-7507.0,-118.0,724.0,,Income Statement
Income After Tax,1701.0,8164.0,-3837.0,-20869.0,425.0,,Income Statement
Minority Interest,-332.0,289.0,283.0,90.0,-7.0,,Income Statement
Net Inc Before Extra Items,1369.0,8453.0,-3554.0,-20779.0,418.0,,Income Statement
Discontinued Operations,-5725.0,-911.0,-231.0,-1364.0,-5395.0,,Income Statement
Extraordinary Item,,,-4699.0,-211.0,-2.0,,Income Statement
Tax on Extraordinary Items,-1770.0,-42.0,,,,,Income Statement
Total Extraordinary Items,-7495.0,-953.0,-4930.0,-1575.0,-5397.0,,Income Statement
Total Net Income,-6126.0,7500.0,-8484.0,-22354.0,-4979.0,,Income Statement
Preferred Dividends,-18.0,-656.0,-436.0,-447.0,-460.0,,Income Statement
Misc Earnings Adjustment,9.0,-15.0,-24.0,-8.0,-1.0,,Income Statement
Total Adjust to Net Income,-9.0,-671.0,-460.0,-455.0,-461.0,,Income Statement
Income Available to Common Excl. Extra. Items,1360.0,7782.0,-4014.0,-21234.0,-43.0,,Income Statement
Income Available to Common Incl. Extra. Items,-6135.0,6829.0,-8944.0,-22809.0,-5440.0,,Income Statement
Basic/Primary Weighted Average Shares,9944.0,9025.0,8687.0,8691.0,8724.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,0.14,0.86,-0.46,-2.44,0.0,,Income Statement
Basic/Primary EPS Incl. Extra. Items,-0.62,0.76,-1.03,-2.62,-0.62,,Income Statement
Diluted Weighted Average Shares,9944.0,9130.0,8687.0,8691.0,8724.0,,Income Statement
Diluted EPS Excl. Extra. Items,0.14,0.85,-0.46,-2.44,0.0,,Income Statement
Diluted EPS Incl. Extra. Items,-0.62,0.75,-1.03,-2.62,-0.62,,Income Statement
Div/Share-ComStockPrimIssue,0.92,0.92,0.96,0.48,0.04,,Income Statement
Gross Divid - Common Stock,9161.0,9054.0,7741.0,3669.0,810.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",3437.0,5025.0,4655.0,4766.0,4227.0,,Income Statement
"Interest Capitalized, Suppl",-26.0,,,,,,Income Statement
"Depreciat/Amort, Suppl",4847.0,4997.0,4332.0,4419.0,4026.0,,Income Statement
Total Special Items,2224.0,-3811.0,3600.0,22760.0,3884.0,,Income Statement
Normalzd Income Before Tax,10410.0,3220.0,-7744.0,1773.0,5033.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),778.0,-1334.0,1260.0,7966.0,1359.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,7263.0,-2467.0,-6247.0,7848.0,2083.0,,Income Statement
Normalized Income After Tax,3147.0,5687.0,-1497.0,-6075.0,2950.0,,Income Statement
Normalzd Inc Avail to Common,2806.0,5305.0,-1674.0,-6440.0,2482.0,,Income Statement
Basic Normalized EPS,0.28,0.59,-0.19,-0.74,0.28,,Income Statement
Diluted Normalized EPS,0.28,0.58,-0.19,-0.74,0.28,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,-5795.0,7211.0,-8849.0,-22443.0,-4912.0,,Cash Flow
Depreciation/Depletion,4847.0,4997.0,4332.0,4419.0,4026.0,,Cash Flow
Amortization,,2073.0,1862.0,2163.0,1569.0,,Cash Flow
Deferred Taxes,383.0,,,,,,Cash Flow
Discontinued Operations,15529.0,-5389.0,1026.0,3131.0,3688.0,,Cash Flow
Unusual Items,,-3731.0,1526.0,20614.0,1433.0,,Cash Flow
Other Non-Cash Items,-332.0,1222.0,-1987.0,-2997.0,3078.0,,Cash Flow
Non-Cash Items,15197.0,-7898.0,565.0,20748.0,8199.0,,Cash Flow
"Cash Taxes Pd, Supplemental",2486.0,7280.0,1924.0,1404.0,1950.0,,Cash Flow
"Cash Interest Pd, Suppl",8764.0,5779.0,4211.0,4409.0,3816.0,,Cash Flow
Accounts Receivable,-52.0,-1157.0,-5145.0,-439.0,-2789.0,,Cash Flow
Inventories,-314.0,-815.0,324.0,-356.0,-1109.0,,Cash Flow
Accounts Payable,-541.0,1228.0,169.0,1545.0,2977.0,,Cash Flow
Changes in Working Capital,5260.0,-5223.0,8645.0,92.0,-109.0,,Cash Flow
Total Cash from Operations,19892.0,1160.0,6555.0,4979.0,8773.0,,Cash Flow
Purchase of Fixed Assets,-7309.0,-7199.0,-6642.0,-6627.0,-5813.0,,Cash Flow
Software Development Costs,,-749.0,-454.0,-320.0,-282.0,,Cash Flow
Capital Expenditures,-7309.0,-7948.0,-7096.0,-6947.0,-6095.0,,Cash Flow
Acquisition of Business,-12027.0,-2271.0,-2722.0,-1.0,-68.0,,Cash Flow
Sale of Business,2283.0,5357.0,3208.0,8425.0,4683.0,,Cash Flow
Sale of Fixed Assets,82635.0,64314.0,6994.0,4122.0,9582.0,,Cash Flow
Other Investing Cash Flow,-6094.0,-10317.0,4995.0,12681.0,837.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",66797.0,57083.0,12475.0,25227.0,15034.0,,Cash Flow
Total Cash from Investing,59488.0,49135.0,5379.0,18280.0,8939.0,,Cash Flow
Financing Cash Flow Items,-8114.0,-1818.0,5358.0,-5774.0,-1411.0,,Cash Flow
Total Cash Dividends Paid,-9295.0,-8806.0,-8650.0,-4474.0,-649.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-1099.0,-21429.0,-2550.0,-17.0,29.0,,Cash Flow
"Short Term Debt, Net",-24459.0,-1135.0,1699.0,-4343.0,280.0,,Cash Flow
Long Term Debt Issued,13951.0,1492.0,10879.0,3120.0,2185.0,,Cash Flow
Long Term Debt Reduction,-47038.0,-58768.0,-25220.0,-20319.0,-16567.0,,Cash Flow
"Long Term Debt, Net",-33087.0,-57276.0,-14341.0,-17199.0,-14382.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-57546.0,-58411.0,-12642.0,-21542.0,-14102.0,,Cash Flow
Total Cash From Financing,-76054.0,-90464.0,-18484.0,-31807.0,-16133.0,,Cash Flow
Foreign Exchange Effects,-3464.0,-1146.0,891.0,-628.0,-50.0,,Cash Flow
Net Change in Cash,-138.0,-41315.0,-5659.0,-9176.0,1529.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,91017.0,91698.0,50384.0,44724.0,35548.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,90879.0,50384.0,44724.0,35548.0,37077.0,,Cash Flow
"Depreciation, Supplemental",4847.0,4997.0,4332.0,4419.0,4026.0,,Cash Flow
Free Cash Flow,12583.0,-6788.0,-541.0,-1968.0,2678.0,,
FCF Growth,,-1.5394579988873878,-0.9203005303476723,2.6377079482439925,-2.3607723577235773,0.0,
