,2015,2016,2017,2018,2019,2020,Report
high,97.3,88.0,88.0,86.31,74.95,59.78,
low,76.01,71.5,63.82,59.07,49.03,39.41,
change,0.0003,-0.011200000000000002,-0.1261,-0.0675,-0.1226,-0.29710000000000003,
Date,2015-08-31 00:00:00,2016-08-31 00:00:00,2017-08-31 00:00:00,2018-08-31 00:00:00,2019-08-31 00:00:00,,Balance Sheet
Cash & Equivalents,3000.0,9807.0,3301.0,785.0,1023.0,,Balance Sheet
Short Term Investments,1096.0,659.0,823.0,681.0,846.0,,Balance Sheet
Cash and Short Term Invs,4096.0,10466.0,4124.0,1466.0,1869.0,,Balance Sheet
"Trade Accts Recvble, Gross",7021.0,6426.0,,,,,Balance Sheet
Prov. for Doubtful Accts,-172.0,-166.0,,,,,Balance Sheet
"Total Receivables, Net",6849.0,6260.0,6528.0,6573.0,7226.0,,Balance Sheet
Total Inventory,8678.0,8956.0,8899.0,9565.0,9333.0,,Balance Sheet
Restricted Cash - Current,,185.0,202.0,190.0,184.0,,Balance Sheet
Other Current Assets,34.0,16.0,,52.0,88.0,,Balance Sheet
"Other Curr. Assets, Total",34.0,201.0,202.0,242.0,272.0,,Balance Sheet
Total Current Assets,19657.0,25883.0,19753.0,17846.0,18700.0,,Balance Sheet
Buildings,7705.0,7557.0,7431.0,7874.0,8023.0,,Balance Sheet
Land/Improvements,3687.0,3738.0,3470.0,3593.0,3507.0,,Balance Sheet
Machinery/Equipment,1491.0,1787.0,2105.0,2464.0,2770.0,,Balance Sheet
Other Prop./Plant/Equip.,9725.0,9853.0,9954.0,10493.0,10489.0,,Balance Sheet
Prop./Plant/Equip. - Gross,22608.0,22935.0,22960.0,24424.0,24789.0,,Balance Sheet
Accumulated Depreciation,-7540.0,-8600.0,-9318.0,-10513.0,-11310.0,,Balance Sheet
Prop./Plant/Equip. - Net,15068.0,14335.0,13642.0,13911.0,13478.0,,Balance Sheet
"Goodwill, Net",16372.0,15527.0,15632.0,16914.0,16560.0,,Balance Sheet
Intangibles - Gross,13441.0,11741.0,11497.0,13423.0,12897.0,,Balance Sheet
Accum. Intangible Amort.,-1090.0,-1439.0,-1341.0,-1640.0,-2021.0,,Balance Sheet
Intangibles - Net,12351.0,10302.0,10156.0,11783.0,10876.0,,Balance Sheet
