,2015,2016,2017,2018,2019,2020,Report
high,79.92,91.06,119.82,163.68,152.93,185.55,
low,63.84,73.19,88.11,112.78,120.99,123.64,
change,0.2039,0.1557,0.3153,0.0784,0.1696,0.24800000000000003,
Date,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,,Balance Sheet
Cash and Short Term Invs,148.0,70.0,115.0,31.0,94.0,,Balance Sheet
"Trade Accts Recvble, Net",245.0,254.0,277.0,297.0,310.0,,Balance Sheet
Other Receivables,3.0,16.0,20.0,22.0,18.0,,Balance Sheet
"Total Receivables, Net",248.0,270.0,297.0,319.0,328.0,,Balance Sheet
Prepaid Expenses,69.0,57.0,67.0,96.0,106.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,1.0,6.0,,Balance Sheet
Other Current Assets,28.0,35.0,41.0,23.0,35.0,,Balance Sheet
"Other Curr. Assets, Total",28.0,35.0,41.0,24.0,41.0,,Balance Sheet
Total Current Assets,493.0,432.0,520.0,471.0,569.0,,Balance Sheet
Buildings,144.0,146.0,143.0,144.0,147.0,,Balance Sheet
Land/Improvements,83.0,97.0,98.0,98.0,97.0,,Balance Sheet
Machinery/Equipment,366.0,376.0,371.0,368.0,404.0,,Balance Sheet
Construction in Progress,24.0,7.0,16.0,40.0,12.0,,Balance Sheet
Prop./Plant/Equip. - Gross,616.0,627.0,628.0,650.0,661.0,,Balance Sheet
Accumulated Depreciation,-320.0,-328.0,-345.0,-364.0,-388.0,,Balance Sheet
Prop./Plant/Equip. - Net,296.0,299.0,283.0,286.0,272.0,,Balance Sheet
"Goodwill, Net",550.0,553.0,552.0,650.0,667.0,,Balance Sheet
Intangibles - Gross,738.0,798.0,878.0,1044.0,1159.0,,Balance Sheet
Accum. Intangible Amort.,-390.0,-436.0,-504.0,-602.0,-708.0,,Balance Sheet
Intangibles - Net,348.0,362.0,374.0,442.0,451.0,,Balance Sheet
Other Long Term Assets,52.0,70.0,83.0,110.0,135.0,,Balance Sheet
Total Assets,1837.0,1816.0,1909.0,2033.0,2185.0,,Balance Sheet
Accounts Payable,10.0,15.0,7.0,30.0,10.0,,Balance Sheet
Accrued Expenses,79.0,85.0,82.0,89.0,120.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,3.0,0.0,0.0,,,,Balance Sheet
Customer Advances,340.0,344.0,383.0,329.0,340.0,,Balance Sheet
Income Taxes Payable,6.0,0.0,,,,,Balance Sheet
Deferred Income Tax,150.0,189.0,220.0,208.0,217.0,,Balance Sheet
"Other Curr. Lblts, Total",352.0,344.0,383.0,329.0,340.0,,Balance Sheet
Total Current Liabilities,444.0,444.0,471.0,448.0,470.0,,Balance Sheet
Long Term Debt,50.0,0.0,50.0,,,,Balance Sheet
Capital Lease Obligations,0.0,,,,,,Balance Sheet
Total Long Term Debt,50.0,0.0,50.0,0.0,0.0,,Balance Sheet
Total Debt,53.0,0.0,50.0,0.0,0.0,,Balance Sheet
"Other Liabilities, Total",201.0,187.0,136.0,54.0,69.0,,Balance Sheet
Total Liabilities,845.0,819.0,877.0,710.0,756.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,425.0,440.0,452.0,464.0,472.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1266.0,1431.0,1585.0,1913.0,2066.0,,Balance Sheet
Treasury Stock - Common,-700.0,-876.0,-1006.0,-1055.0,-1110.0,,Balance Sheet
Total Equity,992.0,996.0,1032.0,1323.0,1429.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,1837.0,1816.0,1909.0,2033.0,2185.0,,Balance Sheet
Ttl Comm. Shares Outs.,81.0,79.0,77.0,77.0,77.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,22.0,24.0,26.0,26.0,27.0,,Balance Sheet
Date,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,,Income Statement
Total Revenue,1256.0,1355.0,1388.0,1471.0,1553.0,,Income Statement
"Cost of Revenue, Total",720.0,774.0,806.0,853.0,923.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",153.0,158.0,159.0,171.0,186.0,,Income Statement
Research & Development,71.0,81.0,85.0,90.0,96.0,,Income Statement
