,2015,2016,2017,2018,2019,2020,Report
high,85.81,84.14,74.24,90.39,130.24,128.9,
low,68.15,65.5,48.56,60.15,64.76,90.17,
change,-0.1014,0.0054,-0.102,0.0021,0.9706,-0.1003,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash & Equivalents,,1038.0,1402.0,737.0,787.0,767.0,Balance Sheet
Short Term Investments,,3008.0,1110.0,1906.0,769.0,1810.0,Balance Sheet
Cash and Short Term Invs,,4046.0,2512.0,2643.0,1556.0,2577.0,Balance Sheet
"Total Receivables, Net",,779.0,749.0,929.0,1100.0,962.0,Balance Sheet
Total Inventory,,8601.0,8309.0,8597.0,9497.0,8992.0,Balance Sheet
Prepaid Expenses,,214.0,207.0,157.0,157.0,154.0,Balance Sheet
Discont. Ops.-Curr. Assets,,322.0,69.0,,,,Balance Sheet
Other Current Assets,,168.0,144.0,214.0,209.0,217.0,Balance Sheet
"Other Curr. Assets, Total",,490.0,213.0,214.0,209.0,217.0,Balance Sheet
Total Current Assets,,14130.0,11990.0,12540.0,12519.0,12902.0,Balance Sheet
Buildings,,27059.0,27611.0,26978.0,27997.0,30603.0,Balance Sheet
Land/Improvements,,6125.0,6106.0,6095.0,6064.0,6036.0,Balance Sheet
Machinery/Equipment,,2617.0,2651.0,2645.0,2544.0,2692.0,Balance Sheet
Construction in Progress,,315.0,200.0,440.0,460.0,533.0,Balance Sheet
Other Prop./Plant/Equip.,,5347.0,5503.0,6776.0,7155.0,8319.0,Balance Sheet
Prop./Plant/Equip. - Gross,,41463.0,42071.0,42934.0,44220.0,48183.0,Balance Sheet
Accumulated Depreciation,,-16246.0,-17413.0,-18398.0,-18687.0,-19664.0,Balance Sheet
Prop./Plant/Equip. - Net,,25217.0,24658.0,26420.0,27498.0,28519.0,Balance Sheet
"Goodwill, Net",,133.0,133.0,630.0,633.0,633.0,Balance Sheet
Intangibles - Gross,,299.0,296.0,,,,Balance Sheet
Accum. Intangible Amort.,,-154.0,-170.0,,,,Balance Sheet
Intangibles - Net,,145.0,126.0,79.0,66.0,53.0,Balance Sheet
Pension Bene. - Overfunded,,66.0,43.0,,,,Balance Sheet
Disct. Ops. - LT Asset,,75.0,12.0,,,,Balance Sheet
Other Long Term Assets,,496.0,469.0,634.0,574.0,672.0,Balance Sheet
Total Assets,,40262.0,37431.0,40303.0,41290.0,42779.0,Balance Sheet
Accounts Payable,,7418.0,7252.0,8677.0,9761.0,9920.0,Balance Sheet
Accrued Expenses,,2753.0,2552.0,3031.0,3027.0,3138.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,815.0,1718.0,281.0,1052.0,161.0,Balance Sheet
Dividends Payable,,337.0,334.0,336.0,331.0,333.0,Balance Sheet
Income Taxes Payable,,502.0,158.0,,,,Balance Sheet
Discontinued Operations,,153.0,1.0,,,,Balance Sheet
Other Current Liabilities,,644.0,693.0,727.0,843.0,935.0,Balance Sheet
"Other Curr. Lblts, Total",,1636.0,1186.0,1063.0,1174.0,1268.0,Balance Sheet
Total Current Liabilities,,12622.0,12708.0,13052.0,15014.0,14487.0,Balance Sheet
Long Term Debt,,11945.0,11031.0,10232.0,9255.0,10035.0,Balance Sheet
Capital Lease Obligations,,,,885.0,968.0,1303.0,Balance Sheet
Total Long Term Debt,,11945.0,11031.0,11117.0,10223.0,11338.0,Balance Sheet
Total Debt,,12760.0,12749.0,11398.0,11275.0,11499.0,Balance Sheet
Deferred Income Tax,,823.0,861.0,693.0,972.0,1122.0,Balance Sheet
Pension Benefits - Underfunded,,54.0,46.0,41.0,40.0,107.0,Balance Sheet
Other LT Liabilities,,1843.0,1814.0,3749.0,3744.0,3892.0,Balance Sheet
Discont. Ops. - Lblts,,18.0,18.0,,,,Balance Sheet
"Other Liabilities, Total",,1915.0,1878.0,3790.0,3784.0,3999.0,Balance Sheet
Total Liabilities,,27305.0,26478.0,28652.0,29993.0,30946.0,Balance Sheet
Common Stock,,50.0,46.0,45.0,43.0,42.0,Balance Sheet
Additional Paid-In Capital,,5348.0,5661.0,5858.0,6042.0,6226.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,8188.0,5884.0,6495.0,6017.0,6433.0,Balance Sheet
Cum. Trans. Adjustment,,-41.0,-37.0,-13.0,-20.0,-19.0,Balance Sheet
Min. Pension Lblty Adj.,,-588.0,-601.0,-720.0,-772.0,-837.0,Balance Sheet
Other Comprehensive Income,,,,-14.0,-13.0,-12.0,Balance Sheet
"Other Equity, Total",,-629.0,-638.0,-747.0,-805.0,-868.0,Balance Sheet
Total Equity,,12957.0,10953.0,11651.0,11297.0,11833.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,40262.0,37431.0,40303.0,41290.0,42779.0,Balance Sheet
Ttl Comm. Shares Outs.,,602.0,556.0,542.0,518.0,504.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Income Statement
Total Revenue,,73785.0,70271.0,72714.0,75356.0,78112.0,Income Statement
"Cost of Revenue, Total",,51997.0,49145.0,51125.0,53299.0,54864.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,14665.0,14174.0,15049.0,15631.0,16210.0,Income Statement
Depreciation/Amortization,,2213.0,2045.0,2225.0,2224.0,2357.0,Income Statement
Impair-Assets Held for Use,,,43.0,91.0,92.0,23.0,Income Statement
Other Unusual Expnse (In),,,422.0,123.0,,,Income Statement
Unusual Expense (Income),,-620.0,465.0,214.0,92.0,23.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,-620.0,,,,,Income Statement
Total Operating Expense,,68255.0,65829.0,68613.0,71246.0,73454.0,Income Statement
Total Operating Income,,5530.0,4442.0,4101.0,4110.0,4658.0,Income Statement
"Inter Expse,Net Non-Operat",,-616.0,,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,-36.0,24.0,9.0,-3.0,,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,-477.0,Income Statement
"Other, Net",,45.0,-505.0,-480.0,-431.0,9.0,Income Statement
Income Before Tax,,4923.0,3961.0,3630.0,3676.0,4190.0,Income Statement
Income Tax - Total,,1602.0,1295.0,1065.0,782.0,921.0,Income Statement
Income After Tax,,3321.0,2666.0,2565.0,2894.0,3269.0,Income Statement
Net Inc Before Extra Items,,3321.0,2666.0,2565.0,2894.0,3269.0,Income Statement
Discontinued Operations,,42.0,68.0,6.0,7.0,12.0,Income Statement
Extraordinary Item,,,,343.0,36.0,,Income Statement
Total Extraordinary Items,,42.0,68.0,349.0,43.0,12.0,Income Statement
Total Net Income,,3363.0,2734.0,2914.0,2937.0,3281.0,Income Statement
Income Available to Common Excl. Extra. Items,,3321.0,2666.0,2565.0,2894.0,3269.0,Income Statement
Income Available to Common Incl. Extra. Items,,3363.0,2734.0,2914.0,2937.0,3281.0,Income Statement
Basic/Primary Weighted Average Shares,,628.0,578.0,547.0,529.0,511.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,5.29,4.62,4.69,5.47,6.4,Income Statement
Basic/Primary EPS Incl. Extra. Items,,5.36,4.73,5.33,5.56,6.42,Income Statement
Diluted Weighted Average Shares,,633.0,583.0,550.0,533.0,516.0,Income Statement
Diluted EPS Excl. Extra. Items,,5.25,4.58,4.66,5.43,6.34,Income Statement
Diluted EPS Incl. Extra. Items,,5.31,4.69,5.3,5.51,6.36,Income Statement
Div/Share-ComStockPrimIssue,,2.16,2.32,2.44,2.52,2.6,Income Statement
Gross Divid - Common Stock,,1378.0,1359.0,1356.0,1347.0,1345.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,616.0,,,42.0,51.0,Income Statement
"Depreciat/Amort, Suppl",,2191.0,2305.0,2462.0,2460.0,2591.0,Income Statement
Total Special Items,,-620.0,465.0,214.0,92.0,23.0,Income Statement
Normalzd Income Before Tax,,4303.0,4426.0,3844.0,3768.0,4213.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,-202.0,152.0,63.0,20.0,5.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,1400.0,1447.0,1128.0,802.0,926.0,Income Statement
Normalized Income After Tax,,2903.0,2979.0,2716.0,2966.0,3287.0,Income Statement
Normalzd Inc Avail to Common,,2903.0,2979.0,2716.0,2966.0,3287.0,Income Statement
Basic Normalized EPS,,4.62,5.16,4.97,5.61,6.43,Income Statement
Diluted Normalized EPS,,4.59,5.11,4.94,5.56,6.37,Income Statement
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Cash Flow
Net Income,,3363.0,2734.0,2914.0,2937.0,3281.0,Cash Flow
Depreciation/Depletion,,2213.0,2318.0,2476.0,2474.0,2604.0,Cash Flow
Deferred Taxes,,-322.0,40.0,-188.0,322.0,178.0,Cash Flow
Discontinued Operations,,662.0,39.0,68.0,-4.0,6.0,Cash Flow
Unusual Items,,57.0,411.0,331.0,95.0,39.0,Cash Flow
Other Non-Cash Items,,-505.0,113.0,112.0,132.0,147.0,Cash Flow
Non-Cash Items,,214.0,563.0,511.0,223.0,192.0,Cash Flow
"Cash Taxes Pd, Supplemental",,-127.0,1514.0,934.0,373.0,696.0,Cash Flow
"Cash Interest Pd, Suppl",,604.0,999.0,678.0,476.0,492.0,Cash Flow
Inventories,,-316.0,293.0,-348.0,-900.0,505.0,Cash Flow
Other Assets,,227.0,56.0,-156.0,-299.0,18.0,Cash Flow
Accounts Payable,,,-166.0,1307.0,1127.0,140.0,Cash Flow
Accrued Expenses,,,-394.0,419.0,89.0,199.0,Cash Flow
Payable/Accrued,,579.0,,,,,Cash Flow
Changes in Working Capital,,490.0,-211.0,1222.0,17.0,862.0,Cash Flow
Total Cash from Operations,,5958.0,5444.0,6935.0,5973.0,7117.0,Cash Flow
Capital Expenditures,,-1438.0,-1547.0,-2533.0,-3516.0,-3027.0,Cash Flow
Acquisition of Business,,,,-518.0,,,Cash Flow
Sale of Business,,1875.0,0.0,,0.0,0.0,Cash Flow
Sale of Fixed Assets,,28.0,46.0,31.0,85.0,63.0,Cash Flow
"Investment, Net",,24.0,28.0,-55.0,15.0,20.0,Cash Flow
Other Investing Cash Flow,,19.0,,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,1946.0,74.0,-542.0,100.0,83.0,Cash Flow
Total Cash from Investing,,508.0,-1473.0,-3075.0,-3416.0,-2944.0,Cash Flow
Total Cash Dividends Paid,,-1362.0,-1348.0,-1338.0,-1335.0,-1330.0,Cash Flow
"Common Stock, Net",,-3483.0,-3706.0,-1046.0,-2124.0,-1565.0,Cash Flow
Options Exercised,,300.0,221.0,108.0,96.0,73.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,-3183.0,-3485.0,-938.0,-2028.0,-1492.0,Cash Flow
"Short Term Debt, Net",,0.0,,,,,Cash Flow
Long Term Debt Issued,,0.0,1977.0,739.0,0.0,1739.0,Cash Flow
Long Term Debt Reduction,,-85.0,-2649.0,-2192.0,-281.0,-2069.0,Cash Flow
"Long Term Debt, Net",,-85.0,-672.0,-1453.0,-281.0,-330.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,-85.0,-672.0,-1453.0,-281.0,-330.0,Cash Flow
Total Cash From Financing,,-4630.0,-5505.0,-3729.0,-3644.0,-3152.0,Cash Flow
Net Change in Cash,,1836.0,-1534.0,131.0,-1087.0,1021.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,2210.0,4046.0,2512.0,2643.0,1556.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,4046.0,2512.0,2643.0,1556.0,2577.0,Cash Flow
"Depreciation, Supplemental",,2213.0,2318.0,2476.0,2474.0,2604.0,Cash Flow
Free Cash Flow,,4520.0,3897.0,4402.0,2457.0,4090.0,
FCF Growth,,,-0.13783185840707968,0.12958686168847833,-0.4418446160835984,0.6646316646316646,
