,2015,2016,2017,2018,2019,2020,Report
high,26.62,18.32,29.78,43.08,43.66,40.25,
low,8.8,8.92,12.19,23.75,32.63,19.54,
change,-0.5543,0.0596,1.3116999999999999,0.3861,0.0166,-0.1773,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1518.0,938.0,767.0,563.0,345.0,,Balance Sheet
"Trade Accts Recvble, Gross",1178.0,1087.0,988.0,1051.0,1068.0,,Balance Sheet
Prov. for Doubtful Accts,-21.0,-29.0,-28.0,-32.0,-43.0,,Balance Sheet
"Trade Accts Recvble, Net",1157.0,1058.0,1146.0,1024.0,1025.0,,Balance Sheet
Other Receivables,13.0,,,,,,Balance Sheet
"Total Receivables, Net",1170.0,1058.0,1146.0,1024.0,1025.0,,Balance Sheet
Invent. - Raw Materials,324.0,,,102.0,94.0,,Balance Sheet
Inventories - Other,928.0,,,310.0,289.0,,Balance Sheet
Total Inventory,1252.0,721.0,486.0,412.0,383.0,,Balance Sheet
Prepaid Expenses,442.0,404.0,179.0,302.0,245.0,,Balance Sheet
Restricted Cash - Current,414.0,446.0,279.0,17.0,8.0,,Balance Sheet
Discont. Ops.-Curr. Assets,6.0,1928.0,821.0,198.0,0.0,,Balance Sheet
Other Current Assets,2589.0,1219.0,832.0,1084.0,1082.0,,Balance Sheet
"Other Curr. Assets, Total",3009.0,3593.0,1932.0,1299.0,1090.0,,Balance Sheet
Total Current Assets,7391.0,6714.0,4510.0,3600.0,3088.0,,Balance Sheet
Land/Improvements,1226.0,,,347.0,324.0,,Balance Sheet
Machinery/Equipment,22676.0,,,3763.0,3262.0,,Balance Sheet
Construction in Progress,627.0,,,106.0,102.0,,Balance Sheet
Other Prop./Plant/Equip.,1007.0,21080.0,9448.0,643.0,1121.0,,Balance Sheet
Prop./Plant/Equip. - Gross,25536.0,21080.0,9448.0,4859.0,4809.0,,Balance Sheet
Accumulated Depreciation,-6804.0,-5711.0,-3013.0,-1811.0,-1752.0,,Balance Sheet
Prop./Plant/Equip. - Net,18732.0,15369.0,6435.0,3048.0,3057.0,,Balance Sheet
"Goodwill, Net",999.0,662.0,539.0,573.0,579.0,,Balance Sheet
Intangibles - Gross,3835.0,3660.0,2079.0,1742.0,2051.0,,Balance Sheet
Accum. Intangible Amort.,-1525.0,-1687.0,-1572.0,-1151.0,-1262.0,,Balance Sheet
Intangibles - Net,2310.0,1973.0,507.0,591.0,789.0,,Balance Sheet
Long Term Investments,1045.0,1120.0,182.0,412.0,388.0,,Balance Sheet
Note Rcvble - Long Term,53.0,16.0,2.0,,,,Balance Sheet
Def. Inc. Tax - LT Asset,167.0,225.0,6.0,46.0,3286.0,,Balance Sheet
Disct. Ops. - LT Asset,105.0,2971.0,10224.0,1089.0,0.0,,Balance Sheet
Other Long Term Assets,2080.0,1632.0,1145.0,1269.0,1344.0,,Balance Sheet
Total Assets,32882.0,30682.0,23550.0,10628.0,12531.0,,Balance Sheet
Accounts Payable,869.0,782.0,768.0,863.0,722.0,,Balance Sheet
Accrued Expenses,810.0,990.0,930.0,680.0,736.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,481.0,516.0,204.0,72.0,88.0,,Balance Sheet
Other Payables,,31.0,,,,,Balance Sheet
Discontinued Operations,2.0,1210.0,936.0,77.0,0.0,,Balance Sheet
Other Current Liabilities,2213.0,1173.0,574.0,706.0,813.0,,Balance Sheet
"Other Curr. Lblts, Total",2215.0,2414.0,1510.0,783.0,813.0,,Balance Sheet
Total Current Liabilities,4375.0,4702.0,3412.0,2398.0,2359.0,,Balance Sheet
Long Term Debt,18967.0,15957.0,9180.0,6449.0,5803.0,,Balance Sheet
Capital Lease Obligations,16.0,,,,,,Balance Sheet
Total Long Term Debt,18983.0,15957.0,9180.0,6449.0,5803.0,,Balance Sheet
