,2015,2016,2017,2018,2019,2020,Report
high,59.67,75.25,105.33,120.75,132.2,135.7,
low,43.49,46.73,72.47,87.7,88.68,93.09,
change,0.0034999999999999996,0.3627,0.4204,-0.1009,0.383,-0.1094,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1000.0,1154.0,1656.0,2438.0,2437.0,,Balance Sheet
Short Term Investments,2218.0,2336.0,2813.0,1795.0,2950.0,,Balance Sheet
Cash and Short Term Invs,3218.0,3490.0,4469.0,4233.0,5387.0,,Balance Sheet
"Trade Accts Recvble, Gross",1172.0,1284.0,1286.0,1226.0,1082.0,,Balance Sheet
Prov. for Doubtful Accts,-7.0,-17.0,-8.0,-19.0,-8.0,,Balance Sheet
"Total Receivables, Net",1165.0,1267.0,1278.0,1207.0,1074.0,,Balance Sheet
Invent. - Finished Goods,736.0,734.0,742.0,966.0,909.0,,Balance Sheet
Invent. - Work In Progress,846.0,954.0,1089.0,1070.0,916.0,,Balance Sheet
Invent. - Raw Materials,109.0,102.0,126.0,181.0,176.0,,Balance Sheet
Total Inventory,1691.0,1790.0,1957.0,2217.0,2001.0,,Balance Sheet
Prepaid Expenses,1000.0,910.0,1030.0,440.0,299.0,,Balance Sheet
Total Current Assets,7074.0,7457.0,8734.0,8097.0,8761.0,,Balance Sheet
Buildings,2789.0,2753.0,2467.0,2497.0,2504.0,,Balance Sheet
Land/Improvements,127.0,127.0,127.0,128.0,126.0,,Balance Sheet
Machinery/Equipment,2549.0,2043.0,2195.0,2800.0,3110.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,337.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5465.0,4923.0,4789.0,5425.0,6077.0,,Balance Sheet
Accumulated Depreciation,-2869.0,-2411.0,-2125.0,-2242.0,-2437.0,,Balance Sheet
Prop./Plant/Equip. - Net,2596.0,2512.0,2664.0,3183.0,3640.0,,Balance Sheet
"Goodwill, Net",4362.0,4362.0,4362.0,4362.0,4362.0,,Balance Sheet
Intangibles - Gross,2990.0,2992.0,3050.0,3024.0,2069.0,,Balance Sheet
Accum. Intangible Amort.,-1361.0,-1676.0,-1994.0,-2307.0,-1660.0,,Balance Sheet
Intangibles - Net,1629.0,1316.0,1056.0,717.0,409.0,,Balance Sheet
LT Invt. - Affiliate Comp.,25.0,25.0,26.0,21.0,24.0,,Balance Sheet
LT Investments - Other,221.0,235.0,268.0,251.0,300.0,,Balance Sheet
Long Term Investments,246.0,260.0,294.0,272.0,324.0,,Balance Sheet
Pension Bene. - Overfunded,85.0,96.0,208.0,92.0,218.0,,Balance Sheet
Def. Inc. Tax - LT Asset,201.0,374.0,264.0,295.0,197.0,,Balance Sheet
Other Long Term Assets,37.0,54.0,60.0,119.0,107.0,,Balance Sheet
Total Assets,16230.0,16431.0,17642.0,17137.0,18018.0,,Balance Sheet
Accounts Payable,386.0,396.0,466.0,478.0,388.0,,Balance Sheet
Accrued Expenses,1074.0,1154.0,1164.0,1144.0,1189.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1000.0,631.0,500.0,749.0,500.0,,Balance Sheet
"Other Curr. Lblts, Total",95.0,83.0,128.0,103.0,46.0,,Balance Sheet
Total Current Liabilities,2555.0,2264.0,2258.0,2474.0,2123.0,,Balance Sheet
Total Long Term Debt,3120.0,2978.0,3577.0,4319.0,5303.0,,Balance Sheet
Total Debt,4120.0,3609.0,4077.0,5068.0,5803.0,,Balance Sheet
Deferred Income Tax,37.0,33.0,78.0,42.0,78.0,,Balance Sheet
Pension Benefits - Underfunded,196.0,129.0,89.0,118.0,93.0,,Balance Sheet
Other LT Liabilities,376.0,554.0,1303.0,1190.0,1514.0,,Balance Sheet
"Other Liabilities, Total",572.0,683.0,1392.0,1308.0,1607.0,,Balance Sheet
Total Liabilities,6284.0,5958.0,7305.0,8143.0,9111.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,,,Balance Sheet
Common Stock,1741.0,1741.0,1741.0,1741.0,1741.0,,Balance Sheet
Additional Paid-In Capital,1629.0,1674.0,1776.0,1950.0,2110.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),31176.0,33107.0,34662.0,37906.0,39898.0,,Balance Sheet
Treasury Stock - Common,-24068.0,-25523.0,-27458.0,-32130.0,-34495.0,,Balance Sheet
Min. Pension Lblty Adj.,-530.0,-525.0,-384.0,-471.0,-345.0,,Balance Sheet
Other Comprehensive Income,-2.0,-1.0,0.0,-2.0,-2.0,,Balance Sheet
"Other Equity, Total",-532.0,-526.0,-384.0,-473.0,-347.0,,Balance Sheet
Total Equity,9946.0,10473.0,10337.0,8994.0,8907.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,16230.0,16431.0,17642.0,17137.0,18018.0,,Balance Sheet
Ttl Comm. Shares Outs.,1011.0,996.0,983.0,945.0,932.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,730.0,745.0,758.0,796.0,809.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,13000.0,13370.0,14961.0,15784.0,14383.0,,Income Statement
"Cost of Revenue, Total",5425.0,5113.0,5347.0,5507.0,5219.0,,Income Statement
Selling/Gen/Admin Expense,1559.0,1590.0,1547.0,1546.0,1515.0,,Income Statement
Labor & Related Expense,169.0,152.0,147.0,138.0,130.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1728.0,1742.0,1694.0,1684.0,1645.0,,Income Statement
Research & Development,1267.0,1356.0,1508.0,1559.0,1544.0,,Income Statement
Depreciation/Amortization,329.0,319.0,318.0,318.0,288.0,,Income Statement
Unusual Expense (Income),-71.0,-15.0,11.0,3.0,-36.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),-83.0,-40.0,0.0,-3.0,-21.0,,Income Statement
Total Operating Expense,8678.0,8515.0,8878.0,9071.0,8660.0,,Income Statement
Total Operating Income,4322.0,4855.0,6083.0,6713.0,5723.0,,Income Statement
"Inter Expse,Net Non-Operat",-90.0,-80.0,-78.0,-125.0,-170.0,,Income Statement
OtherNon-OperatInc (Expnse),-16.0,155.0,75.0,98.0,175.0,,Income Statement
"Other, Net",-16.0,155.0,75.0,98.0,175.0,,Income Statement
Income Before Tax,4216.0,4930.0,6080.0,6686.0,5728.0,,Income Statement
Income Tax - Total,1230.0,1335.0,2339.0,1151.0,711.0,,Income Statement
Income After Tax,2986.0,3595.0,3741.0,5535.0,5017.0,,Income Statement
Net Inc Before Extra Items,2986.0,3595.0,3741.0,5535.0,5017.0,,Income Statement
Total Extraordinary Items,,,-59.0,45.0,,,Income Statement
Total Net Income,2986.0,3595.0,3682.0,5580.0,5017.0,,Income Statement
Total Adjust to Net Income,-42.0,-44.0,-33.0,-42.0,-31.0,,Income Statement
Income Available to Common Excl. Extra. Items,2944.0,3551.0,3708.0,5493.0,4986.0,,Income Statement
Income Available to Common Incl. Extra. Items,2944.0,3551.0,3649.0,5538.0,4986.0,,Income Statement
Basic/Primary Weighted Average Shares,1030.0,1003.0,991.0,970.0,936.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.86,3.54,3.74,5.66,5.33,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.86,3.54,3.68,5.71,5.33,,Income Statement
Dilution Adjustment,,2.0,,,,,Income Statement
Diluted Weighted Average Shares,1043.0,1021.0,1012.0,990.0,952.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.82,3.48,3.66,5.55,5.24,,Income Statement
Diluted EPS Incl. Extra. Items,2.82,3.48,3.61,5.59,5.24,,Income Statement
Div/Share-ComStockPrimIssue,1.4,1.64,2.12,2.63,3.21,,Income Statement
Gross Divid - Common Stock,1444.0,1646.0,2104.0,2555.0,3008.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",90.0,80.0,78.0,125.0,170.0,,Income Statement
"Depreciat/Amort, Suppl",766.0,605.0,539.0,590.0,708.0,,Income Statement
Total Special Items,-71.0,-15.0,11.0,3.0,-36.0,,Income Statement
Normalzd Income Before Tax,4145.0,4915.0,6091.0,6689.0,5692.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),-21.0,-4.0,4.0,1.0,-4.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,1209.0,1331.0,2343.0,1152.0,707.0,,Income Statement
Normalized Income After Tax,2936.0,3584.0,3748.0,5537.0,4985.0,,Income Statement
Normalzd Inc Avail to Common,2894.0,3540.0,3715.0,5495.0,4954.0,,Income Statement
Basic Normalized EPS,2.81,3.53,3.75,5.67,5.29,,Income Statement
Diluted Normalized EPS,2.77,3.47,3.67,5.55,5.2,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,2986.0,3595.0,3682.0,5580.0,5017.0,,Cash Flow
Depreciation/Depletion,766.0,605.0,539.0,590.0,708.0,,Cash Flow
Amortization,367.0,350.0,365.0,364.0,342.0,,Cash Flow
Deferred Taxes,-55.0,-202.0,112.0,-105.0,81.0,,Cash Flow
Unusual Items,-85.0,-40.0,0.0,-3.0,-23.0,,Cash Flow
Other Non-Cash Items,286.0,252.0,242.0,232.0,217.0,,Cash Flow
Non-Cash Items,201.0,212.0,242.0,229.0,194.0,,Cash Flow
"Cash Taxes Pd, Supplemental",1170.0,1150.0,1800.0,-705.0,570.0,,Cash Flow
Accounts Receivable,77.0,-108.0,-7.0,71.0,133.0,,Cash Flow
Inventories,93.0,-99.0,-167.0,-282.0,216.0,,Cash Flow
Prepaid Expenses,94.0,-81.0,76.0,669.0,265.0,,Cash Flow
Accrued Expenses,7.0,36.0,-3.0,-7.0,-15.0,,Cash Flow
Payable/Accrued,-142.0,72.0,51.0,-7.0,-93.0,,Cash Flow
Changes in Working Capital,132.0,54.0,423.0,531.0,307.0,,Cash Flow
Total Cash from Operations,4397.0,4614.0,5363.0,7189.0,6649.0,,Cash Flow
Capital Expenditures,-551.0,-531.0,-695.0,-1131.0,-847.0,,Cash Flow
Sale of Fixed Assets,110.0,0.0,40.0,9.0,30.0,,Cash Flow
Sale/Maturity of Investment,2892.0,3390.0,4095.0,6708.0,2309.0,,Cash Flow
Purchase of Investments,-2767.0,-3503.0,-4555.0,-5641.0,-3444.0,,Cash Flow
Other Investing Cash Flow,14.0,-6.0,-12.0,-23.0,32.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",249.0,-119.0,-432.0,1053.0,-1073.0,,Cash Flow
Total Cash from Investing,-302.0,-650.0,-1127.0,-78.0,-1920.0,,Cash Flow
Financing Cash Flow Items,-3.0,-3.0,-31.0,-47.0,-42.0,,Cash Flow
Total Cash Dividends Paid,-1444.0,-1646.0,-2104.0,-2555.0,-3008.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-2345.0,-1660.0,-2073.0,-4727.0,-2421.0,,Cash Flow
Long Term Debt Issued,498.0,499.0,1099.0,1500.0,1491.0,,Cash Flow
Long Term Debt Reduction,,,,-500.0,-750.0,,Cash Flow
"Long Term Debt, Net",498.0,499.0,1099.0,1000.0,741.0,,Cash Flow
Total Debt Reduction,-1000.0,-1000.0,-625.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-502.0,-501.0,474.0,1000.0,741.0,,Cash Flow
Total Cash From Financing,-4294.0,-3810.0,-3734.0,-6329.0,-4730.0,,Cash Flow
Net Change in Cash,-199.0,154.0,502.0,782.0,-1.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,1199.0,1000.0,1154.0,1656.0,2438.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,1000.0,1154.0,1656.0,2438.0,2437.0,,Cash Flow
"Depreciation, Supplemental",766.0,605.0,539.0,590.0,708.0,,Cash Flow
Free Cash Flow,3846.0,4083.0,4668.0,6058.0,5802.0,,
FCF Growth,,0.06162246489859591,0.14327700220426154,0.29777206512425014,-0.042258171013535795,0.0,
