,2015,2016,2017,2018,2019,2020,Report
high,38.47,41.82,40.46,56.64,61.69,64.95,
low,31.77,32.82,33.22,36.41,43.8,32.72,
change,0.0527,0.075,0.011899999999999999,0.1642,0.3805,-0.209,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash & Equivalents,,2095.0,2930.0,2758.0,3030.0,3217.0,Balance Sheet
Short Term Investments,,352.0,543.0,506.0,0.0,,Balance Sheet
Cash and Short Term Invs,,2448.0,3473.0,3265.0,3030.0,3217.0,Balance Sheet
"Total Receivables, Net",,238.0,259.0,327.0,346.0,386.0,Balance Sheet
Total Inventory,,3695.0,3645.0,4187.0,4579.0,4873.0,Balance Sheet
Prepaid Expenses,,392.0,374.0,707.0,514.0,408.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,7.0,Balance Sheet
Total Current Assets,,6773.0,7751.0,8486.0,8469.0,8891.0,Balance Sheet
Buildings,,2818.0,2884.0,3255.0,3377.0,3541.0,Balance Sheet
Land/Improvements,,1013.0,1248.0,1356.0,1458.0,1426.0,Balance Sheet
Other Prop./Plant/Equip.,,4413.0,4872.0,5358.0,5894.0,15465.0,Balance Sheet
Prop./Plant/Equip. - Gross,,8244.0,9003.0,9968.0,10729.0,20433.0,Balance Sheet
Accumulated Depreciation,,-4106.0,-4471.0,-4962.0,-5474.0,-6047.0,Balance Sheet
Prop./Plant/Equip. - Net,,4138.0,4533.0,5006.0,5255.0,14385.0,Balance Sheet
"Goodwill, Net",,194.0,196.0,100.0,98.0,96.0,Balance Sheet
Other Long Term Assets,,373.0,398.0,460.0,498.0,761.0,Balance Sheet
Total Assets,,11490.0,12884.0,14058.0,14326.0,24145.0,Balance Sheet
Accounts Payable,,2203.0,2231.0,2488.0,2644.0,2673.0,Balance Sheet
Accrued Expenses,,1110.0,1240.0,1298.0,1271.0,2767.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Dividends Payable,,141.0,170.0,199.0,242.0,282.0,Balance Sheet
Income Taxes Payable,,130.0,206.0,114.0,154.0,25.0,Balance Sheet
Other Current Liabilities,,818.0,910.0,1026.0,1221.0,1405.0,Balance Sheet
"Other Curr. Lblts, Total",,1089.0,1287.0,1339.0,1617.0,1711.0,Balance Sheet
Total Current Liabilities,,4402.0,4758.0,5126.0,5531.0,7150.0,Balance Sheet
Long Term Debt,,1615.0,2228.0,2231.0,2234.0,2237.0,Balance Sheet
Capital Lease Obligations,,85.0,176.0,222.0,243.0,0.0,Balance Sheet
Total Long Term Debt,,1700.0,2404.0,2453.0,2477.0,2237.0,Balance Sheet
Total Debt,,1700.0,2404.0,2453.0,2477.0,2237.0,Balance Sheet
Deferred Income Tax,,285.0,314.0,233.0,158.0,142.0,Balance Sheet
Reserves,,151.0,160.0,183.0,366.0,308.0,Balance Sheet
Pension Benefits - Underfunded,,418.0,472.0,443.0,449.0,515.0,Balance Sheet
Other LT Liabilities,,226.0,266.0,473.0,296.0,7845.0,Balance Sheet
"Other Liabilities, Total",,796.0,898.0,1099.0,1111.0,8668.0,Balance Sheet
Total Liabilities,,7183.0,8373.0,8910.0,9277.0,18197.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,0.0,0.0,Balance Sheet
Common Stock,,663.0,646.0,628.0,1217.0,1199.0,Balance Sheet
Additional Paid-In Capital,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
