,2015,2016,2017,2018,2019,2020,Report
high,53.45,70.44,88.22,102.66,88.96,72.23,
low,39.52,30.48,64.04,63.69,58.54,24.28,
change,-0.1291,0.6772,0.2594,-0.2137,0.061900000000000004,-0.5293,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,1157.0,1249.0,1438.0,1390.0,973.0,,Balance Sheet
Interest-Earning Deposits,4990.0,5969.0,4407.0,3171.0,4845.0,,Balance Sheet
Other Short Trm Invest.,113.0,92.0,96.0,134.0,155.0,,Balance Sheet
Securities Held,1981.0,1582.0,1266.0,0.0,,,Balance Sheet
Securities for Sale,10519.0,10787.0,10938.0,12045.0,12398.0,,Balance Sheet
Total Invest. Securities,12500.0,12369.0,12204.0,12045.0,12398.0,,Balance Sheet
"Other Erng. Assets, Total",17603.0,18430.0,16707.0,15350.0,17398.0,,Balance Sheet
Total Gross Loans,49084.0,49088.0,49173.0,50163.0,50369.0,,Balance Sheet
Loan Loss Allowances,-634.0,-730.0,-712.0,-671.0,-637.0,,Balance Sheet
Net Loans,48450.0,48358.0,48461.0,49492.0,49732.0,,Balance Sheet
Buildings,862.0,831.0,813.0,842.0,818.0,,Balance Sheet
Land/Improvements,87.0,86.0,85.0,85.0,86.0,,Balance Sheet
Other Prop./Plant/Equip.,490.0,499.0,484.0,492.0,842.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1439.0,1416.0,1382.0,1419.0,1746.0,,Balance Sheet
Accumulated Depreciation,-889.0,-915.0,-916.0,-944.0,-960.0,,Balance Sheet
Prop./Plant/Equip. - Net,550.0,501.0,466.0,475.0,786.0,,Balance Sheet
"Goodwill, Net",635.0,635.0,635.0,635.0,635.0,,Balance Sheet
Intangibles - Gross,34.0,34.0,34.0,34.0,34.0,,Balance Sheet
Accum. Intangible Amort.,-24.0,-26.0,-28.0,-30.0,-32.0,,Balance Sheet
Intangibles - Net,10.0,8.0,6.0,4.0,2.0,,Balance Sheet
"Other Assets, Total",3472.0,3797.0,3854.0,3472.0,3876.0,,Balance Sheet
Total Assets,71877.0,72978.0,71567.0,70818.0,73402.0,,Balance Sheet
Accrued Expenses,1383.0,1012.0,1069.0,1243.0,1440.0,,Balance Sheet
Non-Interest Bearing Dep.,30839.0,31540.0,32071.0,28690.0,27382.0,,Balance Sheet
Interest Bearing Deposits,29014.0,27445.0,25832.0,26871.0,29913.0,,Balance Sheet
Total Deposits,59853.0,58985.0,57903.0,55561.0,57295.0,,Balance Sheet
"Other Bearing Lblts, Total",,2800.0,2800.0,3800.0,3800.0,,Balance Sheet
Total ST Borrowings,23.0,25.0,10.0,44.0,71.0,,Balance Sheet
Total Long Term Debt,3058.0,2360.0,1822.0,2663.0,3469.0,,Balance Sheet
Total Debt,3081.0,2385.0,1832.0,2707.0,3540.0,,Balance Sheet
Total Liabilities,64317.0,65182.0,63604.0,63311.0,66075.0,,Balance Sheet
Common Stock,1141.0,1141.0,1141.0,1141.0,1141.0,,Balance Sheet
Additional Paid-In Capital,2173.0,2135.0,2122.0,2148.0,2174.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),7084.0,7331.0,7887.0,8781.0,9538.0,,Balance Sheet
Treasury Stock - Common,-2409.0,-2428.0,-2736.0,-3954.0,-5291.0,,Balance Sheet
Unrealized Gain (Loss),9.0,-33.0,-101.0,-138.0,65.0,,Balance Sheet
Min. Pension Lblty Adj.,-438.0,-350.0,-350.0,-471.0,-334.0,,Balance Sheet
Other Comprehensive Income,,,,,34.0,,Balance Sheet
"Other Equity, Total",-438.0,-350.0,-350.0,-471.0,-300.0,,Balance Sheet
Total Equity,7560.0,7796.0,7963.0,7507.0,7327.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,71877.0,72978.0,71567.0,70818.0,73402.0,,Balance Sheet
Ttl Comm. Shares Outs.,176.0,175.0,173.0,160.0,142.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,52.0,53.0,55.0,68.0,86.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Interest & Fees on Loans,1551.0,1635.0,1872.0,2262.0,2439.0,,Income Statement
Inter & Divs/ Invest Securs,233.0,274.0,310.0,357.0,368.0,,Income Statement
"Interest Income, Bank",1784.0,1909.0,2182.0,2619.0,2807.0,,Income Statement
Interest on Deposit,43.0,40.0,42.0,122.0,262.0,,Income Statement
Inter on Other Borrowings,52.0,72.0,79.0,145.0,206.0,,Income Statement
Total Interest Expense,95.0,112.0,121.0,267.0,468.0,,Income Statement
Net Interest Income,1689.0,1797.0,2061.0,2352.0,2339.0,,Income Statement
Loan Loss Provision,147.0,248.0,74.0,-1.0,74.0,,Income Statement
NetInterIn after Loan Loss Provision,1542.0,1549.0,1987.0,2353.0,2265.0,,Income Statement
Fees & Commish from Operat,427.0,428.0,448.0,444.0,437.0,,Income Statement
Insur Commish Fees& Premium,40.0,42.0,43.0,39.0,41.0,,Income Statement
Credit Card Fees,276.0,303.0,333.0,244.0,257.0,,Income Statement
Fees for Other Cust Serv,152.0,139.0,130.0,125.0,129.0,,Income Statement
Invest Securities Gains,-2.0,-5.0,-3.0,-19.0,-7.0,,Income Statement
Foreign Currency Gains,40.0,42.0,45.0,47.0,44.0,,Income Statement
Other Revenue,102.0,102.0,111.0,96.0,109.0,,Income Statement
"Non-Interest Income, Bank",1035.0,1051.0,1107.0,976.0,1010.0,,Income Statement
Labor & Related Expenses,-1009.0,-961.0,-912.0,-1009.0,-1020.0,,Income Statement
Litigation Expense,32.0,-1.0,2.0,,,,Income Statement
Other Unusual Expense,0.0,0.0,,,,,Income Statement
Restructuring Charge,0.0,-93.0,-45.0,-53.0,0.0,,Income Statement
Other Expense,-850.0,-875.0,-905.0,-732.0,-723.0,,Income Statement
"Non-Interest Expense, Bank",-1827.0,-1930.0,-1860.0,-1794.0,-1743.0,,Income Statement
Income Before Tax,750.0,670.0,1234.0,1535.0,1532.0,,Income Statement
Income Tax - Total,229.0,193.0,384.0,308.0,334.0,,Income Statement
Income After Tax,521.0,477.0,850.0,1227.0,1198.0,,Income Statement
Net Inc Before Extra Items,521.0,477.0,850.0,1227.0,1198.0,,Income Statement
Total Extraordinary Items,,,-107.0,8.0,0.0,,Income Statement
Total Net Income,521.0,477.0,743.0,1235.0,1198.0,,Income Statement
Total Adjust to Net Income,-6.0,-4.0,-5.0,-8.0,-7.0,,Income Statement
Income Available to Common Excl. Extra. Items,515.0,473.0,845.0,1219.0,1191.0,,Income Statement
Income Available to Common Incl. Extra. Items,515.0,473.0,738.0,1227.0,1191.0,,Income Statement
Basic/Primary Weighted Average Shares,176.0,172.0,174.0,168.0,150.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.93,2.75,4.86,7.26,7.94,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.93,2.75,4.24,7.3,7.94,,Income Statement
Diluted Weighted Average Shares,181.0,177.0,178.0,171.0,151.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.85,2.67,4.75,7.13,7.89,,Income Statement
Diluted EPS Incl. Extra. Items,2.85,2.67,4.15,7.18,7.89,,Income Statement
Div/Share-ComStockPrimIssue,0.82,0.87,1.32,1.84,2.68,,Income Statement
Gross Divid - Common Stock,148.0,154.0,193.0,309.0,398.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",118.0,121.0,121.0,118.0,112.0,,Income Statement
Total Special Items,-32.0,94.0,43.0,53.0,0.0,,Income Statement
Normalzd Income Before Tax,718.0,764.0,1277.0,1588.0,1532.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),-10.0,27.0,13.0,11.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,219.0,220.0,397.0,319.0,334.0,,Income Statement
Normalized Income After Tax,499.0,544.0,880.0,1269.0,1198.0,,Income Statement
Normalzd Inc Avail to Common,493.0,540.0,875.0,1261.0,1191.0,,Income Statement
Basic Normalized EPS,2.8,3.14,5.03,7.51,7.94,,Income Statement
Diluted Normalized EPS,2.72,3.05,4.91,7.38,7.89,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,521.0,477.0,743.0,1235.0,1198.0,,Cash Flow
Depreciation/Depletion,118.0,121.0,121.0,120.0,114.0,,Cash Flow
Deferred Taxes,-71.0,-51.0,79.0,24.0,12.0,,Cash Flow
Unusual Items,0.0,,,,,,Cash Flow
Other Non-Cash Items,89.0,44.0,24.0,32.0,12.0,,Cash Flow
Non-Cash Items,89.0,44.0,24.0,32.0,12.0,,Cash Flow
"Cash Taxes Pd, Supplemental",88.0,151.0,336.0,200.0,266.0,,Cash Flow
"Cash Interest Pd, Suppl",94.0,111.0,122.0,261.0,462.0,,Cash Flow
Loan Loss Provision,147.0,248.0,74.0,-1.0,74.0,,Cash Flow
Other Assets,-12.0,-20.0,-33.0,-45.0,17.0,,Cash Flow
Payable/Accrued,-35.0,37.0,41.0,49.0,-27.0,,Cash Flow
Changes in Working Capital,205.0,-105.0,118.0,205.0,-246.0,,Cash Flow
Total Cash from Operations,862.0,486.0,1085.0,1616.0,1090.0,,Cash Flow
Capital Expenditures,-119.0,-95.0,-69.0,-90.0,-86.0,,Cash Flow
Sale/Maturity of Investment,1757.0,1699.0,2874.0,3037.0,3249.0,,Cash Flow
"Investment, Net",324.0,402.0,319.0,0.0,0.0,,Cash Flow
Purchase of Investments,-4590.0,-2045.0,-3112.0,-3032.0,-3346.0,,Cash Flow
Loans,-644.0,-136.0,-175.0,-1045.0,-324.0,,Cash Flow
Foreclosed Real Estate,12.0,20.0,22.0,8.0,1.0,,Cash Flow
Other Investing Cash Flow,5.0,-99.0,21.0,-34.0,12.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-3136.0,-159.0,-51.0,-1066.0,-408.0,,Cash Flow
Total Cash from Investing,-3255.0,-254.0,-120.0,-1156.0,-494.0,,Cash Flow
Deposits,2529.0,-998.0,-1180.0,-2082.0,1711.0,,Cash Flow
Fed. Funds/REPOs,-93.0,2.0,-15.0,34.0,27.0,,Cash Flow
Other Financing Cash Flow,-2.0,0.0,-5.0,3.0,1.0,,Cash Flow
Financing Cash Flow Items,2434.0,-996.0,-1200.0,-2045.0,1739.0,,Cash Flow
Total Cash Dividends Paid,-147.0,-152.0,-180.0,-263.0,-402.0,,Cash Flow
"Common Stock, Net",-240.0,-320.0,-560.0,-1338.0,-1394.0,,Cash Flow
Options Exercised,22.0,157.0,118.0,52.0,18.0,,Cash Flow
Warrants Converted,-10.0,,,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-228.0,-163.0,-442.0,-1286.0,-1376.0,,Cash Flow
Long Term Debt Issued,1016.0,2800.0,0.0,1850.0,1050.0,,Cash Flow
Long Term Debt Reduction,-606.0,-650.0,-516.0,0.0,-350.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",410.0,2150.0,-516.0,1850.0,700.0,,Cash Flow
Total Cash From Financing,2469.0,839.0,-2338.0,-1744.0,661.0,,Cash Flow
Net Change in Cash,76.0,1071.0,-1373.0,-1284.0,1257.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,6071.0,6147.0,7218.0,5845.0,4561.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,6147.0,7218.0,5845.0,4561.0,5818.0,,Cash Flow
"Depreciation, Supplemental",118.0,121.0,121.0,120.0,114.0,,Cash Flow
Free Cash Flow,743.0,391.0,1016.0,1526.0,1004.0,,
FCF Growth,,-0.47375504710632566,1.59846547314578,0.5019685039370079,-0.3420707732634338,0.0,
