,2015,2016,2017,2018,2019,2020,Report
high,95.9,91.99,84.29,94.13,119.72,107.62,
low,66.35,59.57,62.36,75.88,88.52,54.95,
change,-0.188,-0.11199999999999999,0.284,0.1189,0.1058,-0.1459,
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,313.0,725.0,1522.0,292.0,605.0,,Balance Sheet
"Trade Accts Recvble, Gross",338.0,384.0,419.0,592.0,656.0,,Balance Sheet
Prov. for Doubtful Accts,-14.0,-14.0,-19.0,-31.0,-72.0,,Balance Sheet
"Trade Accts Recvble, Net",324.0,370.0,400.0,561.0,584.0,,Balance Sheet
Other Receivables,39.0,44.0,175.0,36.0,39.0,,Balance Sheet
"Total Receivables, Net",363.0,414.0,575.0,597.0,623.0,,Balance Sheet
Total Inventory,40.0,37.0,13.0,,,,Balance Sheet
Prepaid Expenses,84.0,135.0,159.0,117.0,130.0,,Balance Sheet
Restricted Cash - Current,,,,151.0,138.0,,Balance Sheet
Discont. Ops.-Curr. Assets,784.0,57.0,37.0,24.0,25.0,,Balance Sheet
Other Current Assets,103.0,137.0,201.0,26.0,6.0,,Balance Sheet
"Other Curr. Assets, Total",887.0,194.0,238.0,201.0,169.0,,Balance Sheet
Total Current Assets,1687.0,1505.0,2507.0,1207.0,1527.0,,Balance Sheet
Buildings,2232.0,2149.0,1661.0,1349.0,1325.0,,Balance Sheet
Land/Improvements,480.0,438.0,452.0,422.0,408.0,,Balance Sheet
Machinery/Equipment,1515.0,1380.0,941.0,523.0,505.0,,Balance Sheet
Other Prop./Plant/Equip.,168.0,141.0,123.0,59.0,710.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4395.0,4108.0,3177.0,2353.0,2948.0,,Balance Sheet
Accumulated Depreciation,-2048.0,-1995.0,-1480.0,-1116.0,-1136.0,,Balance Sheet
Prop./Plant/Equip. - Net,2347.0,2113.0,1697.0,1237.0,1812.0,,Balance Sheet
"Goodwill, Net",571.0,536.0,512.0,525.0,530.0,,Balance Sheet
Intangibles - Gross,314.0,305.0,260.0,535.0,518.0,,Balance Sheet
Accum. Intangible Amort.,-150.0,-154.0,-150.0,-293.0,-274.0,,Balance Sheet
Intangibles - Net,164.0,151.0,110.0,242.0,244.0,,Balance Sheet
Long Term Investments,,,,214.0,137.0,,Balance Sheet
Def. Inc. Tax - LT Asset,591.0,772.0,139.0,195.0,447.0,,Balance Sheet
Disct. Ops. - LT Asset,2371.0,,,,,,Balance Sheet
Restricted Cash - LT,,,,31.0,25.0,,Balance Sheet
Other Long Term Assets,330.0,376.0,346.0,479.0,509.0,,Balance Sheet
Total Assets,8061.0,5453.0,5311.0,4130.0,5231.0,,Balance Sheet
Accounts Payable,181.0,142.0,119.0,202.0,173.0,,Balance Sheet
Accrued Expenses,327.0,411.0,273.0,314.0,386.0,,Balance Sheet
Notes Payable/ST Debt,0.0,8.0,0.0,0.0,4.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,921.0,58.0,375.0,321.0,427.0,,Balance Sheet
Dividends Payable,197.0,106.0,0.0,,,,Balance Sheet
Income Taxes Payable,129.0,102.0,213.0,117.0,202.0,,Balance Sheet
Discontinued Operations,934.0,,,,,,Balance Sheet
Other Current Liabilities,398.0,479.0,532.0,347.0,349.0,,Balance Sheet
"Other Curr. Lblts, Total",1658.0,687.0,745.0,464.0,551.0,,Balance Sheet
Total Current Liabilities,3087.0,1306.0,1512.0,1301.0,1541.0,,Balance Sheet
Long Term Debt,3007.0,9059.0,9429.0,9680.0,10061.0,,Balance Sheet
Capital Lease Obligations,,,,71.0,70.0,,Balance Sheet
Total Long Term Debt,3007.0,9059.0,9429.0,9751.0,10131.0,,Balance Sheet
Total Debt,3928.0,9125.0,9804.0,10072.0,10562.0,,Balance Sheet
Minority Interest,64.0,,,,,,Balance Sheet
Other LT Liabilities,745.0,703.0,704.0,1004.0,1575.0,,Balance Sheet
Discont. Ops. - Lblts,247.0,,,,,,Balance Sheet
"Other Liabilities, Total",992.0,703.0,704.0,1004.0,1575.0,,Balance Sheet
Total Liabilities,7150.0,11068.0,11645.0,12056.0,13247.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1150.0,-5157.0,-6063.0,-7592.0,-7628.0,,Balance Sheet
Cum. Trans. Adjustment,-109.0,-336.0,-174.0,-245.0,-221.0,,Balance Sheet
Min. Pension Lblty Adj.,-113.0,-127.0,-106.0,-82.0,-104.0,,Balance Sheet
Other Comprehensive Income,-17.0,5.0,9.0,-7.0,-63.0,,Balance Sheet
"Other Equity, Total",-239.0,-458.0,-271.0,-334.0,-388.0,,Balance Sheet
Total Equity,911.0,-5615.0,-6334.0,-7926.0,-8016.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,8061.0,5453.0,5311.0,4130.0,5231.0,,Balance Sheet
Ttl Comm. Shares Outs.,420.0,355.0,332.0,306.0,300.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,6418.0,6356.0,5878.0,5688.0,5597.0,,Income Statement
"Cost of Revenue, Total",2705.0,2574.0,2279.0,3030.0,2783.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",2195.0,2221.0,1889.0,887.0,917.0,,Income Statement
Research & Development,25.0,24.0,22.0,,,,Income Statement
"Inter/Invest Inc, Operating",20.0,-6.0,4.0,1.0,-1.0,,Income Statement
Other Unusual Expnse (In),39.0,-139.0,-1078.0,-526.0,-32.0,,Income Statement
Unusual Expense (Income),39.0,-139.0,-1078.0,-526.0,-32.0,,Income Statement
"Other Operat Expse, Total",,,1.0,,,,Income Statement
Total Operating Expense,4984.0,4674.0,3117.0,3392.0,3667.0,,Income Statement
Total Operating Income,1434.0,1682.0,2761.0,2296.0,1930.0,,Income Statement
