,2015,2016,2017,2018,2019,2020,Report
high,54.42,77.05,84.65,82.51,94.11,94.24,
low,39.05,48.52,57.2,49.77,52.82,42.57,
change,0.2928,0.17620000000000002,0.2975,-0.3417,0.7164,-0.337,
Date,2015-10-03 00:00:00,2016-10-01 00:00:00,2017-09-30 00:00:00,2018-09-29 00:00:00,2019-09-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,688.0,349.0,318.0,270.0,484.0,,Balance Sheet
"Trade Accts Recvble, Gross",1647.0,1575.0,1709.0,1742.0,2194.0,,Balance Sheet
Prov. for Doubtful Accts,-27.0,-33.0,-34.0,-19.0,-21.0,,Balance Sheet
"Total Receivables, Net",1620.0,1542.0,1675.0,1723.0,2173.0,,Balance Sheet
Invent. - Finished Goods,1631.0,1530.0,1947.0,1981.0,2362.0,,Balance Sheet
Inventories - Other,1247.0,1202.0,1292.0,1532.0,1746.0,,Balance Sheet
Total Inventory,2878.0,2732.0,3239.0,3513.0,4108.0,,Balance Sheet
Discont. Ops.-Curr. Assets,0.0,,807.0,0.0,,,Balance Sheet
Other Current Assets,195.0,265.0,219.0,182.0,404.0,,Balance Sheet
"Other Curr. Assets, Total",195.0,265.0,1026.0,182.0,404.0,,Balance Sheet
Total Current Assets,5381.0,4888.0,6258.0,5688.0,7169.0,,Balance Sheet
Buildings,3581.0,3662.0,3878.0,4115.0,4747.0,,Balance Sheet
Land/Improvements,408.0,426.0,461.0,511.0,583.0,,Balance Sheet
Machinery/Equipment,6452.0,6789.0,7111.0,7720.0,8607.0,,Balance Sheet
Construction in Progress,375.0,290.0,492.0,689.0,713.0,,Balance Sheet
Prop./Plant/Equip. - Gross,10816.0,11167.0,11942.0,13035.0,14650.0,,Balance Sheet
Accumulated Depreciation,-5640.0,-5997.0,-6374.0,-6866.0,-7368.0,,Balance Sheet
Prop./Plant/Equip. - Net,5176.0,5170.0,5568.0,6169.0,7282.0,,Balance Sheet
"Goodwill, Gross",,,9941.0,10356.0,11461.0,,Balance Sheet
Accum. Goodwill Amort.,,,-617.0,-617.0,-617.0,,Balance Sheet
"Goodwill, Net",6667.0,6669.0,9324.0,9739.0,10844.0,,Balance Sheet
Intangibles - Gross,5360.0,5355.0,6578.0,7295.0,7764.0,,Balance Sheet
Accum. Intangible Amort.,-192.0,-271.0,-335.0,-536.0,-727.0,,Balance Sheet
Intangibles - Net,5168.0,5084.0,6243.0,6759.0,7037.0,,Balance Sheet
Other Long Term Assets,612.0,562.0,673.0,754.0,765.0,,Balance Sheet
Total Assets,23004.0,22373.0,28066.0,29109.0,33097.0,,Balance Sheet
Accounts Payable,1662.0,1511.0,1698.0,1694.0,1926.0,,Balance Sheet
Accrued Expenses,478.0,563.0,673.0,549.0,620.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,715.0,79.0,906.0,1911.0,2102.0,,Balance Sheet
Discontinued Operations,0.0,,4.0,0.0,,,Balance Sheet
Other Current Liabilities,680.0,609.0,751.0,877.0,865.0,,Balance Sheet
"Other Curr. Lblts, Total",680.0,609.0,755.0,877.0,865.0,,Balance Sheet
Total Current Liabilities,3535.0,2762.0,4032.0,5031.0,5513.0,,Balance Sheet
Total Long Term Debt,6010.0,6200.0,9297.0,7962.0,9830.0,,Balance Sheet
Total Debt,6725.0,6279.0,10203.0,9873.0,11932.0,,Balance Sheet
Deferred Income Tax,2449.0,2545.0,2979.0,2107.0,2356.0,,Balance Sheet
Minority Interest,15.0,16.0,18.0,8.0,144.0,,Balance Sheet
"Other Liabilities, Total",1304.0,1242.0,1199.0,1198.0,1172.0,,Balance Sheet
Total Liabilities,13313.0,12765.0,17525.0,16306.0,19015.0,,Balance Sheet
Common Stock,42.0,43.0,45.0,45.0,45.0,,Balance Sheet
Additional Paid-In Capital,4307.0,4355.0,4378.0,4387.0,4378.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),6813.0,8348.0,9776.0,12329.0,13787.0,,Balance Sheet
Treasury Stock - Common,-1381.0,-3093.0,-3674.0,-3943.0,-4011.0,,Balance Sheet
Unrealized Gain (Loss),0.0,-1.0,-2.0,-10.0,-23.0,,Balance Sheet
Cum. Trans. Adjustment,-63.0,-59.0,-53.0,-84.0,-107.0,,Balance Sheet
Min. Pension Lblty Adj.,-27.0,15.0,71.0,79.0,13.0,,Balance Sheet
"Other Equity, Total",-90.0,-44.0,18.0,-5.0,-94.0,,Balance Sheet
Total Equity,9691.0,9608.0,10541.0,12803.0,14082.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,23004.0,22373.0,28066.0,29109.0,33097.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,299.0,291.0,298.0,296.0,296.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,70.0,70.0,70.0,70.0,70.0,,Balance Sheet
Ttl Comm. Shares Outs.,369.0,361.0,368.0,366.0,366.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,47.0,73.0,80.0,82.0,82.0,,Balance Sheet
Date,2015-10-03 00:00:00,2016-10-01 00:00:00,2017-09-30 00:00:00,2018-09-29 00:00:00,2019-09-28 00:00:00,,Income Statement
Total Revenue,41373.0,36881.0,38260.0,40052.0,42405.0,,Income Statement
"Cost of Revenue, Total",37456.0,32184.0,33142.0,34956.0,37383.0,,Income Statement
Selling/Gen/Admin Expense,1748.0,1864.0,1799.0,1762.0,1878.0,,Income Statement
Advertising Expense,,,238.0,243.0,276.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1748.0,1864.0,2037.0,2005.0,2154.0,,Income Statement
Restructuring Charge,,,150.0,59.0,41.0,,Income Statement
Other Unusual Expnse (In),,,,,-55.0,,Income Statement
Unusual Expense (Income),,,150.0,59.0,-14.0,,Income Statement
Total Operating Expense,39204.0,34048.0,35329.0,37020.0,39523.0,,Income Statement
Total Operating Income,2169.0,2833.0,2931.0,3032.0,2882.0,,Income Statement
"Inter Expse, Non-Operating",-303.0,-256.0,-291.0,-350.0,-462.0,,Income Statement
"Inter Capital, Non-Operat",10.0,7.0,12.0,,,,Income Statement
"Inter Expse,Net Non-Operat",-293.0,-249.0,-279.0,-350.0,-462.0,,Income Statement
"Inter Income, Non-Operating",9.0,6.0,7.0,7.0,11.0,,Income Statement
"Invest Income, Non-Operat",4.0,-2.0,0.0,18.0,28.0,,Income Statement
"Inter/Invest Inc, Non-Oper",13.0,4.0,7.0,25.0,39.0,,Income Statement
OtherNon-OperatInc (Expnse),32.0,10.0,-31.0,38.0,-28.0,,Income Statement
"Other, Net",32.0,10.0,-31.0,38.0,-28.0,,Income Statement
Income Before Tax,1921.0,2598.0,2628.0,2745.0,2431.0,,Income Statement
Income Tax - Total,697.0,826.0,850.0,722.0,396.0,,Income Statement
Income After Tax,1224.0,1772.0,1778.0,2023.0,2035.0,,Income Statement
Minority Interest,-4.0,-4.0,-4.0,-3.0,-13.0,,Income Statement
Net Inc Before Extra Items,1220.0,1768.0,1774.0,2020.0,2022.0,,Income Statement
Discontinued Operations,0.0,,,,,,Income Statement
Extraordinary Item,,,,1004.0,,,Income Statement
Total Extraordinary Items,0.0,,,1004.0,,,Income Statement
Total Net Income,1220.0,1768.0,1774.0,3024.0,2022.0,,Income Statement
Income Available to Common Excl. Extra. Items,1220.0,1768.0,1774.0,2020.0,2022.0,,Income Statement
Income Available to Common Incl. Extra. Items,1220.0,1768.0,1774.0,3024.0,2022.0,,Income Statement
Basic/Primary Weighted Average Shares,405.0,385.0,366.0,365.0,363.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,3.01,4.59,4.85,5.53,5.57,,Income Statement
Basic/Primary EPS Incl. Extra. Items,3.01,4.59,4.85,8.28,5.57,,Income Statement
Diluted Weighted Average Shares,413.0,390.0,370.0,365.0,363.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.95,4.53,4.79,5.53,5.57,,Income Statement
Diluted EPS Incl. Extra. Items,2.95,4.53,4.79,8.28,5.57,,Income Statement
Div/Share-ComStockPrimIssue,0.4,0.6,0.9,1.2,1.5,,Income Statement
Gross Divid - Common Stock,155.0,233.0,346.0,458.0,564.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",293.0,249.0,279.0,350.0,462.0,,Income Statement
"Interest Capitalized, Suppl",-10.0,-7.0,-12.0,,,,Income Statement
"Depreciat/Amort, Suppl",507.0,617.0,642.0,723.0,819.0,,Income Statement
Total Special Items,,,150.0,168.0,-14.0,,Income Statement
Normalzd Income Before Tax,1921.0,2598.0,2778.0,2913.0,2417.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),,,49.0,44.0,-2.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,697.0,826.0,899.0,766.0,394.0,,Income Statement
Normalized Income After Tax,1224.0,1772.0,1879.0,2147.0,2023.0,,Income Statement
Normalzd Inc Avail to Common,1220.0,1768.0,1875.0,2144.0,2010.0,,Income Statement
Basic Normalized EPS,3.01,4.59,5.12,5.87,5.54,,Income Statement
Diluted Normalized EPS,2.95,4.53,5.07,5.87,5.54,,Income Statement
Date,2015-10-03 00:00:00,2016-10-01 00:00:00,2017-09-30 00:00:00,2018-09-29 00:00:00,2019-09-28 00:00:00,,Cash Flow
Net Income,1224.0,1772.0,1778.0,3027.0,2035.0,,Cash Flow
Depreciation/Depletion,609.0,617.0,642.0,723.0,819.0,,Cash Flow
Amortization,102.0,88.0,119.0,220.0,279.0,,Cash Flow
Deferred Taxes,38.0,84.0,-39.0,-865.0,92.0,,Cash Flow
Unusual Items,108.0,45.0,214.0,133.0,77.0,,Cash Flow
Other Non-Cash Items,140.0,47.0,35.0,11.0,57.0,,Cash Flow
Non-Cash Items,248.0,92.0,249.0,144.0,134.0,,Cash Flow
"Cash Taxes Pd, Supplemental",437.0,686.0,779.0,470.0,557.0,,Cash Flow
"Cash Interest Pd, Suppl",308.0,242.0,249.0,368.0,419.0,,Cash Flow
Accounts Receivable,66.0,73.0,-55.0,-2.0,-226.0,,Cash Flow
Inventories,220.0,148.0,-246.0,-207.0,-214.0,,Cash Flow
Accounts Payable,-162.0,-130.0,61.0,-44.0,-55.0,,Cash Flow
Changes in Working Capital,349.0,63.0,-150.0,-286.0,-846.0,,Cash Flow
Total Cash from Operations,2570.0,2716.0,2599.0,2963.0,2513.0,,Cash Flow
Capital Expenditures,-854.0,-695.0,-1069.0,-1200.0,-1259.0,,Cash Flow
Acquisition of Business,0.0,0.0,-3081.0,-1474.0,-2462.0,,Cash Flow
Sale of Business,539.0,0.0,0.0,797.0,170.0,,Cash Flow
Sale/Maturity of Investment,52.0,37.0,61.0,37.0,63.0,,Cash Flow
Purchase of Investments,-38.0,-46.0,-79.0,-42.0,-64.0,,Cash Flow
Other Investing Cash Flow,31.0,20.0,4.0,-24.0,88.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",584.0,11.0,-3095.0,-706.0,-2205.0,,Cash Flow
Total Cash from Investing,-270.0,-684.0,-4164.0,-1906.0,-3464.0,,Cash Flow
Financing Cash Flow Items,17.0,68.0,15.0,-14.0,-30.0,,Cash Flow
Total Cash Dividends Paid,-147.0,-216.0,-319.0,-431.0,-537.0,,Cash Flow
Sale/Issuance of Common,0.0,0.0,,,,,Cash Flow
Repurch/Retirement Common,-495.0,-1944.0,-860.0,-427.0,-252.0,,Cash Flow
"Common Stock, Net",-495.0,-1944.0,-860.0,-427.0,-252.0,,Cash Flow
Options Exercised,84.0,128.0,154.0,102.0,99.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-411.0,-1816.0,-706.0,-325.0,-153.0,,Cash Flow
Short Term Debt Issued,1345.0,1065.0,9948.0,22779.0,18857.0,,Cash Flow
Short Term Debt Reduction,-1345.0,-765.0,-9470.0,-22952.0,-18392.0,,Cash Flow
"Short Term Debt, Net",0.0,300.0,478.0,-173.0,465.0,,Cash Flow
"Long Term Debt, Net",-1494.0,-713.0,2285.0,-159.0,1426.0,,Cash Flow
Total Debt Reduction,,,-223.0,0.0,0.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-1494.0,-413.0,2540.0,-332.0,1891.0,,Cash Flow
Total Cash From Financing,-2035.0,-2377.0,1530.0,-1102.0,1171.0,,Cash Flow
Foreign Exchange Effects,-15.0,6.0,4.0,-3.0,-6.0,,Cash Flow
Net Change in Cash,250.0,-339.0,-31.0,-48.0,214.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,438.0,688.0,349.0,318.0,270.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,688.0,349.0,318.0,270.0,484.0,,Cash Flow
"Depreciation, Supplemental",609.0,617.0,642.0,723.0,819.0,,Cash Flow
Free Cash Flow,1716.0,2021.0,1530.0,1763.0,1254.0,,
FCF Growth,,0.17773892773892763,-0.2429490351311232,0.1522875816993463,-0.288712422007941,0.0,
