,2015,2016,2017,2018,2019,2020,Report
high,109.21,118.66,161.44,231.84,295.78,306.89,
low,79.63,88.17,111.9,150.43,188.21,187.68,
change,-0.0576,0.2168,0.3799,0.24420000000000003,0.3678,0.0738,
Date,2015-07-31 00:00:00,2016-07-31 00:00:00,2017-07-31 00:00:00,2018-07-31 00:00:00,2019-07-31 00:00:00,,Balance Sheet
Cash & Equivalents,808.0,638.0,529.0,1464.0,2116.0,,Balance Sheet
Short Term Investments,889.0,442.0,248.0,252.0,624.0,,Balance Sheet
Cash and Short Term Invs,1697.0,1080.0,777.0,1716.0,2740.0,,Balance Sheet
"Trade Accts Recvble, Gross",136.0,159.0,149.0,,90.0,,Balance Sheet
Prov. for Doubtful Accts,-45.0,-51.0,-46.0,,-3.0,,Balance Sheet
"Trade Accts Recvble, Net",91.0,108.0,103.0,98.0,87.0,,Balance Sheet
Other Receivables,84.0,20.0,63.0,39.0,65.0,,Balance Sheet
"Total Receivables, Net",175.0,128.0,166.0,137.0,152.0,,Balance Sheet
Prepaid Expenses,94.0,102.0,100.0,202.0,266.0,,Balance Sheet
Restricted Cash - Current,337.0,304.0,372.0,367.0,436.0,,Balance Sheet
Deferred Income Tax,50.0,7.0,7.0,68.0,37.0,,Balance Sheet
Discont. Ops.-Curr. Assets,26.0,0.0,,,,,Balance Sheet
"Other Curr. Assets, Total",594.0,304.0,372.0,367.0,436.0,,Balance Sheet
Total Current Assets,2560.0,1614.0,1415.0,2422.0,3594.0,,Balance Sheet
Buildings,478.0,699.0,857.0,,646.0,,Balance Sheet
Land/Improvements,7.0,60.0,81.0,,79.0,,Balance Sheet
Machinery/Equipment,999.0,1152.0,1328.0,,1281.0,,Balance Sheet
Construction in Progress,188.0,256.0,71.0,,65.0,,Balance Sheet
Other Prop./Plant/Equip.,71.0,73.0,82.0,,90.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1743.0,2240.0,2419.0,,2161.0,,Balance Sheet
Accumulated Depreciation,-1061.0,-1209.0,-1389.0,,-1381.0,,Balance Sheet
Prop./Plant/Equip. - Net,682.0,1031.0,1030.0,812.0,780.0,,Balance Sheet
"Goodwill, Net",1266.0,1282.0,1295.0,1611.0,1655.0,,Balance Sheet
Intangibles - Gross,670.0,665.0,662.0,,742.0,,Balance Sheet
Accum. Intangible Amort.,-583.0,-621.0,-640.0,,-688.0,,Balance Sheet
Intangibles - Net,87.0,44.0,22.0,61.0,54.0,,Balance Sheet
Long Term Investments,27.0,28.0,31.0,13.0,13.0,,Balance Sheet
Def. Inc. Tax - LT Asset,4.0,139.0,132.0,,129.0,,Balance Sheet
Disct. Ops. - LT Asset,235.0,0.0,,,,,Balance Sheet
Other Long Term Assets,107.0,112.0,143.0,215.0,58.0,,Balance Sheet
Total Assets,4968.0,4250.0,4068.0,5134.0,6283.0,,Balance Sheet
Accounts Payable,190.0,184.0,157.0,178.0,274.0,,Balance Sheet
Accrued Expenses,293.0,300.0,300.0,369.0,385.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,512.0,50.0,50.0,50.0,,Balance Sheet
Dividends Payable,,,9.0,10.0,7.0,,Balance Sheet
Customer Advances,699.0,807.0,893.0,587.0,625.0,,Balance Sheet
Other Payables,10.0,10.0,10.0,9.0,0.0,,Balance Sheet
Discontinued Operations,93.0,0.0,,,,,Balance Sheet
Other Current Liabilities,459.0,438.0,525.0,540.0,625.0,,Balance Sheet
"Other Curr. Lblts, Total",1261.0,1255.0,1437.0,1146.0,1257.0,,Balance Sheet
Total Current Liabilities,1744.0,2251.0,1944.0,1743.0,1966.0,,Balance Sheet
Total Long Term Debt,500.0,488.0,438.0,388.0,386.0,,Balance Sheet
Total Debt,500.0,1000.0,488.0,438.0,436.0,,Balance Sheet
Other LT Liabilities,274.0,343.0,325.0,119.0,145.0,,Balance Sheet
Discont. Ops. - Lblts,68.0,0.0,,,,,Balance Sheet
"Other Liabilities, Total",342.0,343.0,325.0,119.0,145.0,,Balance Sheet
