,2015,2016,2017,2018,2019,2020,Report
high,84.4,78.77,72.93,80.71,75.3,90.15,
low,67.34,54.5,52.51,48.25,43.4,62.2,
change,-0.1517,-0.067,0.11599999999999999,-0.2879,0.4654,0.0731,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1499.0,675.0,508.0,323.0,1102.0,,Balance Sheet
Short Term Investments,408.0,307.0,33.0,3.0,12.0,,Balance Sheet
Cash and Short Term Invs,1907.0,982.0,541.0,326.0,1114.0,,Balance Sheet
"Trade Accts Recvble, Gross",1988.0,1743.0,1933.0,1912.0,1804.0,,Balance Sheet
Prov. for Doubtful Accts,-264.0,-239.0,-218.0,-53.0,-8.0,,Balance Sheet
"Trade Accts Recvble, Net",1724.0,1504.0,1715.0,1859.0,1796.0,,Balance Sheet
Other Receivables,496.0,288.0,449.0,538.0,509.0,,Balance Sheet
"Total Receivables, Net",2220.0,1792.0,2163.0,2397.0,2305.0,,Balance Sheet
Total Inventory,186.0,160.0,182.0,107.0,98.0,,Balance Sheet
Prepaid Expenses,105.0,,105.0,108.0,,,Balance Sheet
Restricted Cash - Current,,,11.0,92.0,106.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,961.0,5762.0,5390.0,0.0,,Balance Sheet
Other Current Assets,85.0,100.0,7.0,4.0,67.0,,Balance Sheet
"Other Curr. Assets, Total",85.0,1060.0,5780.0,5485.0,173.0,,Balance Sheet
Total Current Assets,4503.0,3995.0,8771.0,8424.0,3690.0,,Balance Sheet
Buildings,2727.0,2924.0,3290.0,3632.0,3937.0,,Balance Sheet
Land/Improvements,42.0,26.0,34.0,37.0,36.0,,Balance Sheet
Machinery/Equipment,2080.0,2183.0,2352.0,2587.0,2881.0,,Balance Sheet
Construction in Progress,337.0,429.0,577.0,662.0,588.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,2830.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5186.0,5562.0,6253.0,6918.0,10273.0,,Balance Sheet
Accumulated Depreciation,-2397.0,-2698.0,-3104.0,-3524.0,-3970.0,,Balance Sheet
Prop./Plant/Equip. - Net,2789.0,2864.0,3149.0,3394.0,6303.0,,Balance Sheet
"Goodwill, Gross",,,,,6941.0,,Balance Sheet
Accum. Goodwill Amort.,,,,,-153.0,,Balance Sheet
"Goodwill, Net",9294.0,6015.0,6610.0,6842.0,6788.0,,Balance Sheet
Intangibles - Gross,2458.0,416.0,470.0,199.0,194.0,,Balance Sheet
Accum. Intangible Amort.,-771.0,-343.0,-357.0,-81.0,-82.0,,Balance Sheet
Intangibles - Net,1687.0,73.0,113.0,118.0,112.0,,Balance Sheet
LT Invt. - Affiliate Comp.,73.0,492.0,246.0,225.0,232.0,,Balance Sheet
LT Investments - Other,94.0,30.0,38.0,35.0,47.0,,Balance Sheet
Long Term Investments,167.0,522.0,283.0,260.0,279.0,,Balance Sheet
Other Long Term Assets,74.0,34.0,48.0,72.0,140.0,,Balance Sheet
Total Assets,18515.0,18756.0,18975.0,19110.0,17311.0,,Balance Sheet
Accounts Payable,514.0,457.0,509.0,463.0,404.0,,Balance Sheet
Accrued Expenses,1370.0,1160.0,1085.0,1131.0,1566.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,129.0,160.0,178.0,1929.0,131.0,,Balance Sheet
Income Taxes Payable,,1.0,,,42.0,,Balance Sheet
Other Payables,386.0,126.0,,,,,Balance Sheet
Discontinued Operations,,807.0,1185.0,1244.0,0.0,,Balance Sheet
Other Current Liabilities,,,110.0,124.0,229.0,,Balance Sheet
"Other Curr. Lblts, Total",386.0,934.0,1295.0,1367.0,271.0,,Balance Sheet
Total Current Liabilities,2399.0,2711.0,3068.0,4891.0,2372.0,,Balance Sheet
Total Long Term Debt,9001.0,8945.0,9158.0,8173.0,7978.0,,Balance Sheet
Total Debt,9130.0,9105.0,9336.0,10102.0,8108.0,,Balance Sheet
Deferred Income Tax,727.0,531.0,486.0,563.0,578.0,,Balance Sheet
Minority Interest,1077.0,1175.0,1207.0,1330.0,1366.0,,Balance Sheet
Other LT Liabilities,439.0,317.0,365.0,451.0,2885.0,,Balance Sheet
Discont. Ops. - Lblts,,429.0,,,,,Balance Sheet
"Other Liabilities, Total",439.0,746.0,365.0,451.0,2885.0,,Balance Sheet
Total Liabilities,13644.0,14108.0,14285.0,15407.0,15178.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,0.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,1118.0,1027.0,1043.0,995.0,749.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),4357.0,3710.0,3634.0,2743.0,1432.0,,Balance Sheet
Treasury Stock - Common,-545.0,,,,,,Balance Sheet
Unrealized Gain (Loss),1.0,2.0,6.0,0.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,-50.0,-80.0,20.0,-26.0,-46.0,,Balance Sheet
Other Comprehensive Income,-11.0,-12.0,-12.0,-9.0,-1.0,,Balance Sheet
