,2015,2016,2017,2018,2019,2020,Report
high,40.39,45.72,38.0,46.26,45.84,51.53,
low,27.62,33.18,29.75,31.71,37.0,39.01,
change,0.4139,-0.1103,0.043,0.1684,0.0677,0.04650000000000001,
Date,2015-10-25 00:00:00,2016-10-30 00:00:00,2017-10-29 00:00:00,2018-10-28 00:00:00,2019-10-27 00:00:00,,Balance Sheet
Cash & Equivalents,347.0,415.0,444.0,459.0,673.0,,Balance Sheet
Short Term Investments,,,,,15.0,,Balance Sheet
Cash and Short Term Invs,347.0,415.0,444.0,459.0,688.0,,Balance Sheet
"Trade Accts Recvble, Gross",610.0,595.0,623.0,604.0,578.0,,Balance Sheet
Prov. for Doubtful Accts,-4.0,-4.0,-4.0,-4.0,-4.0,,Balance Sheet
"Trade Accts Recvble, Net",606.0,591.0,618.0,600.0,574.0,,Balance Sheet
Other Receivables,6.0,18.0,22.0,4.0,20.0,,Balance Sheet
"Total Receivables, Net",612.0,610.0,641.0,604.0,594.0,,Balance Sheet
Invent. - Finished Goods,553.0,554.0,512.0,526.0,604.0,,Balance Sheet
Invent. - Raw Materials,440.0,432.0,409.0,311.0,321.0,,Balance Sheet
Inventories - Other,,,,127.0,117.0,,Balance Sheet
Total Inventory,993.0,986.0,921.0,964.0,1042.0,,Balance Sheet
Prepaid Expenses,14.0,14.0,16.0,16.0,23.0,,Balance Sheet
Deferred Income Tax,64.0,0.0,98.0,197.0,177.0,,Balance Sheet
Other Current Assets,9.0,6.0,5.0,7.0,14.0,,Balance Sheet
"Other Curr. Assets, Total",96.0,6.0,5.0,7.0,14.0,,Balance Sheet
Total Current Assets,2063.0,2030.0,2027.0,2050.0,2361.0,,Balance Sheet
Buildings,816.0,806.0,867.0,956.0,1084.0,,Balance Sheet
Land/Improvements,71.0,68.0,51.0,50.0,50.0,,Balance Sheet
Machinery/Equipment,1679.0,1676.0,1711.0,1863.0,1965.0,,Balance Sheet
Construction in Progress,80.0,218.0,148.0,332.0,256.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2646.0,2767.0,2777.0,3202.0,3355.0,,Balance Sheet
Accumulated Depreciation,-1634.0,-1662.0,-1573.0,-1689.0,-1726.0,,Balance Sheet
Prop./Plant/Equip. - Net,1012.0,1105.0,1203.0,1513.0,1629.0,,Balance Sheet
"Goodwill, Net",1699.0,1834.0,2120.0,2714.0,2482.0,,Balance Sheet
Intangibles - Gross,856.0,927.0,1057.0,1248.0,1076.0,,Balance Sheet
Accum. Intangible Amort.,-29.0,-24.0,-30.0,-41.0,-43.0,,Balance Sheet
Intangibles - Net,827.0,903.0,1027.0,1207.0,1034.0,,Balance Sheet
Long Term Investments,259.0,240.0,242.0,273.0,289.0,,Balance Sheet
Pension Bene. - Overfunded,133.0,69.0,172.0,195.0,136.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,6.0,0.0,,,,Balance Sheet
Other Long Term Assets,146.0,182.0,185.0,190.0,178.0,,Balance Sheet
Total Assets,6140.0,6370.0,6976.0,8142.0,8109.0,,Balance Sheet
Accounts Payable,495.0,482.0,553.0,619.0,587.0,,Balance Sheet
Accrued Expenses,527.0,567.0,505.0,518.0,509.0,,Balance Sheet
Notes Payable/ST Debt,185.0,0.0,0.0,0.0,0.0,,Balance Sheet
Income Taxes Payable,7.0,4.0,1.0,2.0,6.0,,Balance Sheet
Other Current Liabilities,,,,,3.0,,Balance Sheet
"Other Curr. Lblts, Total",7.0,4.0,1.0,2.0,9.0,,Balance Sheet
Total Current Liabilities,1214.0,1053.0,1058.0,1139.0,1105.0,,Balance Sheet
Total Long Term Debt,250.0,250.0,250.0,625.0,250.0,,Balance Sheet
Total Debt,435.0,250.0,250.0,625.0,250.0,,Balance Sheet
Minority Interest,3.0,3.0,4.0,4.0,4.0,,Balance Sheet
Pension Benefits - Underfunded,509.0,522.0,530.0,478.0,536.0,,Balance Sheet
Other LT Liabilities,101.0,93.0,99.0,99.0,115.0,,Balance Sheet
"Other Liabilities, Total",610.0,615.0,630.0,577.0,652.0,,Balance Sheet
Total Liabilities,2142.0,1922.0,2040.0,2541.0,2188.0,,Balance Sheet
Common Stock,8.0,8.0,8.0,8.0,8.0,,Balance Sheet
Additional Paid-In Capital,,0.0,14.0,107.0,185.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),4216.0,4737.0,5163.0,5730.0,6128.0,,Balance Sheet
Cum. Trans. Adjustment,1.0,6.0,1.0,-45.0,-53.0,,Balance Sheet
Min. Pension Lblty Adj.,-227.0,-297.0,-242.0,-198.0,-349.0,,Balance Sheet
Other Comprehensive Income,1.0,-5.0,-7.0,-1.0,2.0,,Balance Sheet
"Other Equity, Total",-226.0,-296.0,-248.0,-243.0,-400.0,,Balance Sheet
Total Equity,3998.0,4448.0,4936.0,5601.0,5921.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6140.0,6370.0,6976.0,8142.0,8109.0,,Balance Sheet
Ttl Comm. Shares Outs.,528.0,528.0,528.0,534.0,534.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-10-25 00:00:00,2016-10-30 00:00:00,2017-10-29 00:00:00,2018-10-28 00:00:00,2019-10-27 00:00:00,,Income Statement
Total Revenue,9264.0,9523.0,9168.0,9546.0,9497.0,,Income Statement
"Cost of Revenue, Total",7455.0,7365.0,7171.0,7566.0,7613.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",744.0,872.0,759.0,807.0,695.0,,Income Statement
Research & Development,,,,34.0,33.0,,Income Statement
"Inter/Invest Inc, Operating",-24.0,-39.0,-40.0,-59.0,-39.0,,Income Statement
Impair-Assets Held for Use,22.0,1.0,0.0,17.0,0.0,,Income Statement
Unusual Expense (Income),22.0,1.0,0.0,17.0,0.0,,Income Statement
Total Operating Expense,8197.0,8199.0,7891.0,8366.0,8301.0,,Income Statement
Total Operating Income,1067.0,1324.0,1277.0,1180.0,1196.0,,Income Statement
"Inter Expse,Net Non-Operat",-13.0,-13.0,-13.0,-26.0,-18.0,,Income Statement
"Inter/Invest Inc, Non-Oper",3.0,6.0,15.0,28.0,32.0,,Income Statement
Income Before Tax,1057.0,1317.0,1279.0,1181.0,1210.0,,Income Statement
Income Tax - Total,370.0,427.0,432.0,242.0,231.0,,Income Statement
Income After Tax,687.0,891.0,847.0,940.0,979.0,,Income Statement
Minority Interest,-1.0,0.0,0.0,0.0,0.0,,Income Statement
Net Inc Before Extra Items,686.0,890.0,847.0,939.0,979.0,,Income Statement
Total Extraordinary Items,,,,73.0,,,Income Statement
Total Net Income,686.0,890.0,847.0,1012.0,979.0,,Income Statement
Income Available to Common Excl. Extra. Items,686.0,890.0,847.0,939.0,979.0,,Income Statement
Income Available to Common Incl. Extra. Items,686.0,890.0,847.0,1012.0,979.0,,Income Statement
Basic/Primary Weighted Average Shares,528.0,529.0,528.0,531.0,535.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.3,1.68,1.6,1.77,1.83,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.3,1.68,1.6,1.91,1.83,,Income Statement
Diluted Weighted Average Shares,541.0,542.0,539.0,544.0,545.0,,Income Statement
Diluted EPS Excl. Extra. Items,1.27,1.64,1.57,1.73,1.8,,Income Statement
Diluted EPS Incl. Extra. Items,1.27,1.64,1.57,1.86,1.8,,Income Statement
Div/Share-ComStockPrimIssue,0.48,0.56,0.66,0.73,0.82,,Income Statement
Gross Divid - Common Stock,264.0,307.0,359.0,398.0,450.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",13.0,13.0,13.0,26.0,18.0,,Income Statement
"Depreciat/Amort, Suppl",125.0,124.0,123.0,149.0,153.0,,Income Statement
Total Special Items,22.0,1.0,0.0,17.0,0.0,,Income Statement
Normalzd Income Before Tax,1079.0,1318.0,1279.0,1199.0,1210.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),8.0,0.0,0.0,4.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,377.0,427.0,432.0,245.0,231.0,,Income Statement
Normalized Income After Tax,701.0,891.0,847.0,953.0,979.0,,Income Statement
Normalzd Inc Avail to Common,700.0,891.0,847.0,953.0,979.0,,Income Statement
Basic Normalized EPS,1.33,1.68,1.6,1.8,1.83,,Income Statement
Diluted Normalized EPS,1.29,1.64,1.57,1.75,1.8,,Income Statement
Date,2015-10-25 00:00:00,2016-10-30 00:00:00,2017-10-29 00:00:00,2018-10-28 00:00:00,2019-10-27 00:00:00,,Cash Flow
Net Income,687.0,891.0,847.0,1013.0,979.0,,Cash Flow
Depreciation/Depletion,125.0,124.0,123.0,149.0,153.0,,Cash Flow
Amortization,8.0,8.0,8.0,13.0,12.0,,Cash Flow
Deferred Taxes,20.0,44.0,62.0,-7.0,29.0,,Cash Flow
Unusual Items,15.0,0.0,-8.0,7.0,-37.0,,Cash Flow
Equity in Net Earnings/Loss,13.0,8.0,-12.0,-29.0,-17.0,,Cash Flow
Other Non-Cash Items,-9.0,-30.0,16.0,21.0,20.0,,Cash Flow
Non-Cash Items,20.0,-23.0,-5.0,-2.0,-34.0,,Cash Flow
"Cash Taxes Pd, Supplemental",297.0,372.0,336.0,148.0,0.0,,Cash Flow
"Cash Interest Pd, Suppl",13.0,13.0,13.0,26.0,19.0,,Cash Flow
Accounts Receivable,22.0,21.0,-30.0,36.0,-11.0,,Cash Flow
Inventories,82.0,-12.0,41.0,-8.0,-124.0,,Cash Flow
Prepaid Expenses,63.0,49.0,-22.0,-5.0,-10.0,,Cash Flow
Payable/Accrued,-7.0,-75.0,-3.0,48.0,-44.0,,Cash Flow
Changes in Working Capital,131.0,-51.0,-2.0,77.0,-216.0,,Cash Flow
Total Cash from Operations,992.0,993.0,1034.0,1242.0,923.0,,Cash Flow
Capital Expenditures,-144.0,-256.0,-221.0,-390.0,-294.0,,Cash Flow
Acquisition of Business,-771.0,-281.0,-520.0,-858.0,0.0,,Cash Flow
Sale of Business,,110.0,136.0,0.0,480.0,,Cash Flow
Sale of Fixed Assets,19.0,6.0,4.0,10.0,37.0,,Cash Flow
"Investment, Net",-5.0,11.0,5.0,-8.0,-6.0,,Cash Flow
Purchase of Investments,,,,,-14.0,,Cash Flow
Other Investing Cash Flow,,,10.0,10.0,18.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-757.0,-153.0,-366.0,-846.0,514.0,,Cash Flow
Total Cash from Investing,-901.0,-409.0,-587.0,-1235.0,220.0,,Cash Flow
Financing Cash Flow Items,10.0,48.0,,,,,Cash Flow
Total Cash Dividends Paid,-251.0,-296.0,-346.0,-388.0,-437.0,,Cash Flow
"Common Stock, Net",-25.0,-88.0,-94.0,-47.0,-174.0,,Cash Flow
Options Exercised,10.0,12.0,22.0,72.0,60.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-14.0,-76.0,-73.0,25.0,-114.0,,Cash Flow
"Short Term Debt, Net",185.0,-185.0,0.0,0.0,,,Cash Flow
Long Term Debt Issued,,,0.0,375.0,0.0,,Cash Flow
