,2015,2016,2017,2018,2019,2020,Report
high,69.65,66.99,71.76,74.84,46.45,47.43,
low,48.14,41.57,56.53,35.3,34.5,22.01,
change,-0.2036,0.153,0.2407,-0.4679,0.23570000000000002,-0.23829999999999998,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,126.0,239.0,86.0,74.0,83.0,,Balance Sheet
"Trade Accts Recvble, Gross",819.0,790.0,497.0,502.0,513.0,,Balance Sheet
Prov. for Doubtful Accts,-46.0,-26.0,-14.0,-14.0,-10.0,,Balance Sheet
"Total Receivables, Net",888.0,872.0,535.0,525.0,544.0,,Balance Sheet
Invent. - Finished Goods,246.0,233.0,108.0,132.0,116.0,,Balance Sheet
Invent. - Work In Progress,74.0,67.0,58.0,64.0,65.0,,Balance Sheet
Invent. - Raw Materials,244.0,224.0,191.0,191.0,196.0,,Balance Sheet
Total Inventory,565.0,524.0,357.0,388.0,377.0,,Balance Sheet
Prepaid Expenses,94.0,136.0,59.0,45.0,54.0,,Balance Sheet
Discont. Ops.-Curr. Assets,1093.0,892.0,708.0,0.0,,,Balance Sheet
Other Current Assets,11.0,10.0,4.0,8.0,5.0,,Balance Sheet
"Other Curr. Assets, Total",1105.0,902.0,712.0,8.0,5.0,,Balance Sheet
Total Current Assets,2778.0,2672.0,1749.0,1039.0,1062.0,,Balance Sheet
Buildings,339.0,335.0,184.0,179.0,188.0,,Balance Sheet
Land/Improvements,87.0,66.0,34.0,34.0,34.0,,Balance Sheet
Machinery/Equipment,960.0,933.0,610.0,594.0,537.0,,Balance Sheet
Construction in Progress,68.0,69.0,24.0,36.0,48.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,77.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1454.0,1402.0,851.0,842.0,884.0,,Balance Sheet
Accumulated Depreciation,-914.0,-864.0,-571.0,-569.0,-597.0,,Balance Sheet
Prop./Plant/Equip. - Net,540.0,539.0,280.0,273.0,287.0,,Balance Sheet
"Goodwill, Net",4259.0,4217.0,2113.0,2073.0,2258.0,,Balance Sheet
Intangibles - Gross,2105.0,2080.0,642.0,593.0,707.0,,Balance Sheet
Accum. Intangible Amort.,-358.0,-448.0,-321.0,-317.0,-295.0,,Balance Sheet
Intangibles - Net,1747.0,1632.0,322.0,276.0,413.0,,Balance Sheet
Deferred Charges,,,53.0,0.0,,,Balance Sheet
Pension Bene. - Overfunded,3.0,48.0,23.0,21.0,21.0,,Balance Sheet
Def. Inc. Tax - LT Asset,51.0,39.0,29.0,26.0,30.0,,Balance Sheet
Disct. Ops. - LT Asset,2349.0,2293.0,3990.0,0.0,,,Balance Sheet
Other Long Term Assets,107.0,95.0,76.0,98.0,69.0,,Balance Sheet
Total Assets,11834.0,11535.0,8634.0,3807.0,4140.0,,Balance Sheet
Accounts Payable,404.0,437.0,322.0,379.0,325.0,,Balance Sheet
Accrued Expenses,210.0,283.0,238.0,228.0,222.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,1.0,,,,,Balance Sheet
Dividends Payable,60.0,62.0,63.0,31.0,32.0,,Balance Sheet
Customer Advances,32.0,23.0,49.0,54.0,23.0,,Balance Sheet
Income Taxes Payable,,87.0,40.0,10.0,11.0,,Balance Sheet
Discontinued Operations,433.0,356.0,361.0,0.0,,,Balance Sheet
Other Current Liabilities,349.0,223.0,127.0,116.0,137.0,,Balance Sheet
"Other Curr. Lblts, Total",873.0,751.0,640.0,212.0,202.0,,Balance Sheet
Total Current Liabilities,1487.0,1471.0,1199.0,819.0,749.0,,Balance Sheet
Total Long Term Debt,4686.0,4278.0,1441.0,788.0,1029.0,,Balance Sheet
Total Debt,4686.0,4279.0,1441.0,788.0,1029.0,,Balance Sheet
Deferred Income Tax,670.0,610.0,109.0,106.0,104.0,,Balance Sheet
Pension Benefits - Underfunded,245.0,253.0,96.0,90.0,96.0,,Balance Sheet
Other LT Liabilities,192.0,162.0,214.0,168.0,207.0,,Balance Sheet
Discont. Ops. - Lblts,545.0,506.0,537.0,0.0,,,Balance Sheet
"Other Liabilities, Total",982.0,921.0,847.0,258.0,303.0,,Balance Sheet
Total Liabilities,7825.0,7280.0,3596.0,1970.0,2186.0,,Balance Sheet
Common Stock,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,2860.0,2921.0,2798.0,1894.0,1778.0,,Balance Sheet
