,2015,2016,2017,2018,2019,2020,Report
high,143.4,147.1,181.79,194.18,186.73,180.88,
low,84.99,79.88,134.06,124.4,130.03,101.03,
change,-0.3747,0.5754,0.2777,-0.24710000000000001,0.3638,-0.10400000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1711.0,1120.0,1369.0,1303.0,1129.0,,Balance Sheet
Short Term Investments,100.0,260.0,198.0,222.0,341.0,,Balance Sheet
Cash and Short Term Invs,1811.0,1380.0,1567.0,1525.0,1470.0,,Balance Sheet
"Trade Accts Recvble, Gross",2655.0,2819.0,3327.0,3650.0,3406.0,,Balance Sheet
Prov. for Doubtful Accts,-15.0,-16.0,-16.0,-15.0,-19.0,,Balance Sheet
"Total Receivables, Net",2820.0,3025.0,3618.0,3866.0,3670.0,,Balance Sheet
Invent. - Finished Goods,1796.0,1779.0,2078.0,2405.0,2214.0,,Balance Sheet
Invent. - Raw Materials,1022.0,1005.0,1216.0,1487.0,1395.0,,Balance Sheet
LIFO Reserve,-111.0,-109.0,-128.0,-133.0,-123.0,,Balance Sheet
Total Inventory,2707.0,2675.0,3166.0,3759.0,3486.0,,Balance Sheet
Prepaid Expenses,609.0,627.0,577.0,668.0,761.0,,Balance Sheet
Total Current Assets,7947.0,7707.0,8928.0,9818.0,9387.0,,Balance Sheet
Land/Improvements,1978.0,2075.0,2332.0,2398.0,2487.0,,Balance Sheet
Machinery/Equipment,4739.0,4898.0,5285.0,5391.0,5618.0,,Balance Sheet
Construction in Progress,605.0,662.0,441.0,530.0,594.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,496.0,,Balance Sheet
Prop./Plant/Equip. - Gross,7322.0,7635.0,8058.0,8319.0,9195.0,,Balance Sheet
Accumulated Depreciation,-3577.0,-3835.0,-4131.0,-4223.0,-4454.0,,Balance Sheet
Prop./Plant/Equip. - Net,3745.0,3800.0,3927.0,4096.0,4741.0,,Balance Sheet
"Goodwill, Net",482.0,480.0,1082.0,1126.0,1286.0,,Balance Sheet
Intangibles - Gross,701.0,781.0,1504.0,1465.0,1664.0,,Balance Sheet
Accum. Intangible Amort.,-373.0,-449.0,-531.0,-556.0,-661.0,,Balance Sheet
Intangibles - Net,328.0,332.0,973.0,909.0,1003.0,,Balance Sheet
Long Term Investments,975.0,946.0,1156.0,1222.0,1237.0,,Balance Sheet
Other Long Term Assets,922.0,1015.0,966.0,962.0,1082.0,,Balance Sheet
Total Assets,15134.0,15011.0,18075.0,19062.0,19737.0,,Balance Sheet
Accounts Payable,1706.0,1854.0,2579.0,2822.0,2534.0,,Balance Sheet
Accrued Expenses,1631.0,1715.0,2180.0,2185.0,2122.0,,Balance Sheet
Notes Payable/ST Debt,24.0,253.0,355.0,834.0,760.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,39.0,35.0,63.0,45.0,31.0,,Balance Sheet
Customer Advances,403.0,468.0,500.0,498.0,533.0,,Balance Sheet
Income Taxes Payable,,,,,280.0,,Balance Sheet
"Other Curr. Lblts, Total",403.0,468.0,500.0,498.0,813.0,,Balance Sheet
Total Current Liabilities,3803.0,4325.0,5677.0,6384.0,6260.0,,Balance Sheet
Long Term Debt,1576.0,1568.0,1588.0,1597.0,1498.0,,Balance Sheet
Capital Lease Obligations,,,,,78.0,,Balance Sheet
