,2015,2016,2017,2018,2019,2020,Report
high,55.38,54.15,73.58,96.57,133.66,146.26,
low,37.73,38.26,52.0,70.2,81.37,90.14,
change,0.0438,0.1404,0.337,0.17920000000000003,0.5661,-0.049800000000000004,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1154.0,727.0,1564.0,1602.0,1932.0,,Balance Sheet
Short Term Investments,,,,99.0,0.0,,Balance Sheet
Cash and Short Term Invs,1154.0,727.0,1564.0,1701.0,1932.0,,Balance Sheet
"Trade Accts Recvble, Gross",971.0,943.0,1023.0,1060.0,1107.0,,Balance Sheet
Prov. for Doubtful Accts,-34.0,-30.0,-25.0,-24.0,-21.0,,Balance Sheet
"Total Receivables, Net",937.0,913.0,998.0,1036.0,1086.0,,Balance Sheet
Invent. - Finished Goods,758.0,799.0,788.0,744.0,701.0,,Balance Sheet
Invent. - Work In Progress,384.0,499.0,484.0,481.0,511.0,,Balance Sheet
Invent. - Raw Materials,325.0,204.0,155.0,166.0,198.0,,Balance Sheet
Total Inventory,1467.0,1502.0,1427.0,1391.0,1410.0,,Balance Sheet
Restricted Cash - Current,,,,,2.0,,Balance Sheet
Deferred Income Tax,264.0,244.0,380.0,474.0,434.0,,Balance Sheet
Discont. Ops.-Curr. Assets,71.0,0.0,,,,,Balance Sheet
Other Current Assets,201.0,248.0,228.0,271.0,318.0,,Balance Sheet
"Other Curr. Assets, Total",272.0,248.0,228.0,271.0,320.0,,Balance Sheet
Total Current Assets,3830.0,3390.0,4217.0,4399.0,4748.0,,Balance Sheet
Buildings,874.0,923.0,934.0,929.0,983.0,,Balance Sheet
Land/Improvements,22.0,22.0,22.0,22.0,22.0,,Balance Sheet
Machinery/Equipment,1434.0,1582.0,1696.0,1852.0,2119.0,,Balance Sheet
Construction in Progress,185.0,212.0,254.0,454.0,553.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,189.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2515.0,2739.0,2906.0,3257.0,3866.0,,Balance Sheet
Accumulated Depreciation,-1208.0,-1358.0,-1471.0,-1599.0,-1737.0,,Balance Sheet
Prop./Plant/Equip. - Net,1307.0,1381.0,1435.0,1658.0,2129.0,,Balance Sheet
"Goodwill, Net",1455.0,1481.0,1510.0,2519.0,2592.0,,Balance Sheet
Intangibles - Gross,1747.0,1876.0,2030.0,2952.0,3019.0,,Balance Sheet
Accum. Intangible Amort.,-557.0,-648.0,-761.0,-906.0,-1129.0,,Balance Sheet
Intangibles - Net,1190.0,1228.0,1269.0,2046.0,1890.0,,Balance Sheet
Other Long Term Assets,49.0,73.0,75.0,94.0,98.0,,Balance Sheet
Total Assets,7913.0,7649.0,8586.0,10777.0,11545.0,,Balance Sheet
Accounts Payable,293.0,265.0,261.0,313.0,301.0,,Balance Sheet
Accrued Expenses,910.0,688.0,668.0,753.0,854.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,405.0,0.0,,9.0,500.0,,Balance Sheet
Dividends Payable,47.0,52.0,61.0,79.0,95.0,,Balance Sheet
Income Taxes Payable,63.0,71.0,60.0,35.0,36.0,,Balance Sheet
Discontinued Operations,4.0,0.0,,,,,Balance Sheet
Other Current Liabilities,59.0,41.0,44.0,34.0,20.0,,Balance Sheet
"Other Curr. Lblts, Total",173.0,164.0,165.0,148.0,151.0,,Balance Sheet
Total Current Liabilities,1781.0,1117.0,1094.0,1223.0,1806.0,,Balance Sheet
Total Long Term Debt,4463.0,4468.0,4953.0,6443.0,5947.0,,Balance Sheet
Total Debt,4868.0,4468.0,4953.0,6452.0,6447.0,,Balance Sheet
Minority Interest,23.0,12.0,16.0,0.0,,,Balance Sheet
"Other Liabilities, Total",314.0,321.0,373.0,452.0,650.0,,Balance Sheet
Total Liabilities,6845.0,6162.0,6816.0,8592.0,8837.0,,Balance Sheet
Redeemable Preferred Stock,0.0,0.0,0.0,0.0,,,Balance Sheet
Common Stock,5.0,5.0,5.0,5.0,5.0,,Balance Sheet
Additional Paid-In Capital,1012.0,1024.0,1013.0,1026.0,1044.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),876.0,1477.0,2109.0,3270.0,4427.0,,Balance Sheet
Treasury Stock - Common,-203.0,-421.0,-852.0,-1487.0,-2042.0,,Balance Sheet
"Other Equity, Total",-622.0,-598.0,-505.0,-629.0,-726.0,,Balance Sheet
Total Equity,1068.0,1487.0,1770.0,2185.0,2708.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,7913.0,7649.0,8586.0,10777.0,11545.0,,Balance Sheet
Ttl Comm. Shares Outs.,497.0,493.0,486.0,480.0,476.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,4.0,9.0,16.0,22.0,26.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,4765.0,4888.0,5307.0,5825.0,6260.0,,Income Statement
"Cost of Revenue, Total",1714.0,1636.0,1763.0,1883.0,1976.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1532.0,1364.0,1334.0,1484.0,1638.0,,Income Statement
Research & Development,364.0,376.0,382.0,432.0,457.0,,Income Statement
Depreciation/Amortization,61.0,85.0,91.0,117.0,155.0,,Income Statement
"Inter Expense, Operating",128.0,169.0,179.0,215.0,236.0,,Income Statement
"Inter Capitalzd, Operating",-4.0,-3.0,-4.0,-9.0,-13.0,,Income Statement
"Inter Expense,Net Operatng",124.0,166.0,175.0,206.0,223.0,,Income Statement
"Interest Income, Operating",,,,-31.0,-37.0,,Income Statement
"Invest Income, Operating",102.0,49.0,29.0,31.0,16.0,,Income Statement
"Inter/Invest Inc, Operating",102.0,49.0,29.0,0.0,-21.0,,Income Statement
Restructuring Charge,320.0,5.0,19.0,68.0,33.0,,Income Statement
Litigation,0.0,14.0,-8.0,0.0,,,Income Statement
Impair-Assets Held for Use,8.0,1.0,0.0,0.0,,,Income Statement
Other Unusual Expnse (In),,,,,18.0,,Income Statement
Unusual Expense (Income),328.0,-6.0,22.0,28.0,31.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),0.0,-26.0,11.0,-40.0,-20.0,,Income Statement
"Other, Net",-5.0,-10.0,-14.0,-15.0,0.0,,Income Statement
"Other Operat Expse, Total",-5.0,-10.0,-14.0,-15.0,0.0,,Income Statement
Total Operating Expense,4220.0,3660.0,3782.0,4135.0,4459.0,,Income Statement
Total Operating Income,545.0,1228.0,1525.0,1690.0,1801.0,,Income Statement
Income Before Tax,545.0,1228.0,1525.0,1690.0,1801.0,,Income Statement
Income Tax - Total,206.0,409.0,451.0,311.0,301.0,,Income Statement
Income After Tax,339.0,819.0,1074.0,1379.0,1500.0,,Income Statement
Minority Interest,0.0,2.0,2.0,4.0,0.0,,Income Statement
Net Inc Before Extra Items,339.0,821.0,1076.0,1383.0,1500.0,,Income Statement
Total Extraordinary Items,,,-212.0,45.0,,,Income Statement
Total Net Income,339.0,821.0,864.0,1428.0,1500.0,,Income Statement
Income Available to Common Excl. Extra. Items,339.0,821.0,1076.0,1383.0,1500.0,,Income Statement
Income Available to Common Incl. Extra. Items,339.0,821.0,864.0,1428.0,1500.0,,Income Statement
Basic/Primary Weighted Average Shares,500.0,496.0,490.0,483.0,478.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,0.68,1.66,2.2,2.86,3.14,,Income Statement
Basic/Primary EPS Incl. Extra. Items,0.68,1.66,1.76,2.96,3.14,,Income Statement
Dilution Adjustment,60.0,,,,,,Income Statement
Diluted Weighted Average Shares,502.0,498.0,493.0,487.0,482.0,,Income Statement
Diluted EPS Excl. Extra. Items,0.79,1.65,2.18,2.84,3.11,,Income Statement
Diluted EPS Incl. Extra. Items,0.79,1.65,1.75,2.93,3.11,,Income Statement
