,2015,2016,2017,2018,2019,2020,Report
high,82.68,99.93,110.86,116.65,119.71,94.69,
low,60.31,72.52,65.63,78.78,88.26,60.2,
change,-0.023100000000000002,0.0044,0.3834,-0.1636,0.04730000000000001,-0.1757,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash & Equivalents,,736.0,866.0,1098.0,422.0,539.0,Balance Sheet
Short Term Investments,,4.0,4.0,0.0,,,Balance Sheet
Cash and Short Term Invs,,740.0,870.0,1098.0,422.0,539.0,Balance Sheet
"Total Receivables, Net",,155.0,138.0,90.0,101.0,113.0,Balance Sheet
Total Inventory,,2886.0,2866.0,3169.0,3536.0,3522.0,Balance Sheet
Prepaid Expenses,,156.0,64.0,219.0,234.0,,Balance Sheet
Deferred Income Tax,,1587.0,1459.0,985.0,973.0,985.0,Balance Sheet
Other Current Assets,,,,,,95.0,Balance Sheet
"Other Curr. Assets, Total",,0.0,,,,95.0,Balance Sheet
Total Current Assets,,3936.0,3938.0,4576.0,4293.0,4269.0,Balance Sheet
Buildings,,2463.0,2735.0,2953.0,3338.0,3731.0,Balance Sheet
Land/Improvements,,181.0,194.0,208.0,215.0,234.0,Balance Sheet
Construction in Progress,,196.0,146.0,229.0,234.0,299.0,Balance Sheet
Other Prop./Plant/Equip.,,2458.0,2735.0,3003.0,3637.0,10038.0,Balance Sheet
Prop./Plant/Equip. - Gross,,5298.0,5810.0,6393.0,7425.0,14301.0,Balance Sheet
Accumulated Depreciation,,-2172.0,-2695.0,-3192.0,-3691.0,-4194.0,Balance Sheet
Prop./Plant/Equip. - Net,,3126.0,3116.0,3201.0,3734.0,10107.0,Balance Sheet
"Goodwill, Net",,5022.0,5024.0,5025.0,2297.0,1983.0,Balance Sheet
Intangibles - Net,,3106.0,3574.0,3480.0,3100.0,3100.0,Balance Sheet
Note Rcvble - Long Term,,569.0,,,,,Balance Sheet
Deferred Charges,,10.0,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,,0.0,,,,24.0,Balance Sheet
Disct. Ops. - LT Asset,,12.0,9.0,8.0,,,Balance Sheet
Restricted Cash - LT,,82.0,,,25.0,47.0,Balance Sheet
Other Long Term Assets,,39.0,42.0,43.0,53.0,44.0,Balance Sheet
Total Assets,,15901.0,15702.0,16333.0,13501.0,19575.0,Balance Sheet
Accounts Payable,,1252.0,1120.0,1175.0,1416.0,1337.0,Balance Sheet
Accrued Expenses,,603.0,614.0,616.0,483.0,1729.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,108.0,152.0,916.0,0.0,250.0,Balance Sheet
Income Taxes Payable,,13.0,90.0,32.0,60.0,63.0,Balance Sheet
Other Current Liabilities,,119.0,130.0,121.0,136.0,169.0,Balance Sheet
"Other Curr. Lblts, Total",,132.0,220.0,152.0,196.0,232.0,Balance Sheet
Total Current Liabilities,,2095.0,2106.0,2859.0,2096.0,3547.0,Balance Sheet
Long Term Debt,,7238.0,6170.0,4762.0,4265.0,3522.0,Balance Sheet
Capital Lease Obligations,,149.0,,,,,Balance Sheet
Total Long Term Debt,,7388.0,6170.0,4762.0,4265.0,3522.0,Balance Sheet
Total Debt,,7496.0,6322.0,5678.0,4265.0,3772.0,Balance Sheet
"Other Liabilities, Total",,425.0,578.0,544.0,524.0,5266.0,Balance Sheet
Total Liabilities,,11494.0,10312.0,9151.0,7858.0,13320.0,Balance Sheet
Common Stock,,2.0,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,2391.0,2472.0,2545.0,2603.0,2454.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,2056.0,2953.0,4667.0,3076.0,3838.0,Balance Sheet
"Other Equity, Total",,-43.0,-38.0,-32.0,-38.0,-40.0,Balance Sheet
Total Equity,,4407.0,5390.0,7182.0,5643.0,6255.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,15901.0,15702.0,16333.0,13501.0,19575.0,Balance Sheet
Ttl Comm. Shares Outs.,,235.0,236.0,237.0,238.0,237.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Income Statement
Total Revenue,,15498.0,20719.0,22246.0,22823.0,23611.0,Income Statement
"Cost of Revenue, Total",,10842.0,14325.0,15224.0,15876.0,16570.0,Income Statement
Selling/Gen/Admin Expense,,3534.0,4550.0,4823.0,4996.0,5297.0,Income Statement
Labor & Related Expense,,,,,51.0,49.0,Income Statement
Advertising Expense,,33.0,60.0,106.0,100.0,103.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,3566.0,4610.0,4930.0,5147.0,5448.0,Income Statement
Depreciation/Amortization,,,76.0,69.0,,,Income Statement
Impair-Assets Held for Use,,2.0,4.0,24.0,2740.0,331.0,Income Statement
Other Unusual Expnse (In),,39.0,1.0,,,,Income Statement
Unusual Expense (Income),,41.0,4.0,24.0,2740.0,331.0,Income Statement
Total Operating Expense,,14449.0,19014.0,20246.0,23763.0,22349.0,Income Statement
Total Operating Income,,1050.0,1705.0,1999.0,-940.0,1262.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,-599.0,-376.0,-302.0,-370.0,-162.0,Income Statement
"Other, Net",,-2.0,0.0,7.0,1.0,-1.0,Income Statement
Income Before Tax,,448.0,1329.0,1704.0,-1309.0,1099.0,Income Statement
Income Tax - Total,,166.0,433.0,552.0,282.0,272.0,Income Statement
Income After Tax,,282.0,896.0,1152.0,-1591.0,827.0,Income Statement
Net Inc Before Extra Items,,282.0,896.0,1152.0,-1591.0,827.0,Income Statement
Total Extraordinary Items,,,,562.0,,,Income Statement
Total Net Income,,282.0,896.0,1714.0,-1591.0,827.0,Income Statement
Income Available to Common Excl. Extra. Items,,282.0,896.0,1152.0,-1591.0,827.0,Income Statement
Income Available to Common Incl. Extra. Items,,282.0,896.0,1714.0,-1591.0,827.0,Income Statement
Basic/Primary Weighted Average Shares,,223.0,236.0,237.0,238.0,237.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,1.27,3.8,4.87,-6.69,3.49,Income Statement
Basic/Primary EPS Incl. Extra. Items,,1.27,3.8,7.24,-6.69,3.49,Income Statement
Diluted Weighted Average Shares,,224.0,237.0,238.0,238.0,238.0,Income Statement
Diluted EPS Excl. Extra. Items,,1.26,3.78,4.85,-6.69,3.47,Income Statement
Diluted EPS Incl. Extra. Items,,1.26,3.78,7.21,-6.69,3.47,Income Statement
Div/Share-ComStockPrimIssue,,0.0,,,,,Income Statement
Gross Divid - Common Stock,,0.0,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Capitalized, Suppl",,-1.0,-2.0,-2.0,-4.0,-2.0,Income Statement
"Depreciat/Amort, Suppl",,442.0,562.0,542.0,556.0,582.0,Income Statement
Total Special Items,,41.0,4.0,24.0,2740.0,349.0,Income Statement
Normalzd Income Before Tax,,489.0,1334.0,1728.0,1431.0,1447.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,15.0,1.0,8.0,959.0,86.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,181.0,435.0,560.0,1241.0,358.0,Income Statement
Normalized Income After Tax,,308.0,899.0,1169.0,190.0,1089.0,Income Statement
Normalzd Inc Avail to Common,,308.0,899.0,1169.0,190.0,1089.0,Income Statement
Basic Normalized EPS,,1.38,3.81,4.93,0.8,4.59,Income Statement
Diluted Normalized EPS,,1.38,3.8,4.92,0.8,4.57,Income Statement
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Cash Flow
Net Income,,282.0,896.0,1714.0,-1591.0,827.0,Cash Flow
Depreciation/Depletion,,488.0,638.0,611.0,621.0,645.0,Cash Flow
Deferred Taxes,,26.0,-124.0,-474.0,-12.0,9.0,Cash Flow
Unusual Items,,,,19.0,2842.0,313.0,Cash Flow
Other Non-Cash Items,,126.0,126.0,92.0,128.0,93.0,Cash Flow
Non-Cash Items,,126.0,126.0,111.0,2970.0,406.0,Cash Flow
"Cash Taxes Pd, Supplemental",,138.0,502.0,552.0,278.0,267.0,Cash Flow
"Cash Interest Pd, Suppl",,487.0,329.0,287.0,383.0,170.0,Cash Flow
Inventories,,-88.0,22.0,-301.0,-369.0,14.0,Cash Flow
Prepaid Expenses,,-64.0,117.0,-115.0,-20.0,,Cash Flow
Other Assets,,,,,,0.0,Cash Flow
Accounts Payable,,184.0,-134.0,55.0,243.0,-80.0,Cash Flow
Changes in Working Capital,,-119.0,138.0,-452.0,-222.0,-18.0,Cash Flow
Total Cash from Operations,,803.0,1673.0,1510.0,1766.0,1870.0,Cash Flow
Capital Expenditures,,-481.0,-566.0,-632.0,-817.0,-1037.0,Cash Flow
Acquisition of Business,,-6528.0,0.0,0.0,,,Cash Flow
Sale of Fixed Assets,,1.0,,0.0,0.0,,Cash Flow
Sale/Maturity of Investment,,53.0,118.0,4.0,0.0,,Cash Flow
Purchase of Investments,,-24.0,-36.0,0.0,0.0,,Cash Flow
Other Investing Cash Flow,,,,,,17.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,-6498.0,82.0,4.0,0.0,17.0,Cash Flow
Total Cash from Investing,,-6978.0,-484.0,-628.0,-817.0,-1020.0,Cash Flow
Financing Cash Flow Items,,-169.0,-28.0,-27.0,-179.0,-25.0,Cash Flow
Sale/Issuance of Common,,14.0,42.0,35.0,18.0,15.0,Cash Flow
Repurch/Retirement Common,,,,,,-200.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,14.0,42.0,35.0,18.0,-185.0,Cash Flow
Short Term Debt Issued,,0.0,140.0,0.0,50.0,0.0,Cash Flow
Short Term Debt Reduction,,0.0,-140.0,0.0,-50.0,0.0,Cash Flow
"Short Term Debt, Net",,0.0,0.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,12130.0,2963.0,0.0,4776.0,0.0,Cash Flow
Long Term Debt Reduction,,-5927.0,-4036.0,-659.0,-6215.0,-500.0,Cash Flow
"Long Term Debt, Net",,6204.0,-1074.0,-659.0,-1439.0,-500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,6204.0,-1074.0,-659.0,-1439.0,-500.0,Cash Flow
Total Cash From Financing,,6049.0,-1061.0,-652.0,-1600.0,-710.0,Cash Flow
Foreign Exchange Effects,,-1.0,1.0,1.0,-1.0,-1.0,Cash Flow
Net Change in Cash,,-128.0,130.0,231.0,-651.0,139.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,864.0,736.0,866.0,1098.0,447.0,Cash Flow
