,2015,2016,2017,2018,2019,2020,Report
high,50.28,56.95,54.83,61.58,62.22,61.45,
low,38.06,43.79,42.8,46.09,52.28,48.84,
change,-0.0782,0.1688,-0.0191,0.0576,0.09330000000000001,-0.0714,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,4470.0,2880.0,2079.0,2745.0,2594.0,,Balance Sheet
Short Term Investments,350.0,0.0,,,,,Balance Sheet
Cash and Short Term Invs,4820.0,2880.0,2079.0,2745.0,2594.0,,Balance Sheet
"Trade Accts Recvble, Gross",14339.0,18358.0,24432.0,25867.0,26162.0,,Balance Sheet
Prov. for Doubtful Accts,-882.0,-845.0,-939.0,-765.0,-733.0,,Balance Sheet
"Total Receivables, Net",13457.0,17513.0,23493.0,25859.0,26277.0,,Balance Sheet
Total Inventory,1252.0,1202.0,1034.0,1336.0,1422.0,,Balance Sheet
Prepaid Expenses,1959.0,3918.0,2614.0,3649.0,5959.0,,Balance Sheet
Restricted Cash - Current,,,693.0,1047.0,1221.0,,Balance Sheet
Discont. Ops.-Curr. Assets,792.0,882.0,0.0,,,,Balance Sheet
"Other Curr. Assets, Total",792.0,882.0,693.0,1047.0,1221.0,,Balance Sheet
Total Current Assets,22280.0,26395.0,29913.0,34636.0,37473.0,,Balance Sheet
Buildings,,34744.0,37308.0,39048.0,40288.0,,Balance Sheet
Land/Improvements,,667.0,806.0,807.0,594.0,,Balance Sheet
Machinery/Equipment,,182376.0,193065.0,197109.0,205391.0,,Balance Sheet
Construction in Progress,,5710.0,6139.0,6362.0,9234.0,,Balance Sheet
Other Prop./Plant/Equip.,220163.0,8718.0,9180.0,9509.0,32921.0,,Balance Sheet
Prop./Plant/Equip. - Gross,220163.0,232215.0,246498.0,252835.0,288428.0,,Balance Sheet
Accumulated Depreciation,-136622.0,-147464.0,-157930.0,-163549.0,-173819.0,,Balance Sheet
Prop./Plant/Equip. - Net,83541.0,84751.0,88568.0,89286.0,114609.0,,Balance Sheet
"Goodwill, Net",25331.0,27205.0,29172.0,24614.0,24389.0,,Balance Sheet
Intangibles - Gross,107476.0,107546.0,112522.0,118672.0,121452.0,,Balance Sheet
Accum. Intangible Amort.,-12563.0,-11976.0,-13858.0,-14767.0,-16895.0,,Balance Sheet
Intangibles - Net,94913.0,95570.0,98664.0,103905.0,104557.0,,Balance Sheet
Long Term Investments,796.0,1110.0,1039.0,671.0,558.0,,Balance Sheet
Note Rcvble - Long Term,,,,246.0,302.0,,Balance Sheet
Disct. Ops. - LT Asset,10267.0,613.0,0.0,,,,Balance Sheet
Restricted Cash - LT,,,116.0,124.0,102.0,,Balance Sheet
Other Long Term Assets,7047.0,8536.0,9671.0,11347.0,9737.0,,Balance Sheet
Total Assets,244175.0,244180.0,257143.0,264829.0,291727.0,,Balance Sheet
Accounts Payable,,7084.0,7063.0,7232.0,7725.0,,Balance Sheet
Payable/Accrued,19362.0,,,,,,Balance Sheet
Accrued Expenses,,10993.0,12686.0,13786.0,15571.0,,Balance Sheet
Notes Payable/ST Debt,0.0,168.0,150.0,150.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,6489.0,2477.0,3303.0,7040.0,10777.0,,Balance Sheet
Dividends Payable,,2375.0,2429.0,2512.0,2566.0,,Balance Sheet
Customer Advances,,2914.0,3084.0,4207.0,4651.0,,Balance Sheet
Income Taxes Payable,,1516.0,1483.0,1483.0,1771.0,,Balance Sheet
Discontinued Operations,463.0,24.0,,,,,Balance Sheet
Other Current Liabilities,8738.0,2789.0,2839.0,1520.0,1807.0,,Balance Sheet
"Other Curr. Lblts, Total",9201.0,9618.0,9835.0,9722.0,10795.0,,Balance Sheet
Total Current Liabilities,35052.0,30340.0,33037.0,37930.0,44868.0,,Balance Sheet
Long Term Debt,103240.0,104818.0,113004.0,105284.0,99932.0,,Balance Sheet
Capital Lease Obligations,,615.0,638.0,589.0,780.0,,Balance Sheet
Total Long Term Debt,103240.0,105433.0,113642.0,105873.0,100712.0,,Balance Sheet
Total Debt,109729.0,108078.0,117095.0,113063.0,111489.0,,Balance Sheet
Deferred Income Tax,45484.0,45964.0,31232.0,33795.0,34703.0,,Balance Sheet
Minority Interest,1414.0,1508.0,1591.0,1565.0,1440.0,,Balance Sheet
Pension Benefits - Underfunded,29957.0,26166.0,22112.0,18599.0,17952.0,,Balance Sheet
Other LT Liabilities,11641.0,12239.0,12433.0,13922.0,30657.0,,Balance Sheet
Discont. Ops. - Lblts,959.0,6.0,,,,,Balance Sheet
"Other Liabilities, Total",42557.0,38411.0,34545.0,32521.0,48609.0,,Balance Sheet
Total Liabilities,227747.0,221656.0,214047.0,211684.0,230332.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,,Balance Sheet
Common Stock,424.0,424.0,424.0,429.0,429.0,,Balance Sheet
Additional Paid-In Capital,11196.0,11182.0,11101.0,13437.0,13419.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),11246.0,15059.0,35635.0,43542.0,53147.0,,Balance Sheet
Treasury Stock - Common,-7416.0,-7263.0,-7139.0,-6986.0,-6820.0,,Balance Sheet
ESOP Debt Guarantee,428.0,449.0,416.0,353.0,222.0,,Balance Sheet
Unrealized Gain (Loss),101.0,46.0,32.0,20.0,27.0,,Balance Sheet
Cum. Trans. Adjustment,-554.0,-713.0,-468.0,-600.0,-584.0,,Balance Sheet
Min. Pension Lblty Adj.,1281.0,3420.0,3206.0,3030.0,2371.0,,Balance Sheet
Other Comprehensive Income,-278.0,-80.0,-111.0,-80.0,-816.0,,Balance Sheet
"Other Equity, Total",449.0,2627.0,2627.0,2350.0,971.0,,Balance Sheet
Total Equity,16428.0,22524.0,43096.0,53145.0,61395.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,244175.0,244180.0,257143.0,264829.0,291727.0,,Balance Sheet
Ttl Comm. Shares Outs.,4073.0,4077.0,4079.0,4132.0,4136.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,169.0,166.0,163.0,159.0,156.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,131620.0,125980.0,126034.0,130863.0,131868.0,,Income Statement
"Cost of Revenue, Total",52557.0,52701.0,52892.0,55205.0,54726.0,,Income Statement
