,2015,2016,2017,2018,2019,2020,Report
high,15.74,15.22,17.05,17.7,15.01,15.36,
low,12.24,10.74,11.9,10.85,11.32,7.88,
change,-0.0737,-0.1393,0.3891,-0.3063,0.2717,-0.231,
Date,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,,Balance Sheet
Cash and Short Term Invs,1951.0,1832.0,2016.0,2034.0,1643.0,,Balance Sheet
"Trade Accts Recvble, Gross",1503.0,1442.0,1484.0,1829.0,1590.0,,Balance Sheet
Prov. for Doubtful Accts,-220.0,-213.0,-208.0,-217.0,-46.0,,Balance Sheet
"Trade Accts Recvble, Net",1283.0,1229.0,1276.0,1612.0,1544.0,,Balance Sheet
Other Receivables,63.0,55.0,82.0,49.0,,,Balance Sheet
"Total Receivables, Net",1346.0,1284.0,1358.0,1661.0,1544.0,,Balance Sheet
Total Inventory,299.0,218.0,208.0,376.0,348.0,,Balance Sheet
Prepaid Expenses,263.0,240.0,233.0,,,,Balance Sheet
Restricted Cash - Current,,315.0,0.0,,,,Balance Sheet
Deferred Income Tax,166.0,171.0,61.0,389.0,295.0,,Balance Sheet
Discont. Ops.-Curr. Assets,92.0,0.0,,,,,Balance Sheet
Other Current Assets,,,,323.0,515.0,,Balance Sheet
"Other Curr. Assets, Total",155.0,315.0,0.0,323.0,515.0,,Balance Sheet
Total Current Assets,4014.0,3889.0,3815.0,4394.0,4050.0,,Balance Sheet
Buildings,,1793.0,1733.0,1742.0,1729.0,,Balance Sheet
Land/Improvements,,153.0,153.0,150.0,146.0,,Balance Sheet
Machinery/Equipment,,2872.0,2985.0,3131.0,3123.0,,Balance Sheet
Construction in Progress,,111.0,92.0,145.0,169.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,744.0,911.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,4929.0,4963.0,5912.0,6078.0,,Balance Sheet
Accumulated Depreciation,,-2524.0,-3339.0,-3352.0,-3524.0,,Balance Sheet
Prop./Plant/Equip. - Net,2690.0,2405.0,1624.0,2560.0,2554.0,,Balance Sheet
"Goodwill, Net",3063.0,3714.0,3838.0,5218.0,5147.0,,Balance Sheet
Intangibles - Net,2203.0,2207.0,2281.0,2671.0,2426.0,,Balance Sheet
LT Invt. - Affiliate Comp.,1644.0,1538.0,1341.0,173.0,148.0,,Balance Sheet
LT Investments - Other,390.0,394.0,316.0,220.0,187.0,,Balance Sheet
Long Term Investments,2034.0,1932.0,1657.0,393.0,335.0,,Balance Sheet
Note Rcvble - Long Term,384.0,338.0,370.0,0.0,,,Balance Sheet
Pension Bene. - Overfunded,,,,,117.0,,Balance Sheet
Def. Inc. Tax - LT Asset,219.0,602.0,525.0,279.0,269.0,,Balance Sheet
Other Long Term Assets,428.0,396.0,442.0,831.0,813.0,,Balance Sheet
Total Assets,15035.0,15483.0,14552.0,16346.0,15711.0,,Balance Sheet
Accounts Payable,238.0,217.0,222.0,605.0,411.0,,Balance Sheet
Accrued Expenses,1125.0,1371.0,1204.0,1340.0,1328.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,103.0,462.0,449.0,,Balance Sheet
Customer Advances,346.0,388.0,426.0,516.0,428.0,,Balance Sheet
Income Taxes Payable,27.0,33.0,39.0,17.0,22.0,,Balance Sheet
Other Payables,163.0,179.0,152.0,187.0,211.0,,Balance Sheet
Other Current Liabilities,211.0,254.0,306.0,168.0,491.0,,Balance Sheet
"Other Curr. Lblts, Total",747.0,854.0,923.0,888.0,1152.0,,Balance Sheet
Total Current Liabilities,2110.0,2442.0,2452.0,3295.0,3340.0,,Balance Sheet
Total Long Term Debt,0.0,369.0,276.0,1490.0,1004.0,,Balance Sheet
Total Debt,0.0,369.0,379.0,1952.0,1453.0,,Balance Sheet
Minority Interest,171.0,218.0,284.0,1186.0,1167.0,,Balance Sheet
Pension Benefits - Underfunded,305.0,350.0,319.0,245.0,266.0,,Balance Sheet
Other LT Liabilities,318.0,349.0,351.0,430.0,495.0,,Balance Sheet
"Other Liabilities, Total",623.0,699.0,670.0,675.0,761.0,,Balance Sheet
Total Liabilities,3070.0,3899.0,3743.0,7035.0,6567.0,,Balance Sheet
Redeemable Preferred Stock,20.0,20.0,20.0,20.0,0.0,,Balance Sheet
Common Stock,6.0,6.0,6.0,6.0,6.0,,Balance Sheet
Additional Paid-In Capital,12433.0,12434.0,12395.0,12322.0,12243.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),88.0,150.0,-648.0,-2163.0,-1979.0,,Balance Sheet
Unrealized Gain (Loss),,20.0,-5.0,22.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,,-585.0,-510.0,-591.0,-780.0,,Balance Sheet
Min. Pension Lblty Adj.,,-445.0,-437.0,-309.0,-352.0,,Balance Sheet
Other Comprehensive Income,-582.0,-16.0,-12.0,4.0,6.0,,Balance Sheet
"Other Equity, Total",-582.0,-1046.0,-959.0,-896.0,-1126.0,,Balance Sheet
Total Equity,11965.0,11584.0,10809.0,9311.0,9144.0,,Balance Sheet
