,2015,2016,2017,2018,2019,2020,Report
high,32.1,37.17,48.43,63.88,55.54,59.44,
low,25.12,26.48,33.75,40.52,41.77,23.85,
change,-0.1092,0.27649999999999997,0.2801,-0.06910000000000001,0.218,-0.08140000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,473.0,361.0,519.0,512.0,285.0,,Balance Sheet
"Trade Accts Recvble, Gross",333.0,358.0,354.0,328.0,325.0,,Balance Sheet
Prov. for Doubtful Accts,-7.0,-6.0,-8.0,-4.0,-6.0,,Balance Sheet
"Total Receivables, Net",326.0,352.0,347.0,324.0,319.0,,Balance Sheet
Invent. - Finished Goods,138.0,127.0,114.0,95.0,120.0,,Balance Sheet
Invent. - Work In Progress,39.0,43.0,47.0,43.0,44.0,,Balance Sheet
Invent. - Raw Materials,216.0,201.0,211.0,214.0,224.0,,Balance Sheet
Total Inventory,393.0,371.0,372.0,352.0,389.0,,Balance Sheet
Prepaid Expenses,95.0,78.0,80.0,102.0,114.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,67.0,2.0,,,Balance Sheet
Other Current Assets,1.0,2.0,2.0,0.0,3.0,,Balance Sheet
"Other Curr. Assets, Total",1.0,2.0,69.0,2.0,3.0,,Balance Sheet
Total Current Assets,1288.0,1165.0,1387.0,1293.0,1109.0,,Balance Sheet
Buildings,163.0,163.0,168.0,171.0,168.0,,Balance Sheet
Land/Improvements,23.0,22.0,23.0,22.0,22.0,,Balance Sheet
Machinery/Equipment,241.0,258.0,276.0,288.0,308.0,,Balance Sheet
Other Prop./Plant/Equip.,98.0,104.0,104.0,100.0,165.0,,Balance Sheet
Prop./Plant/Equip. - Gross,526.0,547.0,570.0,581.0,661.0,,Balance Sheet
Accumulated Depreciation,-253.0,-275.0,-306.0,-333.0,-370.0,,Balance Sheet
Prop./Plant/Equip. - Net,273.0,272.0,264.0,247.0,291.0,,Balance Sheet
"Goodwill, Net",596.0,801.0,910.0,905.0,1365.0,,Balance Sheet
Intangibles - Gross,200.0,242.0,253.0,245.0,377.0,,Balance Sheet
Accum. Intangible Amort.,-61.0,-78.0,-85.0,-98.0,-130.0,,Balance Sheet
Intangibles - Net,141.0,168.0,168.0,147.0,248.0,,Balance Sheet
Other Long Term Assets,53.0,168.0,60.0,89.0,85.0,,Balance Sheet
Total Assets,2406.0,2620.0,2810.0,2781.0,3138.0,,Balance Sheet
Accounts Payable,140.0,114.0,106.0,95.0,158.0,,Balance Sheet
Accrued Expenses,109.0,104.0,123.0,138.0,128.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,16.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,265.0,15.0,0.0,,12.0,,Balance Sheet
Customer Advances,66.0,60.0,46.0,52.0,57.0,,Balance Sheet
Income Taxes Payable,0.0,51.0,64.0,14.0,15.0,,Balance Sheet
Discontinued Operations,,,40.0,0.0,,,Balance Sheet
Other Current Liabilities,6.0,17.0,15.0,16.0,27.0,,Balance Sheet
"Other Curr. Lblts, Total",72.0,128.0,165.0,82.0,99.0,,Balance Sheet
Total Current Liabilities,585.0,362.0,395.0,316.0,413.0,,Balance Sheet
