,2015,2016,2017,2018,2019,2020,Report
high,174.52,177.86,181.73,189.46,174.0,171.65,
low,146.52,133.09,140.83,135.29,141.5,90.72,
change,0.10439999999999999,0.0147,0.0147,-0.1678,0.18350000000000002,-0.2528,
Date,,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,,78.0,92.0,141.0,185.0,,Balance Sheet
"Trade Accts Recvble, Gross",,,690.0,710.0,716.0,,Balance Sheet
Prov. for Doubtful Accts,,,-15.0,-18.0,-21.0,,Balance Sheet
"Trade Accts Recvble, Net",,599.0,676.0,693.0,695.0,,Balance Sheet
Notes Recvble - Short Term,,561.0,602.0,617.0,631.0,,Balance Sheet
"Total Receivables, Net",,1159.0,1278.0,1309.0,1325.0,,Balance Sheet
Invent. - Finished Goods,,,542.0,577.0,661.0,,Balance Sheet
Invent. - Work In Progress,,,49.0,52.0,57.0,,Balance Sheet
Invent. - Raw Materials,,,123.0,124.0,127.0,,Balance Sheet
LIFO Reserve,,,-75.0,-78.0,-85.0,,Balance Sheet
Total Inventory,,531.0,639.0,674.0,760.0,,Balance Sheet
Prepaid Expenses,,117.0,89.0,76.0,92.0,,Balance Sheet
"Other Curr. Assets, Total",,,22.0,17.0,19.0,,Balance Sheet
Total Current Assets,,1884.0,2119.0,2217.0,2381.0,,Balance Sheet
Buildings,,,357.0,369.0,405.0,,Balance Sheet
Land/Improvements,,,25.0,32.0,32.0,,Balance Sheet
Machinery/Equipment,,,889.0,944.0,988.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,56.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,,1271.0,1345.0,1481.0,,Balance Sheet
Accumulated Depreciation,,,-787.0,-850.0,-904.0,,Balance Sheet
Prop./Plant/Equip. - Net,,425.0,484.0,495.0,577.0,,Balance Sheet
"Goodwill, Net",,896.0,924.0,902.0,914.0,,Balance Sheet
Intangibles - Gross,,,531.0,503.0,535.0,,Balance Sheet
Accum. Intangible Amort.,,,-277.0,-270.0,-291.0,,Balance Sheet
Intangibles - Net,,185.0,254.0,233.0,244.0,,Balance Sheet
Long Term Investments,,,19.0,19.0,19.0,,Balance Sheet
Note Rcvble - Long Term,,1221.0,1362.0,1419.0,1464.0,,Balance Sheet
Other Long Term Assets,,40.0,35.0,24.0,44.0,,Balance Sheet
Total Assets,,4723.0,5249.0,5373.0,5694.0,,Balance Sheet
Accounts Payable,,171.0,178.0,201.0,199.0,,Balance Sheet
Accrued Expenses,,451.0,435.0,415.0,392.0,,Balance Sheet
Notes Payable/ST Debt,,,183.0,186.0,203.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,301.0,250.0,0.0,3.0,,Balance Sheet
Customer Advances,,,39.0,47.0,55.0,,Balance Sheet
Security Deposits,,67.0,67.0,68.0,68.0,,Balance Sheet
Income Taxes Payable,,,42.0,34.0,24.0,,Balance Sheet
Other Current Liabilities,,,,,5.0,,Balance Sheet
"Other Curr. Lblts, Total",,67.0,147.0,149.0,152.0,,Balance Sheet
Total Current Liabilities,,990.0,1193.0,952.0,948.0,,Balance Sheet
Long Term Debt,,709.0,754.0,946.0,947.0,,Balance Sheet
Capital Lease Obligations,,,,,10.0,,Balance Sheet
Total Long Term Debt,,709.0,754.0,946.0,957.0,,Balance Sheet
Total Debt,,1010.0,1187.0,1132.0,1163.0,,Balance Sheet
Deferred Income Tax,,13.0,28.0,41.0,69.0,,Balance Sheet
Minority Interest,,18.0,18.0,20.0,22.0,,Balance Sheet
Pension Benefits - Underfunded,,283.0,195.0,203.0,156.0,,Balance Sheet
Other LT Liabilities,,93.0,107.0,112.0,133.0,,Balance Sheet
"Other Liabilities, Total",,377.0,302.0,315.0,289.0,,Balance Sheet
Total Liabilities,,2106.0,2295.0,2274.0,2284.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,,Balance Sheet
Common Stock,,67.0,67.0,67.0,67.0,,Balance Sheet
Additional Paid-In Capital,,317.0,343.0,359.0,379.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,3385.0,3772.0,4258.0,4780.0,,Balance Sheet
Treasury Stock - Common,,-654.0,-900.0,-1123.0,-1309.0,,Balance Sheet
Cum. Trans. Adjustment,,,-83.0,-178.0,-187.0,,Balance Sheet
Min. Pension Lblty Adj.,,,-261.0,-297.0,-331.0,,Balance Sheet
