,2015,2016,2017,2018,2019,2020,Report
high,779.98,816.68,1078.49,1273.89,1365.0,1532.11,
low,515.18,663.06,775.8,970.11,1014.07,1013.54,
change,0.4096,0.0388,0.3436,-0.0121,0.3152,0.0349,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,7380.0,7078.0,7158.0,,,,Balance Sheet
Cash & Equivalents,9169.0,5840.0,3557.0,16701.0,18498.0,,Balance Sheet
Short Term Investments,56517.0,73415.0,91156.0,92439.0,101177.0,,Balance Sheet
Cash and Short Term Invs,73066.0,86333.0,101871.0,109140.0,119675.0,,Balance Sheet
"Trade Accts Recvble, Gross",11852.0,14604.0,19010.0,21567.0,26079.0,,Balance Sheet
Prov. for Doubtful Accts,-296.0,-467.0,-674.0,-729.0,-753.0,,Balance Sheet
"Trade Accts Recvble, Net",11556.0,14137.0,18336.0,20838.0,25326.0,,Balance Sheet
Other Receivables,2353.0,95.0,369.0,355.0,2166.0,,Balance Sheet
"Total Receivables, Net",13909.0,14232.0,18705.0,21193.0,27492.0,,Balance Sheet
Total Inventory,,268.0,749.0,1107.0,999.0,,Balance Sheet
Prepaid Expenses,2511.0,3979.0,2903.0,3723.0,,,Balance Sheet
"Other Curr. Assets, Total",628.0,596.0,80.0,513.0,4412.0,,Balance Sheet
Total Current Assets,90114.0,105408.0,124308.0,135676.0,152578.0,,Balance Sheet
Buildings,2576.0,3415.0,4496.0,5310.0,6310.0,,Balance Sheet
Land/Improvements,16518.0,19804.0,23183.0,30179.0,39865.0,,Balance Sheet
Machinery/Equipment,13645.0,16084.0,21429.0,30119.0,36840.0,,Balance Sheet
Construction in Progress,7324.0,8166.0,10491.0,16838.0,21036.0,,Balance Sheet
Other Prop./Plant/Equip.,83.0,58.0,48.0,61.0,11097.0,,Balance Sheet
Prop./Plant/Equip. - Gross,40146.0,47527.0,59647.0,82507.0,115148.0,,Balance Sheet
Accumulated Depreciation,-11130.0,-13293.0,-17264.0,-22788.0,-30561.0,,Balance Sheet
Prop./Plant/Equip. - Net,29016.0,34234.0,42383.0,59719.0,84587.0,,Balance Sheet
"Goodwill, Net",15869.0,16468.0,16747.0,17888.0,20624.0,,Balance Sheet
Intangibles - Gross,8730.0,6357.0,6163.0,6177.0,5929.0,,Balance Sheet
Accum. Intangible Amort.,-4883.0,-3050.0,-3471.0,-3957.0,-3950.0,,Balance Sheet
Intangibles - Net,3847.0,3307.0,2692.0,2220.0,1979.0,,Balance Sheet
Long Term Investments,5183.0,5878.0,7813.0,13859.0,13078.0,,Balance Sheet
Deferred Charges,3181.0,1819.0,2672.0,2693.0,,,Balance Sheet
Def. Inc. Tax - LT Asset,251.0,383.0,680.0,737.0,721.0,,Balance Sheet
Other Long Term Assets,,,,,2342.0,,Balance Sheet
Total Assets,147461.0,167497.0,197295.0,232792.0,275909.0,,Balance Sheet
Accounts Payable,1931.0,2041.0,3137.0,4378.0,5561.0,,Balance Sheet
Accrued Expenses,8293.0,10107.0,14406.0,14000.0,19543.0,,Balance Sheet
Notes Payable/ST Debt,2000.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1225.0,0.0,0.0,,,,Balance Sheet
Customer Advances,3117.0,4041.0,5407.0,8186.0,10069.0,,Balance Sheet
Income Taxes Payable,302.0,554.0,881.0,69.0,274.0,,Balance Sheet
Other Payables,2428.0,0.0,,,,,Balance Sheet
Other Current Liabilities,14.0,13.0,352.0,7987.0,9774.0,,Balance Sheet
"Other Curr. Lblts, Total",5861.0,4608.0,6640.0,16242.0,20117.0,,Balance Sheet
Total Current Liabilities,19310.0,16756.0,24183.0,34620.0,45221.0,,Balance Sheet
Long Term Debt,1995.0,3935.0,3943.0,3950.0,3869.0,,Balance Sheet
Capital Lease Obligations,0.0,,26.0,62.0,685.0,,Balance Sheet
Total Long Term Debt,1995.0,3935.0,3969.0,4012.0,4554.0,,Balance Sheet
Total Debt,5220.0,3935.0,3969.0,4012.0,4554.0,,Balance Sheet
Deferred Income Tax,189.0,226.0,430.0,1264.0,1701.0,,Balance Sheet
"Other Liabilities, Total",5636.0,7544.0,16211.0,15268.0,22991.0,,Balance Sheet
Total Liabilities,27130.0,28461.0,44793.0,55164.0,74467.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,32981.0,36306.0,40246.0,45048.0,50551.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),89223.0,105131.0,113247.0,134885.0,152122.0,,Balance Sheet
Unrealized Gain (Loss),-86.0,-179.0,233.0,-688.0,812.0,,Balance Sheet
Cum. Trans. Adjustment,-2047.0,-2646.0,-1103.0,-1884.0,-2003.0,,Balance Sheet
Other Comprehensive Income,259.0,423.0,-122.0,266.0,-41.0,,Balance Sheet
"Other Equity, Total",-1788.0,-2223.0,-1225.0,-1618.0,-2044.0,,Balance Sheet
Total Equity,120331.0,139036.0,152502.0,177628.0,201442.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,147461.0,167497.0,197295.0,232792.0,275909.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,292.0,297.0,298.0,299.0,300.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,50.0,47.0,47.0,47.0,46.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,345.0,347.0,349.0,350.0,342.0,,Balance Sheet
Ttl Comm. Shares Outs.,687.0,691.0,695.0,696.0,688.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,74989.0,90272.0,110855.0,136819.0,161857.0,,Income Statement
"Cost of Revenue, Total",28164.0,35138.0,45583.0,59549.0,71896.0,,Income Statement
Selling/Gen/Admin Expense,13423.0,15110.0,19733.0,23256.0,28015.0,,Income Statement
Labor & Related Expense,1760.0,2360.0,,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",15183.0,17470.0,19733.0,23256.0,28015.0,,Income Statement
Research & Development,12282.0,13948.0,16625.0,21419.0,26018.0,,Income Statement
Unusual Expense (Income),,,2736.0,5071.0,1697.0,,Income Statement
Total Operating Expense,55629.0,66556.0,84677.0,109295.0,127626.0,,Income Statement
Total Operating Income,19360.0,23716.0,26178.0,27524.0,34231.0,,Income Statement
"Inter Expse, Non-Operating",-104.0,-124.0,-157.0,-206.0,-267.0,,Income Statement
"Inter Capital, Non-Operat",,,48.0,92.0,167.0,,Income Statement
"Inter Expse,Net Non-Operat",-104.0,-124.0,-109.0,-114.0,-100.0,,Income Statement
"Inter Income, Non-Operating",999.0,1220.0,1312.0,1878.0,2427.0,,Income Statement
"Invest Income, Non-Operat",-860.0,-1006.0,-438.0,6619.0,3146.0,,Income Statement
"Inter/Invest Inc, Non-Oper",139.0,214.0,874.0,8497.0,5573.0,,Income Statement
Gain(Loss)on Sale of Assets,0.0,,,,,,Income Statement
"Other, Net",256.0,344.0,250.0,-994.0,-79.0,,Income Statement
Income Before Tax,19651.0,24150.0,27193.0,34913.0,39625.0,,Income Statement
Income Tax - Total,3303.0,4672.0,4707.0,4177.0,5282.0,,Income Statement
Income After Tax,16348.0,19478.0,22486.0,30736.0,34343.0,,Income Statement
Net Inc Before Extra Items,16348.0,19478.0,22486.0,30736.0,34343.0,,Income Statement
Discontinued Operations,0.0,0.0,,,,,Income Statement
Extraordinary Item,,,-9824.0,,,,Income Statement
Total Extraordinary Items,0.0,0.0,-9824.0,,,,Income Statement
Total Net Income,16348.0,19478.0,12662.0,30736.0,34343.0,,Income Statement
Total Adjust to Net Income,-522.0,0.0,,,,,Income Statement
Income Available to Common Excl. Extra. Items,15826.0,19478.0,22486.0,30736.0,34343.0,,Income Statement
Income Available to Common Incl. Extra. Items,15826.0,19478.0,12662.0,30736.0,34343.0,,Income Statement
Basic/Primary Weighted Average Shares,685.0,688.0,693.0,695.0,693.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,23.12,28.32,32.45,44.22,49.59,,Income Statement
Basic/Primary EPS Incl. Extra. Items,23.12,28.32,18.27,44.22,49.59,,Income Statement
Dilution Adjustment,0.0,0.0,0.0,0.0,0.0,,Income Statement
Diluted Weighted Average Shares,693.0,699.0,704.0,703.0,699.0,,Income Statement
Diluted EPS Excl. Extra. Items,22.84,27.88,31.96,43.7,49.16,,Income Statement
Diluted EPS Incl. Extra. Items,22.84,27.88,18.0,43.7,49.16,,Income Statement
Div/Share-ComStockPrimIssue,0.0,0.0,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",104.0,124.0,157.0,206.0,267.0,,Income Statement
"Interest Capitalized, Suppl",,,-48.0,-92.0,-167.0,,Income Statement
