,2015,2016,2017,2018,2019,2020,Report
high,219.79,217.8,264.56,355.88,372.92,392.58,
low,162.21,150.0,186.25,248.01,225.65,208.25,
change,0.0653,0.1484,0.22280000000000003,0.1489,0.2937,0.0282,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,2571.0,3877.0,4042.0,2343.0,4054.0,,Balance Sheet
Land/Improvements,,701.0,733.0,786.0,894.0,,Balance Sheet
Other Prop./Plant/Equip.,,2494.0,2827.0,3262.0,4131.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,3195.0,3560.0,4048.0,5025.0,,Balance Sheet
Accumulated Depreciation,,-1690.0,-1976.0,-2313.0,-2660.0,,Balance Sheet
Prop./Plant/Equip. - Net,1384.0,1505.0,1584.0,1735.0,2365.0,,Balance Sheet
"Goodwill, Net",3265.0,3272.0,3281.0,3897.0,3928.0,,Balance Sheet
Intangibles - Gross,753.0,753.0,770.0,827.0,829.0,,Balance Sheet
Accum. Intangible Amort.,-396.0,-473.0,-544.0,-582.0,-652.0,,Balance Sheet
Intangibles - Net,357.0,280.0,226.0,245.0,177.0,,Balance Sheet
LT Invt. - Affiliate Comp.,,,,1047.0,1063.0,,Balance Sheet
LT Investments - Other,9110.0,9798.0,12302.0,10437.0,11378.0,,Balance Sheet
Long Term Investments,9110.0,9798.0,12302.0,11484.0,12441.0,,Balance Sheet
Insurance Receivables,1161.0,1280.0,854.0,1015.0,1056.0,,Balance Sheet
"Other Assets, Total",6830.0,5384.0,4889.0,4694.0,5053.0,,Balance Sheet
Total Assets,24678.0,25396.0,27178.0,25413.0,29074.0,,Balance Sheet
Payable/Accrued,2212.0,2467.0,4069.0,3067.0,3638.0,,Balance Sheet
Accrued Expenses,,,,,448.0,,Balance Sheet
Policy Liabilities,4976.0,4563.0,4668.0,4862.0,6004.0,,Balance Sheet
Notes Payable/ST Debt,301.0,212.0,141.0,1466.0,525.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,299.0,300.0,150.0,399.0,399.0,,Balance Sheet
"Other Curr. Lblts, Total",364.0,280.0,378.0,283.0,247.0,,Balance Sheet
Total Long Term Debt,3794.0,3792.0,4770.0,4375.0,4967.0,,Balance Sheet
Total Debt,4394.0,4304.0,5061.0,6240.0,5891.0,,Balance Sheet
Pension Benefits - Underfunded,2151.0,2834.0,2923.0,219.0,206.0,,Balance Sheet
Other Liabilities,235.0,263.0,237.0,581.0,603.0,,Balance Sheet
"Other Liabilities, Total",2386.0,3097.0,3160.0,800.0,809.0,,Balance Sheet
Total Liabilities,14332.0,14711.0,17336.0,15252.0,17037.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,,Balance Sheet
Common Stock,33.0,33.0,33.0,33.0,33.0,,Balance Sheet
Additional Paid-In Capital,2530.0,2562.0,2445.0,2535.0,2820.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),11017.0,11454.0,13670.0,15072.0,17483.0,,Balance Sheet
Treasury Stock - Common,-3292.0,-3298.0,-6325.0,-7320.0,-8455.0,,Balance Sheet
"Other Equity, Total",58.0,-66.0,19.0,-159.0,156.0,,Balance Sheet
Total Equity,10346.0,10685.0,9842.0,10161.0,12037.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,24678.0,25396.0,27178.0,25413.0,29074.0,,Balance Sheet
Ttl Comm. Shares Outs.,148.0,149.0,138.0,136.0,132.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,50.0,49.0,61.0,63.0,67.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Net Premiums Earned,52409.0,53021.0,52380.0,54941.0,62948.0,,Income Statement
Other Insurance Revenue,1406.0,969.0,982.0,1457.0,1439.0,,Income Statement
Total Premiums Earned,53815.0,53990.0,53362.0,56398.0,64387.0,,Income Statement
Net Investment Income,474.0,389.0,405.0,514.0,501.0,,Income Statement
Total Revenue,54289.0,54379.0,53767.0,56912.0,64888.0,,Income Statement
"Losses,Benies& Adjmts,Total",44269.0,45007.0,43496.0,45882.0,53857.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,236.0,,Income Statement
Depreciation/Amortization,355.0,354.0,378.0,405.0,458.0,,Income Statement
Unusual Expense (Income),-270.0,0.0,-936.0,786.0,0.0,,Income Statement
"Other Operat Expse, Total",7318.0,7277.0,6567.0,7525.0,7145.0,,Income Statement
Total Operating Expense,51672.0,52638.0,49505.0,54598.0,61696.0,,Income Statement
Total Operating Income,2617.0,1741.0,4262.0,2314.0,3192.0,,Income Statement
"Inter Expse,Net Non-Operat",-186.0,-189.0,-242.0,-218.0,-242.0,,Income Statement
OtherNon-OperatInc (Expnse),,,,-33.0,506.0,,Income Statement
"Other, Net",,,,-33.0,506.0,,Income Statement
Income Before Tax,2431.0,1552.0,4020.0,2063.0,3456.0,,Income Statement
Income Tax - Total,1155.0,938.0,1439.0,352.0,763.0,,Income Statement
Income After Tax,1276.0,614.0,2581.0,1711.0,2693.0,,Income Statement
Equity In Affiliates,,,,11.0,14.0,,Income Statement
Net Inc Before Extra Items,1276.0,614.0,2581.0,1722.0,2707.0,,Income Statement
Total Extraordinary Items,,,-133.0,-39.0,0.0,,Income Statement
Total Net Income,1276.0,614.0,2448.0,1683.0,2707.0,,Income Statement
Income Available to Common Excl. Extra. Items,1276.0,614.0,2581.0,1722.0,2707.0,,Income Statement
Income Available to Common Incl. Extra. Items,1276.0,614.0,2448.0,1683.0,2707.0,,Income Statement
Basic/Primary Weighted Average Shares,149.0,149.0,144.0,137.0,134.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,8.54,4.11,17.86,12.52,20.19,,Income Statement
Basic/Primary EPS Incl. Extra. Items,8.54,4.11,16.94,12.24,20.19,,Income Statement
Diluted Weighted Average Shares,151.0,151.0,146.0,138.0,135.0,,Income Statement
Diluted EPS Excl. Extra. Items,8.44,4.07,17.73,12.44,20.09,,Income Statement
Diluted EPS Incl. Extra. Items,8.44,4.07,16.81,12.16,20.09,,Income Statement
Div/Share-ComStockPrimIssue,1.14,1.16,1.49,1.9,2.15,,Income Statement
Gross Divid - Common Stock,175.0,177.0,232.0,277.0,289.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",186.0,189.0,242.0,218.0,242.0,,Income Statement
"Depreciat/Amort, Suppl",354.0,388.0,410.0,444.0,505.0,,Income Statement
Total Special Items,-270.0,0.0,-936.0,786.0,0.0,,Income Statement
Normalzd Income Before Tax,2161.0,1552.0,3084.0,2849.0,3456.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),-128.0,0.0,-335.0,134.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,1027.0,938.0,1104.0,486.0,763.0,,Income Statement
Normalized Income After Tax,1134.0,614.0,1980.0,2363.0,2693.0,,Income Statement
Normalzd Inc Avail to Common,1134.0,614.0,1980.0,2374.0,2707.0,,Income Statement
Basic Normalized EPS,7.59,4.11,13.7,17.27,20.19,,Income Statement
Diluted Normalized EPS,7.5,4.07,13.6,17.15,20.09,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,1276.0,614.0,2448.0,1683.0,2707.0,,Cash Flow
Depreciation/Depletion,354.0,388.0,410.0,444.0,505.0,,Cash Flow
Amortization,93.0,77.0,75.0,90.0,70.0,,Cash Flow
Deferred Taxes,-2.0,-71.0,132.0,194.0,162.0,,Cash Flow
Unusual Items,-270.0,0.0,0.0,786.0,0.0,,Cash Flow
Equity in Net Earnings/Loss,,,,-11.0,-14.0,,Cash Flow
Other Non-Cash Items,170.0,154.0,177.0,173.0,163.0,,Cash Flow
