,2015,2016,2017,2018,2019,2020,Report
high,60.95,61.3,77.92,80.7,80.42,83.11,
low,47.1,34.52,55.23,48.42,50.67,32.0,
change,-0.0402,0.171,0.2263,-0.30670000000000003,0.5764,-0.4219,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,20900.0,23043.0,23775.0,23645.0,23967.0,,Balance Sheet
Interest-Earning Deposits,112197.0,137451.0,156741.0,164460.0,169952.0,,Balance Sheet
Fed. Fund/Resale,219675.0,236813.0,232478.0,270684.0,251322.0,,Balance Sheet
Trading Account Assets,249956.0,243925.0,251556.0,256117.0,276140.0,,Balance Sheet
Other Short Trm Invest.,,1774.0,1206.0,1109.0,1162.0,,Balance Sheet
Securities Held,43819.0,44328.0,52580.0,62330.0,78841.0,,Balance Sheet
Securities for Sale,299136.0,307202.0,298504.0,295168.0,288560.0,,Balance Sheet
Total Invest. Securities,342955.0,351530.0,351084.0,357498.0,367401.0,,Balance Sheet
"Other Erng. Assets, Total",924783.0,971493.0,993065.0,1049868.0,1065977.0,,Balance Sheet
Total Gross Loans,617452.0,624297.0,667060.0,684310.0,699483.0,,Balance Sheet
Loan Loss Allowances,-12626.0,-12060.0,-12355.0,-12315.0,-12783.0,,Balance Sheet
Unearned Income,165.0,72.0,-26.0,-114.0,,,Balance Sheet
Net Loans,604991.0,612309.0,654679.0,671881.0,686700.0,,Balance Sheet
"Goodwill, Net",22349.0,21659.0,22256.0,22046.0,22126.0,,Balance Sheet
Intangibles - Gross,15888.0,16948.0,12452.0,12765.0,12766.0,,Balance Sheet
Accum. Intangible Amort.,-10386.0,-10270.0,-7306.0,-7545.0,-7944.0,,Balance Sheet
Intangibles - Net,5502.0,6678.0,5146.0,5220.0,4822.0,,Balance Sheet
Def. Inc. Tax - LT Asset,51192.0,49690.0,26797.0,27685.0,28973.0,,Balance Sheet
Other Assets,101493.0,107205.0,116747.0,117038.0,118593.0,,Balance Sheet
"Other Assets, Total",101493.0,107205.0,116747.0,117038.0,118593.0,,Balance Sheet
Total Assets,1731210.0,1792077.0,1842465.0,1917383.0,1951158.0,,Balance Sheet
Accounts Payable,53722.0,57152.0,61342.0,64571.0,48601.0,,Balance Sheet
Non-Interest Bearing Dep.,210826.0,214314.0,214320.0,186484.0,184503.0,,Balance Sheet
Interest Bearing Deposits,697061.0,715092.0,745502.0,826686.0,886087.0,,Balance Sheet
Total Deposits,907887.0,929406.0,959822.0,1013170.0,1070590.0,,Balance Sheet
"Other Bearing Lblts, Total",17800.0,33600.0,43100.0,20000.0,23100.0,,Balance Sheet
Fed Funds Purch.,146496.0,141821.0,156277.0,177768.0,166339.0,,Balance Sheet
Other ST Borrowings,21079.0,18701.0,20652.0,22846.0,27449.0,,Balance Sheet
Total ST Borrowings,167575.0,160522.0,176929.0,200614.0,193788.0,,Balance Sheet
Total Long Term Debt,183475.0,184578.0,217409.0,221499.0,243260.0,,Balance Sheet
