,2015,2016,2017,2018,2019,2020,Report
high,72.65,80.19,78.17,74.75,93.17,89.99,
low,58.19,52.8,63.06,49.58,66.82,24.27,
change,-0.0545,-0.0124,-0.049800000000000004,0.0861,0.1888,-0.4573,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,361.0,419.0,244.0,215.0,285.0,,Balance Sheet
"Trade Accts Recvble, Net",706.0,826.0,561.0,687.0,745.0,,Balance Sheet
Other Receivables,396.0,343.0,389.0,367.0,466.0,,Balance Sheet
"Total Receivables, Net",1102.0,1169.0,950.0,1054.0,1211.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,29696.0,28996.0,29848.0,33000.0,34775.0,,Balance Sheet
Accumulated Depreciation,-3796.0,-4093.0,-4838.0,-5500.0,-5715.0,,Balance Sheet
Prop./Plant/Equip. - Net,25899.0,24903.0,25009.0,27500.0,29608.0,,Balance Sheet
"Goodwill, Net",68.0,68.0,68.0,68.0,68.0,,Balance Sheet
Long Term Investments,542.0,457.0,446.0,483.0,583.0,,Balance Sheet
Note Rcvble - Long Term,819.0,616.0,427.0,330.0,270.0,,Balance Sheet
Disct. Ops. - LT Asset,170.0,1045.0,734.0,590.0,1253.0,,Balance Sheet
Restricted Cash - LT,62.0,188.0,66.0,101.0,101.0,,Balance Sheet
Total Assets,29024.0,28865.0,27944.0,30342.0,33381.0,,Balance Sheet
Accrued Expenses,773.0,901.0,984.0,1105.0,1374.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Long Term Debt,12892.0,12284.0,11660.0,13226.0,14915.0,,Balance Sheet
Capital Lease Obligations,,,,,109.0,,Balance Sheet
Total Long Term Debt,12892.0,12284.0,11660.0,13226.0,15024.0,,Balance Sheet
Total Debt,12892.0,12284.0,11660.0,13226.0,15024.0,,Balance Sheet
Minority Interest,768.0,874.0,877.0,1378.0,1442.0,,Balance Sheet
Total Liabilities,14433.0,14059.0,13521.0,15710.0,17840.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",1006.0,1006.0,719.0,718.0,0.0,,Balance Sheet
Common Stock,355.0,363.0,372.0,384.0,411.0,,Balance Sheet
Additional Paid-In Capital,16478.0,17000.0,17663.0,18424.0,20190.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-3120.0,-3341.0,-4155.0,-4697.0,-4870.0,,Balance Sheet
Treasury Stock - Common,-44.0,-55.0,-65.0,-68.0,-79.0,,Balance Sheet
Unrealized Gain (Loss),-3.0,4.0,,-1.0,,,Balance Sheet
Cum. Trans. Adjustment,-85.0,-173.0,,-129.0,,,Balance Sheet
Other Equity,4.0,3.0,1.0,0.0,0.0,,Balance Sheet
