,2015,2016,2017,2018,2019,2020,Report
high,122.08,106.75,116.1,120.2,153.41,148.2,
low,90.0,86.25,96.2,97.68,105.94,79.07,
change,-0.045899999999999996,0.010700000000000001,0.021,0.0064,0.3379,-0.2487,
Date,2015-10-03 00:00:00,2016-10-01 00:00:00,2017-09-30 00:00:00,2018-09-29 00:00:00,2019-09-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,4269.0,4610.0,4017.0,4150.0,5418.0,,Balance Sheet
"Trade Accts Recvble, Gross",7613.0,8458.0,8013.0,8268.0,12882.0,,Balance Sheet
Prov. for Doubtful Accts,-157.0,-153.0,-187.0,-192.0,-295.0,,Balance Sheet
"Trade Accts Recvble, Net",7456.0,8305.0,7826.0,8076.0,12587.0,,Balance Sheet
Other Receivables,563.0,760.0,807.0,1258.0,2894.0,,Balance Sheet
"Total Receivables, Net",8019.0,9065.0,8633.0,9334.0,15481.0,,Balance Sheet
Total Inventory,1571.0,1390.0,1373.0,1392.0,1649.0,,Balance Sheet
Prepaid Expenses,469.0,449.0,445.0,476.0,,,Balance Sheet
Restricted Cash - Current,,,,,26.0,,Balance Sheet
Deferred Income Tax,4051.0,3679.0,4480.0,3109.0,7902.0,,Balance Sheet
Other Current Assets,1663.0,1452.0,1421.0,1473.0,5550.0,,Balance Sheet
"Other Curr. Assets, Total",2430.0,1452.0,1421.0,1473.0,5576.0,,Balance Sheet
Total Current Assets,16758.0,16966.0,15889.0,16825.0,28124.0,,Balance Sheet
Buildings,22325.0,28760.0,29542.0,29927.0,30675.0,,Balance Sheet
Land/Improvements,5602.0,5842.0,6848.0,7035.0,7814.0,,Balance Sheet
Construction in Progress,6028.0,2684.0,2145.0,3942.0,4264.0,,Balance Sheet
Other Prop./Plant/Equip.,16068.0,16912.0,18908.0,19400.0,21265.0,,Balance Sheet
Prop./Plant/Equip. - Gross,50023.0,54198.0,57443.0,60304.0,64018.0,,Balance Sheet
Accumulated Depreciation,-24844.0,-26849.0,-29037.0,-30764.0,-32415.0,,Balance Sheet
Prop./Plant/Equip. - Net,25179.0,27349.0,28406.0,29540.0,31603.0,,Balance Sheet
"Goodwill, Net",27826.0,27810.0,31426.0,31269.0,80293.0,,Balance Sheet
Intangibles - Gross,14781.0,14923.0,16304.0,16770.0,49418.0,,Balance Sheet
Accum. Intangible Amort.,-1426.0,-1635.0,-1828.0,-2070.0,-3393.0,,Balance Sheet
Intangibles - Net,13355.0,13288.0,14476.0,14700.0,46025.0,,Balance Sheet
LT Invt. - Affiliate Comp.,2483.0,4082.0,3087.0,2768.0,2922.0,,Balance Sheet
LT Investments - Other,247.0,198.0,115.0,131.0,302.0,,Balance Sheet
Long Term Investments,2730.0,4280.0,3202.0,2899.0,3224.0,,Balance Sheet
Note Rcvble - Long Term,1589.0,1651.0,1688.0,1928.0,,,Balance Sheet
Deferred Charges,211.0,229.0,233.0,919.0,,,Balance Sheet
Restricted Cash - LT,,,,,11.0,,Balance Sheet
Other Long Term Assets,534.0,460.0,469.0,518.0,4704.0,,Balance Sheet
Total Assets,88182.0,92033.0,95789.0,98598.0,193984.0,,Balance Sheet
Accounts Payable,5504.0,6860.0,6490.0,6503.0,13778.0,,Balance Sheet
Accrued Expenses,1797.0,1747.0,1819.0,2189.0,3010.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,4563.0,3687.0,6172.0,3790.0,8857.0,,Balance Sheet
Customer Advances,3927.0,4025.0,4568.0,4591.0,4722.0,,Balance Sheet
Other Current Liabilities,543.0,523.0,546.0,787.0,974.0,,Balance Sheet
"Other Curr. Lblts, Total",4470.0,4548.0,5114.0,5378.0,5696.0,,Balance Sheet
Total Current Liabilities,16334.0,16842.0,19595.0,17860.0,31341.0,,Balance Sheet
Total Long Term Debt,12773.0,16483.0,19119.0,17084.0,38129.0,,Balance Sheet
Total Debt,17336.0,20170.0,25291.0,20874.0,46986.0,,Balance Sheet
Minority Interest,4130.0,4058.0,4837.0,5182.0,13975.0,,Balance Sheet
Pension Benefits - Underfunded,,,,,4783.0,,Balance Sheet
Other LT Liabilities,6369.0,7706.0,6443.0,6590.0,8977.0,,Balance Sheet
"Other Liabilities, Total",6369.0,7706.0,6443.0,6590.0,13760.0,,Balance Sheet
Total Liabilities,43657.0,48768.0,54474.0,49825.0,105107.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,35122.0,35859.0,36248.0,36779.0,53907.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),59028.0,66088.0,72606.0,82679.0,42494.0,,Balance Sheet
Treasury Stock - Common,-47204.0,-54703.0,-64011.0,-67588.0,-907.0,,Balance Sheet
Unrealized Gain (Loss),13.0,26.0,8.0,15.0,-2.0,,Balance Sheet
Cum. Trans. Adjustment,-271.0,-329.0,-407.0,-624.0,-971.0,,Balance Sheet
Min. Pension Lblty Adj.,-2497.0,-3651.0,-3067.0,-2633.0,-5746.0,,Balance Sheet
Other Comprehensive Income,334.0,-25.0,-62.0,145.0,102.0,,Balance Sheet
"Other Equity, Total",-2434.0,-4005.0,-3536.0,-3112.0,-6615.0,,Balance Sheet
Total Equity,44525.0,43265.0,41315.0,48773.0,88877.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,88182.0,92033.0,95789.0,98598.0,193984.0,,Balance Sheet
Ttl Comm. Shares Outs.,1600.0,1600.0,1500.0,1500.0,1781.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,1200.0,1300.0,1400.0,1400.0,19.0,,Balance Sheet
Date,2015-10-03 00:00:00,2016-10-01 00:00:00,2017-09-30 00:00:00,2018-09-29 00:00:00,2019-09-28 00:00:00,,Income Statement
Total Revenue,52465.0,55632.0,55137.0,59434.0,69570.0,,Income Statement
"Cost of Revenue, Total",28364.0,29993.0,30306.0,32726.0,42018.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",8523.0,8754.0,8176.0,8860.0,11541.0,,Income Statement
Depreciation/Amortization,2354.0,2527.0,2782.0,3011.0,4160.0,,Income Statement
Restructuring Charge,53.0,156.0,98.0,33.0,1183.0,,Income Statement
Litigation,0.0,,177.0,-38.0,-46.0,,Income Statement
Impair-Assets Held for Sale,,,,,538.0,,Income Statement
Other Unusual Expnse (In),,,-255.0,-3.0,-4283.0,,Income Statement
Unusual Expense (Income),53.0,156.0,20.0,-8.0,-2608.0,,Income Statement
"Other Operat Expse, Total",,0.0,,,,,Income Statement
Total Operating Expense,39294.0,41430.0,41284.0,44589.0,55111.0,,Income Statement
Total Operating Income,13171.0,14202.0,13853.0,14845.0,14459.0,,Income Statement
"Inter Expse,Net Non-Operat",-265.0,-354.0,-507.0,-682.0,-1188.0,,Income Statement
"Inter Income, Non-Operating",148.0,94.0,122.0,108.0,271.0,,Income Statement
"Invest Income, Non-Operat",814.0,926.0,320.0,-102.0,374.0,,Income Statement
"Inter/Invest Inc, Non-Oper",962.0,1020.0,442.0,6.0,645.0,,Income Statement
Gain(Loss)on Sale of Assets,0.0,,,560.0,28.0,,Income Statement
Income Before Tax,13868.0,14868.0,13788.0,14729.0,13944.0,,Income Statement
Income Tax - Total,5016.0,5078.0,4422.0,3363.0,3065.0,,Income Statement
Income After Tax,8852.0,9790.0,9366.0,11366.0,10879.0,,Income Statement
Minority Interest,-470.0,-399.0,-386.0,-468.0,-472.0,,Income Statement
Net Inc Before Extra Items,8382.0,9391.0,8980.0,10898.0,10407.0,,Income Statement
Discontinued Operations,,,,,648.0,,Income Statement
Extraordinary Item,,,,1700.0,34.0,,Income Statement
Tax on Extraordinary Items,,,,,-35.0,,Income Statement
Total Extraordinary Items,,,,1700.0,647.0,,Income Statement
Total Net Income,8382.0,9391.0,8980.0,12598.0,11054.0,,Income Statement
Income Available to Common Excl. Extra. Items,8382.0,9391.0,8980.0,10898.0,10407.0,,Income Statement
Income Available to Common Incl. Extra. Items,8382.0,9391.0,8980.0,12598.0,11054.0,,Income Statement
Basic/Primary Weighted Average Shares,1694.0,1629.0,1568.0,1499.0,1656.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,4.95,5.76,5.73,7.27,6.28,,Income Statement
Basic/Primary EPS Incl. Extra. Items,4.95,5.76,5.73,8.4,6.68,,Income Statement
Diluted Weighted Average Shares,1709.0,1639.0,1578.0,1507.0,1666.0,,Income Statement
Diluted EPS Excl. Extra. Items,4.9,5.73,5.69,7.23,6.25,,Income Statement
Diluted EPS Incl. Extra. Items,4.9,5.73,5.69,8.36,6.64,,Income Statement
Div/Share-ComStockPrimIssue,1.81,1.42,1.56,1.68,1.76,,Income Statement
Gross Divid - Common Stock,3063.0,2313.0,2445.0,2515.0,2895.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",265.0,354.0,507.0,682.0,1188.0,,Income Statement
"Interest Capitalized, Suppl",-110.0,-139.0,-87.0,-125.0,-222.0,,Income Statement
"Depreciat/Amort, Suppl",2132.0,2320.0,2586.0,2758.0,2837.0,,Income Statement
Total Special Items,53.0,156.0,20.0,-568.0,-2636.0,,Income Statement
Normalzd Income Before Tax,13921.0,15024.0,13808.0,14161.0,11308.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),19.0,53.0,6.0,-130.0,-579.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,5035.0,5131.0,4428.0,3233.0,2486.0,,Income Statement
Normalized Income After Tax,8886.0,9893.0,9380.0,10928.0,8822.0,,Income Statement
Normalzd Inc Avail to Common,8416.0,9494.0,8994.0,10460.0,8350.0,,Income Statement
Basic Normalized EPS,4.97,5.83,5.74,6.98,5.04,,Income Statement
Diluted Normalized EPS,4.92,5.79,5.7,6.94,5.01,,Income Statement
Date,2015-10-03 00:00:00,2016-10-01 00:00:00,2017-09-30 00:00:00,2018-09-29 00:00:00,2019-09-28 00:00:00,,Cash Flow
Net Income,8852.0,9790.0,9366.0,13066.0,10913.0,,Cash Flow
Depreciation/Depletion,2354.0,2527.0,2782.0,3011.0,4160.0,,Cash Flow
Deferred Taxes,-102.0,1214.0,334.0,-1573.0,117.0,,Cash Flow
Discontinued Operations,,,,,622.0,,Cash Flow
Unusual Items,-91.0,-26.0,-289.0,-560.0,-4794.0,,Cash Flow
Equity in Net Earnings/Loss,-62.0,-127.0,468.0,877.0,857.0,,Cash Flow
Other Non-Cash Items,116.0,966.0,-208.0,311.0,375.0,,Cash Flow
Non-Cash Items,-37.0,813.0,-29.0,628.0,-2940.0,,Cash Flow
"Cash Taxes Pd, Supplemental",4396.0,4133.0,3801.0,2503.0,9259.0,,Cash Flow
"Cash Interest Pd, Suppl",314.0,395.0,466.0,631.0,1142.0,,Cash Flow
