,2015,2016,2017,2018,2019,2020,Report
high,59.52,71.32,78.07,81.05,96.22,104.97,
low,52.29,56.75,61.82,62.71,72.26,65.14,
change,0.0475,0.0889,0.16760000000000003,0.0213,0.26670000000000005,-0.1549,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,176.0,211.0,215.0,234.0,247.0,,Balance Sheet
Short Term Investments,387.0,332.0,162.0,159.0,203.0,,Balance Sheet
Cash and Short Term Invs,563.0,542.0,376.0,393.0,450.0,,Balance Sheet
"Trade Accts Recvble, Gross",1556.0,1678.0,1598.0,1699.0,1499.0,,Balance Sheet
Prov. for Doubtful Accts,-29.0,-38.0,-39.0,-37.0,-44.0,,Balance Sheet
"Trade Accts Recvble, Net",1527.0,1640.0,1560.0,1662.0,1456.0,,Balance Sheet
Other Receivables,82.0,118.0,101.0,55.0,27.0,,Balance Sheet
"Total Receivables, Net",1609.0,1758.0,1661.0,1717.0,1483.0,,Balance Sheet
Invent. - Raw Materials,739.0,544.0,566.0,580.0,641.0,,Balance Sheet
Fuel - Inventory,601.0,424.0,388.0,342.0,529.0,,Balance Sheet
Total Inventory,1339.0,967.0,953.0,921.0,1169.0,,Balance Sheet
Prepaid Expenses,172.0,326.0,310.0,209.0,242.0,,Balance Sheet
Restricted Cash - Current,107.0,80.0,304.0,351.0,246.0,,Balance Sheet
Unbilled Utility Revenues,31.0,159.0,230.0,209.0,222.0,,Balance Sheet
Discont. Ops.-Curr. Assets,0.0,1951.0,0.0,,,,Balance Sheet
Other Current Assets,250.0,251.0,419.0,313.0,266.0,,Balance Sheet
"Other Curr. Assets, Total",388.0,2441.0,952.0,874.0,734.0,,Balance Sheet
Total Current Assets,4072.0,6034.0,4253.0,4114.0,4078.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,1412.0,,Balance Sheet
Accumulated Depreciation,,,,,-152.0,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,1261.0,,Balance Sheet
"Goodwill, Net",53.0,53.0,53.0,53.0,53.0,,Balance Sheet
Utility Plant,65481.0,62037.0,67429.0,73085.0,78691.0,,Balance Sheet
Utlty. Plnt. Accum. Deprc.,-19348.0,-16397.0,-17167.0,-17986.0,-18856.0,,Balance Sheet
