,2015,2016,2017,2018,2019,2020,Report
high,101.31,111.43,146.33,186.91,211.46,219.88,
low,72.1,64.51,105.89,127.79,143.6,112.62,
change,-0.15710000000000002,0.2921,0.33049999999999996,0.0245,0.321,-0.1041,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1101.0,956.0,690.0,358.0,580.0,,Balance Sheet
"Trade Accts Recvble, Gross",949.0,949.0,962.0,1016.0,929.0,,Balance Sheet
Prov. for Doubtful Accts,-3.0,-4.0,-7.0,-7.0,-9.0,,Balance Sheet
"Total Receivables, Net",946.0,945.0,955.0,1009.0,920.0,,Balance Sheet
Total Inventory,271.0,257.0,222.0,207.0,244.0,,Balance Sheet
Restricted Cash - Current,,,,,88.0,,Balance Sheet
Other Current Assets,194.0,133.0,282.0,288.0,249.0,,Balance Sheet
"Other Curr. Assets, Total",194.0,133.0,282.0,288.0,337.0,,Balance Sheet
Total Current Assets,2512.0,2291.0,2149.0,1862.0,2081.0,,Balance Sheet
Land/Improvements,2327.0,2330.0,2342.0,2337.0,2385.0,,Balance Sheet
Machinery/Equipment,3937.0,3929.0,3866.0,3806.0,3720.0,,Balance Sheet
Construction in Progress,923.0,959.0,694.0,879.0,651.0,,Balance Sheet
Other Prop./Plant/Equip.,33283.0,34270.0,35337.0,36443.0,37379.0,,Balance Sheet
Prop./Plant/Equip. - Gross,40470.0,41488.0,42239.0,43465.0,44135.0,,Balance Sheet
Accumulated Depreciation,-11478.0,-11737.0,-11909.0,-12374.0,-11982.0,,Balance Sheet
Prop./Plant/Equip. - Net,28992.0,29751.0,30330.0,31091.0,32153.0,,Balance Sheet
LT Invt. - Affiliate Comp.,2102.0,2176.0,2425.0,2532.0,2646.0,,Balance Sheet
LT Investments - Other,470.0,601.0,556.0,577.0,782.0,,Balance Sheet
Long Term Investments,2572.0,2777.0,2981.0,3109.0,3428.0,,Balance Sheet
Other Long Term Assets,63.0,73.0,251.0,177.0,261.0,,Balance Sheet
Total Assets,34139.0,34892.0,35711.0,36239.0,37923.0,,Balance Sheet
Accounts Payable,602.0,650.0,822.0,828.0,710.0,,Balance Sheet
Accrued Expenses,123.0,119.0,115.0,139.0,246.0,,Balance Sheet
Notes Payable/ST Debt,200.0,100.0,100.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,500.0,550.0,600.0,585.0,316.0,,Balance Sheet
Income Taxes Payable,203.0,245.0,211.0,255.0,229.0,,Balance Sheet
Other Payables,489.0,565.0,579.0,677.0,718.0,,Balance Sheet
Other Current Liabilities,114.0,110.0,118.0,107.0,81.0,,Balance Sheet
"Other Curr. Lblts, Total",806.0,920.0,908.0,1039.0,1028.0,,Balance Sheet
Total Current Liabilities,2231.0,2339.0,2545.0,2591.0,2300.0,,Balance Sheet
Total Long Term Debt,9393.0,9562.0,9136.0,10560.0,11880.0,,Balance Sheet
Total Debt,10093.0,10212.0,9836.0,11145.0,12196.0,,Balance Sheet
Deferred Income Tax,8942.0,9140.0,6324.0,6460.0,6815.0,,Balance Sheet
Pension Benefits - Underfunded,665.0,679.0,605.0,586.0,589.0,,Balance Sheet
Other LT Liabilities,720.0,763.0,742.0,680.0,1155.0,,Balance Sheet
"Other Liabilities, Total",1385.0,1442.0,1347.0,1266.0,1744.0,,Balance Sheet
Total Liabilities,21951.0,22483.0,19352.0,20877.0,22739.0,,Balance Sheet
Common Stock,299.0,292.0,285.0,269.0,259.0,,Balance Sheet
Additional Paid-In Capital,2143.0,2179.0,2254.0,2216.0,2209.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),10191.0,10425.0,14176.0,13440.0,13207.0,,Balance Sheet
Unrealized Gain (Loss),-78.0,-73.0,-56.0,-66.0,-70.0,,Balance Sheet
"Other Equity, Total",-367.0,-414.0,-300.0,-497.0,-421.0,,Balance Sheet
Total Equity,12188.0,12409.0,16359.0,15362.0,15184.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,34139.0,34892.0,35711.0,36239.0,37923.0,,Balance Sheet
Ttl Comm. Shares Outs.,298.0,290.0,284.0,268.0,258.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,20.0,20.0,20.0,20.0,20.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,10511.0,9888.0,10551.0,11458.0,11296.0,,Income Statement
"Cost of Revenue, Total",6254.0,5547.0,5793.0,6034.0,5878.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",319.0,306.0,181.0,363.0,291.0,,Income Statement
Depreciation/Amortization,1059.0,1026.0,1055.0,1102.0,1138.0,,Income Statement
Total Operating Expense,7632.0,6879.0,7029.0,7499.0,7307.0,,Income Statement
Total Operating Income,2879.0,3009.0,3522.0,3959.0,3989.0,,Income Statement
"Inter Expse, Non-Operating",-566.0,-583.0,-570.0,-574.0,-620.0,,Income Statement
"Inter Capital, Non-Operat",21.0,20.0,20.0,17.0,16.0,,Income Statement
"Inter Expse,Net Non-Operat",-545.0,-563.0,-550.0,-557.0,-604.0,,Income Statement
"Inter Income, Non-Operating",8.0,,,,,,Income Statement
"Invest Income, Non-Operat",0.0,,,,,,Income Statement
"Inter/Invest Inc, Non-Oper",8.0,,,,,,Income Statement
"Inter Inc(Exp),Net Non-Oper",-4.0,,,,,,Income Statement
Gain(Loss)on Sale of Assets,55.0,,,,,,Income Statement
"Other, Net",49.0,136.0,156.0,67.0,106.0,,Income Statement
Income Before Tax,2442.0,2582.0,3128.0,3469.0,3491.0,,Income Statement
Income Tax - Total,886.0,914.0,1055.0,803.0,769.0,,Income Statement
Income After Tax,1556.0,1668.0,2073.0,2666.0,2722.0,,Income Statement
Net Inc Before Extra Items,1556.0,1668.0,2073.0,2666.0,2722.0,,Income Statement
Total Extraordinary Items,,,3331.0,0.0,0.0,,Income Statement
Total Net Income,1556.0,1668.0,5404.0,2666.0,2722.0,,Income Statement
Total Adjust to Net Income,-6.0,-5.0,-4.0,-6.0,-5.0,,Income Statement
Income Available to Common Excl. Extra. Items,1550.0,1663.0,2069.0,2660.0,2717.0,,Income Statement
Income Available to Common Incl. Extra. Items,1550.0,1663.0,5400.0,2660.0,2717.0,,Income Statement
Basic/Primary Weighted Average Shares,302.0,294.0,288.0,278.0,263.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,5.13,5.66,7.19,9.58,10.32,,Income Statement
Basic/Primary EPS Incl. Extra. Items,5.13,5.66,18.76,9.58,10.32,,Income Statement
Dilution Adjustment,1.0,1.0,2.0,5.0,5.0,,Income Statement
Diluted Weighted Average Shares,304.0,296.0,290.0,280.0,266.0,,Income Statement
Diluted EPS Excl. Extra. Items,5.1,5.62,7.13,9.51,10.25,,Income Statement
Diluted EPS Incl. Extra. Items,5.1,5.62,18.61,9.51,10.25,,Income Statement
