,2015,2016,2017,2018,2019,2020,Report
high,98.39,98.99,155.14,190.45,260.1,299.06,
low,84.9,80.51,91.89,136.8,137.14,200.07,
change,0.0705,0.011899999999999999,0.5849000000000001,-0.0352,0.8362,0.0234,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,427.0,489.0,569.0,331.0,550.0,,Balance Sheet
Cash & Equivalents,357.0,334.0,313.0,446.0,322.0,,Balance Sheet
Short Term Investments,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Cash and Short Term Invs,785.0,823.0,882.0,777.0,872.0,,Balance Sheet
"Trade Accts Recvble, Gross",97.0,113.0,131.0,326.0,442.0,,Balance Sheet
Prov. for Doubtful Accts,-5.0,-6.0,-7.0,-8.0,-9.0,,Balance Sheet
"Trade Accts Recvble, Net",92.0,107.0,125.0,318.0,433.0,,Balance Sheet
Other Receivables,178.0,215.0,237.0,181.0,204.0,,Balance Sheet
"Total Receivables, Net",270.0,322.0,361.0,499.0,638.0,,Balance Sheet
Prepaid Expenses,22.0,25.0,27.0,35.0,45.0,,Balance Sheet
Total Current Assets,1076.0,1169.0,1270.0,1311.0,1555.0,,Balance Sheet
Buildings,38.0,37.0,40.0,43.0,58.0,,Balance Sheet
Land/Improvements,2.0,2.0,2.0,2.0,3.0,,Balance Sheet
Machinery/Equipment,113.0,109.0,123.0,127.0,139.0,,Balance Sheet
Other Prop./Plant/Equip.,9.0,9.0,9.0,11.0,331.0,,Balance Sheet
Prop./Plant/Equip. - Gross,161.0,157.0,174.0,183.0,531.0,,Balance Sheet
Accumulated Depreciation,-99.0,-102.0,-117.0,-122.0,-129.0,,Balance Sheet
Prop./Plant/Equip. - Net,62.0,55.0,57.0,62.0,189.0,,Balance Sheet
"Goodwill, Net",1332.0,1337.0,1379.0,1572.0,2413.0,,Balance Sheet
Intangibles - Gross,624.0,626.0,664.0,757.0,1059.0,,Balance Sheet
Accum. Intangible Amort.,-404.0,-454.0,-506.0,-546.0,-583.0,,Balance Sheet
Intangibles - Net,221.0,173.0,158.0,211.0,477.0,,Balance Sheet
Other Long Term Assets,6.0,24.0,36.0,83.0,180.0,,Balance Sheet
Total Assets,2730.0,2801.0,2942.0,3266.0,4839.0,,Balance Sheet
Accounts Payable,5.0,7.0,6.0,8.0,14.0,,Balance Sheet
Accrued Expenses,110.0,123.0,156.0,180.0,244.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,75.0,,Balance Sheet
Customer Advances,365.0,403.0,440.0,329.0,351.0,,Balance Sheet
Income Taxes Payable,5.0,5.0,6.0,9.0,10.0,,Balance Sheet
"Other Curr. Lblts, Total",369.0,409.0,446.0,337.0,361.0,,Balance Sheet
Total Current Liabilities,484.0,539.0,609.0,525.0,695.0,,Balance Sheet
Total Long Term Debt,0.0,0.0,0.0,0.0,424.0,,Balance Sheet
Total Debt,0.0,0.0,0.0,0.0,499.0,,Balance Sheet
Deferred Income Tax,2.0,2.0,1.0,30.0,79.0,,Balance Sheet
"Other Liabilities, Total",49.0,51.0,86.0,62.0,188.0,,Balance Sheet
Total Liabilities,535.0,592.0,696.0,616.0,1386.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,894.0,883.0,873.0,867.0,1189.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1792.0,2058.0,2317.0,2919.0,3371.0,,Balance Sheet
Treasury Stock - Common,-441.0,-676.0,-908.0,-1076.0,-1042.0,,Balance Sheet
"Other Equity, Total",-52.0,-58.0,-38.0,-62.0,-65.0,,Balance Sheet
Total Equity,2194.0,2208.0,2246.0,2650.0,3453.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2730.0,2801.0,2942.0,3266.0,4839.0,,Balance Sheet
Ttl Comm. Shares Outs.,88.0,86.0,84.0,84.0,86.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,5.0,8.0,9.0,10.0,9.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,943.0,988.0,1095.0,1294.0,1516.0,,Income Statement
"Cost of Revenue, Total",147.0,147.0,150.0,156.0,166.0,,Income Statement
Selling/Gen/Admin Expense,236.0,254.0,308.0,366.0,461.0,,Income Statement
Labor & Related Expense,17.0,16.0,31.0,47.0,61.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",254.0,270.0,339.0,414.0,521.0,,Income Statement
Research & Development,169.0,183.0,203.0,234.0,298.0,,Income Statement
Depreciation/Amortization,19.0,13.0,13.0,14.0,15.0,,Income Statement
Total Operating Expense,589.0,612.0,705.0,817.0,1001.0,,Income Statement
Total Operating Income,354.0,376.0,391.0,477.0,515.0,,Income Statement
"Inter Expse,Net Non-Operat",0.0,0.0,0.0,0.0,-3.0,,Income Statement
"Inter Income, Non-Operating",3.0,4.0,7.0,11.0,13.0,,Income Statement
"Invest Income, Non-Operat",0.0,0.0,,-1.0,-2.0,,Income Statement
"Inter/Invest Inc, Non-Oper",3.0,4.0,7.0,11.0,11.0,,Income Statement
OtherNon-OperatInc (Expnse),0.0,0.0,-2.0,0.0,0.0,,Income Statement
"Other, Net",0.0,0.0,-2.0,0.0,0.0,,Income Statement
Income Before Tax,357.0,380.0,396.0,487.0,523.0,,Income Statement
Income Tax - Total,104.0,115.0,120.0,67.0,73.0,,Income Statement
Income After Tax,253.0,266.0,275.0,420.0,449.0,,Income Statement
Net Inc Before Extra Items,253.0,266.0,275.0,420.0,449.0,,Income Statement
Total Extraordinary Items,,,-16.0,-1.0,2.0,,Income Statement
Total Net Income,253.0,266.0,259.0,419.0,451.0,,Income Statement
Income Available to Common Excl. Extra. Items,253.0,266.0,275.0,420.0,449.0,,Income Statement
