,2015,2016,2017,2018,2019,2020,Report
high,73.61,45.5,36.4,41.99,31.99,18.57,
low,34.05,29.94,17.41,22.47,14.11,4.38,
change,-0.4687,0.0395,-0.3028,0.15380000000000002,-0.4156,-0.6874,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,1109.0,1297.0,1455.0,1162.0,685.0,Balance Sheet
"Total Receivables, Net",,558.0,522.0,363.0,400.0,409.0,Balance Sheet
Total Inventory,,5506.0,5399.0,5178.0,5263.0,5188.0,Balance Sheet
Prepaid Expenses,,479.0,408.0,650.0,620.0,528.0,Balance Sheet
Total Current Assets,,7652.0,7626.0,7646.0,7445.0,6810.0,Balance Sheet
Buildings,,6362.0,5757.0,5550.0,5423.0,5187.0,Balance Sheet
Land/Improvements,,1629.0,1541.0,1494.0,1454.0,1436.0,Balance Sheet
Other Prop./Plant/Equip.,,4944.0,4575.0,4238.0,4255.0,7082.0,Balance Sheet
Prop./Plant/Equip. - Gross,,12935.0,11873.0,11282.0,11132.0,13705.0,Balance Sheet
Accumulated Depreciation,,-5319.0,-4856.0,-4610.0,-4495.0,-4404.0,Balance Sheet
Prop./Plant/Equip. - Net,,7616.0,7017.0,6672.0,6637.0,9301.0,Balance Sheet
"Goodwill, Gross",,9279.0,9279.0,9279.0,9290.0,9290.0,Balance Sheet
Accum. Goodwill Amort.,,-5382.0,-5382.0,-5382.0,-5382.0,-5382.0,Balance Sheet
"Goodwill, Net",,3897.0,3897.0,3897.0,3908.0,3908.0,Balance Sheet
Intangibles - Gross,,606.0,587.0,582.0,582.0,451.0,Balance Sheet
Accum. Intangible Amort.,,-92.0,-89.0,-94.0,-104.0,-12.0,Balance Sheet
Intangibles - Net,,514.0,498.0,488.0,478.0,439.0,Balance Sheet
Other Long Term Assets,,897.0,813.0,880.0,726.0,714.0,Balance Sheet
Total Assets,,20576.0,19851.0,19583.0,19194.0,21172.0,Balance Sheet
Accounts Payable,,2340.0,2177.0,2325.0,2638.0,2659.0,Balance Sheet
Payable/Accrued,,,340.0,65.0,24.0,,Balance Sheet
