,2015,2016,2017,2018,2019,2020,Report
high,74.64,79.93,104.9,129.25,185.42,209.62,
low,50.42,51.29,69.04,94.81,98.56,105.54,
change,0.26480000000000004,0.0929,0.4324,0.0242,0.7977,-0.0484,
Date,2015-05-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,651.0,1163.0,1336.0,1211.0,1678.0,,Balance Sheet
"Trade Accts Recvble, Gross",206.0,290.0,304.0,352.0,908.0,,Balance Sheet
Prov. for Doubtful Accts,-3.0,-7.0,-2.0,-3.0,-13.0,,Balance Sheet
"Trade Accts Recvble, Net",203.0,283.0,302.0,348.0,895.0,,Balance Sheet
Other Receivables,2395.0,1547.0,2459.0,1600.0,1354.0,,Balance Sheet
"Total Receivables, Net",2598.0,1830.0,2761.0,1949.0,2249.0,,Balance Sheet
Prepaid Expenses,41.0,123.0,207.0,214.0,439.0,,Balance Sheet
"Other Curr. Assets, Total",,,,3.0,0.0,,Balance Sheet
Total Current Assets,3290.0,3116.0,4304.0,3376.0,4366.0,,Balance Sheet
Buildings,,101.0,92.0,100.0,314.0,,Balance Sheet
Land/Improvements,,6.0,3.0,4.0,14.0,,Balance Sheet
Machinery/Equipment,,544.0,693.0,877.0,1351.0,,Balance Sheet
Construction in Progress,,86.0,91.0,131.0,236.0,,Balance Sheet
Other Prop./Plant/Equip.,,16.0,24.0,45.0,520.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,753.0,903.0,1157.0,2435.0,,Balance Sheet
Accumulated Depreciation,,-227.0,-314.0,-504.0,-615.0,,Balance Sheet
Prop./Plant/Equip. - Net,374.0,526.0,588.0,654.0,1820.0,,Balance Sheet
"Goodwill, Net",1492.0,4808.0,5704.0,6341.0,23760.0,,Balance Sheet
Intangibles - Gross,953.0,2758.0,3221.0,3851.0,15185.0,,Balance Sheet
Accum. Intangible Amort.,-393.0,-673.0,-1039.0,-1362.0,-2030.0,,Balance Sheet
Intangibles - Net,560.0,2085.0,2182.0,2489.0,13155.0,,Balance Sheet
Other Long Term Assets,33.0,113.0,207.0,363.0,1373.0,,Balance Sheet
Total Assets,5779.0,10664.0,12998.0,13231.0,44480.0,,Balance Sheet
Accounts Payable,2034.0,1505.0,2088.0,1353.0,1407.0,,Balance Sheet
Payable/Accrued,306.0,19.0,21.0,-1.0,770.0,,Balance Sheet
Accrued Expenses,,385.0,438.0,482.0,655.0,,Balance Sheet
Notes Payable/ST Debt,593.0,392.0,635.0,700.0,463.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,62.0,178.0,100.0,115.0,35.0,,Balance Sheet
Customer Advances,,373.0,498.0,553.0,193.0,,Balance Sheet
Income Taxes Payable,14.0,,35.0,51.0,56.0,,Balance Sheet
Other Current Liabilities,6.0,,0.0,15.0,,,Balance Sheet
"Other Curr. Lblts, Total",20.0,373.0,534.0,619.0,250.0,,Balance Sheet
Total Current Liabilities,3015.0,2852.0,3816.0,3269.0,3579.0,,Balance Sheet
Long Term Debt,1678.0,4261.0,4559.0,5015.0,9064.0,,Balance Sheet
Capital Lease Obligations,,,,,26.0,,Balance Sheet
Total Long Term Debt,1678.0,4261.0,4559.0,5015.0,9090.0,,Balance Sheet
Total Debt,2333.0,4831.0,5295.0,5831.0,9589.0,,Balance Sheet
Deferred Income Tax,203.0,676.0,437.0,585.0,3146.0,,Balance Sheet
Minority Interest,106.0,149.0,171.0,195.0,199.0,,Balance Sheet
"Other Liabilities, Total",19.0,96.0,221.0,176.0,610.0,,Balance Sheet
Total Liabilities,5021.0,8034.0,9204.0,9239.0,16624.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,149.0,1816.0,2380.0,2235.0,25833.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),795.0,1137.0,1598.0,2066.0,2333.0,,Balance Sheet
Cum. Trans. Adjustment,,,-186.0,-304.0,-242.0,,Balance Sheet
Other Comprehensive Income,-186.0,-323.0,3.0,-6.0,-69.0,,Balance Sheet
"Other Equity, Total",-186.0,-323.0,-183.0,-310.0,-311.0,,Balance Sheet
Total Equity,758.0,2631.0,3795.0,3991.0,27856.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,5779.0,10664.0,12998.0,13231.0,44480.0,,Balance Sheet
Ttl Comm. Shares Outs.,131.0,152.0,159.0,158.0,300.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-05-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,2774.0,2203.0,3975.0,3366.0,4912.0,,Income Statement
"Cost of Revenue, Total",1022.0,1095.0,1928.0,1095.0,2017.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1295.0,870.0,1488.0,1478.0,1848.0,,Income Statement
Unusual Expense (Income),,,,56.0,256.0,,Income Statement
"Other Operat Expse, Total",0.0,,,,,,Income Statement
Total Operating Expense,2317.0,1965.0,3416.0,2629.0,4120.0,,Income Statement
Total Operating Income,457.0,238.0,559.0,737.0,791.0,,Income Statement
"Inter Expse,Net Non-Operat",-44.0,-109.0,-175.0,-196.0,-301.0,,Income Statement
"Inter Income, Non-Operating",5.0,44.0,9.0,21.0,31.0,,Income Statement
"Invest Income, Non-Operat",,,,-5.0,,,Income Statement
"Inter/Invest Inc, Non-Oper",5.0,44.0,9.0,16.0,31.0,,Income Statement
OtherNon-OperatInc (Expnse),,,,5.0,-4.0,,Income Statement
"Other, Net",,,,5.0,-4.0,,Income Statement
Income Before Tax,417.0,173.0,393.0,562.0,518.0,,Income Statement
Income Tax - Total,108.0,36.0,57.0,101.0,62.0,,Income Statement
Income After Tax,309.0,138.0,335.0,461.0,456.0,,Income Statement
Minority Interest,-31.0,-13.0,-26.0,-33.0,-39.0,,Income Statement
Equity In Affiliates,,,,,14.0,,Income Statement
Net Inc Before Extra Items,278.0,125.0,310.0,429.0,431.0,,Income Statement
Total Extraordinary Items,,,159.0,23.0,,,Income Statement
Total Net Income,278.0,125.0,468.0,452.0,431.0,,Income Statement
