,2015,2016,2017,2018,2019,2020,Report
high,100.52,118.57,147.28,163.59,161.79,161.25,
low,82.77,77.4,113.66,108.45,114.85,79.41,
change,0.02,0.2443,0.21480000000000002,-0.19510000000000002,0.38630000000000003,-0.3425,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,4065.0,4879.0,5249.0,5608.0,5061.0,,Balance Sheet
Interest-Earning Deposits,30546.0,25711.0,28595.0,10893.0,23413.0,,Balance Sheet
Fed. Fund/Resale,1369.0,,,,,,Balance Sheet
Trading Account Assets,1726.0,,,,,,Balance Sheet
Securities Held,14564.0,13820.0,16556.0,17463.0,15869.0,,Balance Sheet
Securities for Sale,55964.0,62127.0,59575.0,65238.0,70955.0,,Balance Sheet
Total Invest. Securities,70528.0,75947.0,76131.0,82701.0,86824.0,,Balance Sheet
Loans Held for Sale,1540.0,2504.0,2655.0,994.0,1083.0,,Balance Sheet
"Other Erng. Assets, Total",105709.0,104162.0,107381.0,94588.0,111320.0,,Balance Sheet
Total Gross Loans,206696.0,210833.0,220458.0,226245.0,239843.0,,Balance Sheet
Loan Loss Allowances,-2727.0,-2589.0,-2611.0,-2629.0,-2742.0,,Balance Sheet
Net Loans,203969.0,208244.0,217847.0,223616.0,237101.0,,Balance Sheet
Prop./Plant/Equip. - Gross,10257.0,10410.0,10939.0,11864.0,14681.0,,Balance Sheet
Accumulated Depreciation,-4349.0,-4888.0,-5503.0,-6137.0,-6953.0,,Balance Sheet
Prop./Plant/Equip. - Net,5908.0,5522.0,5436.0,5727.0,9728.0,,Balance Sheet
"Goodwill, Net",9103.0,9103.0,9173.0,9218.0,9233.0,,Balance Sheet
Intangibles - Gross,3088.0,,,,,,Balance Sheet
Accum. Intangible Amort.,-1120.0,,,,,,Balance Sheet
Intangibles - Net,1968.0,1758.0,1832.0,1983.0,1644.0,,Balance Sheet
Long Term Investments,10587.0,10728.0,11392.0,12894.0,13734.0,,Balance Sheet
"Other Assets, Total",17184.0,21984.0,22458.0,28681.0,22474.0,,Balance Sheet
Total Assets,358493.0,366380.0,380768.0,382315.0,410295.0,,Balance Sheet
Accrued Expenses,4975.0,9355.0,8745.0,9002.0,11831.0,,Balance Sheet
