,2015,2016,2017,2018,2019,2020,Report
high,38.07,38.61,40.71,42.98,50.61,51.25,
low,30.03,32.79,34.41,32.88,38.18,29.2,
change,0.1232,-0.027700000000000002,0.0504,0.027200000000000002,0.19010000000000002,-0.1794,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,9190.0,9616.0,10177.0,10196.0,12602.0,,Balance Sheet
Accumulated Depreciation,-2647.0,-2924.0,-3330.0,-3654.0,-4131.0,,Balance Sheet
Prop./Plant/Equip. - Net,6543.0,6692.0,6847.0,6542.0,8675.0,,Balance Sheet
Long Term Investments,939.0,827.0,721.0,781.0,588.0,,Balance Sheet
Note Rcvble - Long Term,17.0,20.0,19.0,42.0,154.0,,Balance Sheet
Restricted Cash - LT,21.0,20.0,20.0,24.0,25.0,,Balance Sheet
Other Assets,137.0,119.0,124.0,138.0,186.0,,Balance Sheet
"Other Assets, Total",137.0,119.0,124.0,138.0,186.0,,Balance Sheet
Total Assets,7664.0,7680.0,7733.0,7712.0,9636.0,,Balance Sheet
Payable/Accrued,79.0,103.0,103.0,76.0,90.0,,Balance Sheet
Accrued Expenses,29.0,29.0,33.0,39.0,244.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,173.0,411.0,,Balance Sheet
Dividends Payable,80.0,87.0,91.0,98.0,109.0,,Balance Sheet
Security Deposits,36.0,34.0,32.0,35.0,48.0,,Balance Sheet
Income Taxes Payable,19.0,17.0,18.0,21.0,29.0,,Balance Sheet
"Other Curr. Lblts, Total",135.0,139.0,142.0,153.0,187.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,3571.0,3401.0,3672.0,3375.0,4297.0,,Balance Sheet
Total Debt,3571.0,3401.0,3672.0,3548.0,4708.0,,Balance Sheet
Minority Interest,947.0,913.0,958.0,990.0,1049.0,,Balance Sheet
"Other Liabilities, Total",2.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Liabilities,4764.0,4586.0,4907.0,4806.0,6278.0,,Balance Sheet
Redeemable Preferred Stock,46.0,46.0,46.0,46.0,46.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,4448.0,4635.0,4651.0,4921.0,5782.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-1584.0,-1586.0,-1872.0,-2064.0,-2462.0,,Balance Sheet
"Other Equity, Total",-13.0,-6.0,-3.0,0.0,-10.0,,Balance Sheet
Total Equity,2900.0,3093.0,2826.0,2906.0,3359.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,7664.0,7680.0,7733.0,7712.0,9636.0,,Balance Sheet
Ttl Comm. Shares Outs.,262.0,267.0,268.0,276.0,295.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 3,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 6,16.0,16.0,16.0,16.0,15.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 6,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,895.0,960.0,996.0,1047.0,1152.0,,Income Statement
"Cost of Revenue, Total",281.0,301.0,313.0,332.0,356.0,,Income Statement
Selling/Gen/Admin Expense,60.0,50.0,49.0,47.0,52.0,,Income Statement
Advertising Expense,6.0,6.0,6.0,7.0,7.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",66.0,56.0,55.0,54.0,58.0,,Income Statement
Depreciation/Amortization,381.0,426.0,436.0,436.0,508.0,,Income Statement
Unusual Expense (Income),2.0,1.0,-39.0,-134.0,-5.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,-43.0,-136.0,-5.0,,Income Statement
Other Operating Expense,4.0,2.0,3.0,5.0,14.0,,Income Statement
"Other Operat Expse, Total",4.0,2.0,3.0,5.0,14.0,,Income Statement
Total Operating Expense,735.0,785.0,768.0,692.0,931.0,,Income Statement
Total Operating Income,160.0,175.0,228.0,355.0,221.0,,Income Statement
"Inter Expse,Net Non-Operat",-122.0,-123.0,-129.0,-134.0,-171.0,,Income Statement
"Inter Income, Non-Operating",2.0,2.0,2.0,7.0,15.0,,Income Statement
"Invest Income, Non-Operat",62.0,52.0,31.0,-5.0,138.0,,Income Statement
"Inter/Invest Inc, Non-Oper",64.0,54.0,33.0,2.0,153.0,,Income Statement
Income Before Tax,102.0,106.0,132.0,222.0,203.0,,Income Statement
Income Tax - Total,-4.0,-4.0,1.0,1.0,4.0,,Income Statement
Income After Tax,105.0,110.0,132.0,222.0,200.0,,Income Statement
Minority Interest,-17.0,-28.0,-11.0,-18.0,-15.0,,Income Statement
Net Inc Before Extra Items,89.0,82.0,120.0,203.0,185.0,,Income Statement
Discontinued Operations,252.0,211.0,,,,,Income Statement
Extraordinary Item,,,1.0,,,,Income Statement
Total Extraordinary Items,252.0,211.0,1.0,,,,Income Statement
Total Net Income,340.0,293.0,122.0,203.0,185.0,,Income Statement
Preferred Dividends,-4.0,-4.0,-4.0,-4.0,-4.0,,Income Statement
Misc Earnings Adjustment,,,0.0,,,,Income Statement
Total Adjust to Net Income,-4.0,-4.0,-4.0,-4.0,-4.0,,Income Statement
Income Available to Common Excl. Extra. Items,85.0,78.0,117.0,199.0,181.0,,Income Statement
Income Available to Common Incl. Extra. Items,337.0,289.0,118.0,199.0,181.0,,Income Statement
Basic/Primary Weighted Average Shares,259.0,265.0,267.0,268.0,285.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,0.33,0.29,0.44,0.74,0.63,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.3,1.09,0.44,0.74,0.63,,Income Statement
Diluted Weighted Average Shares,264.0,267.0,269.0,269.0,286.0,,Income Statement
Diluted EPS Excl. Extra. Items,0.32,0.29,0.43,0.74,0.63,,Income Statement
Diluted EPS Incl. Extra. Items,1.28,1.08,0.44,0.74,0.63,,Income Statement
Div/Share-ComStockPrimIssue,1.09,1.16,1.23,1.28,1.35,,Income Statement
Gross Divid - Common Stock,290.0,315.0,332.0,348.0,395.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",122.0,123.0,129.0,134.0,171.0,,Income Statement
"Interest Capitalized, Suppl",-16.0,-17.0,-19.0,-11.0,-5.0,,Income Statement
"Depreciat/Amort, Suppl",381.0,426.0,436.0,436.0,508.0,,Income Statement
Funds From Operats - REIT,456.0,527.0,,570.0,629.0,,Income Statement
Total Special Items,2.0,1.0,-39.0,-134.0,-5.0,,Income Statement
Normalzd Income Before Tax,104.0,106.0,93.0,88.0,199.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),1.0,0.0,0.0,0.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,-3.0,-4.0,1.0,0.0,4.0,,Income Statement
Normalized Income After Tax,107.0,110.0,93.0,88.0,195.0,,Income Statement
Normalzd Inc Avail to Common,87.0,79.0,78.0,66.0,176.0,,Income Statement
Basic Normalized EPS,0.33,0.3,0.29,0.24,0.62,,Income Statement
Diluted Normalized EPS,0.33,0.29,0.29,0.24,0.62,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,357.0,320.0,133.0,222.0,200.0,,Cash Flow
Depreciation/Depletion,381.0,426.0,436.0,436.0,508.0,,Cash Flow
Unusual Items,-252.0,-211.0,-43.0,-136.0,-5.0,,Cash Flow
Equity in Net Earnings/Loss,-35.0,5.0,-27.0,9.0,-133.0,,Cash Flow
Other Non-Cash Items,21.0,21.0,33.0,19.0,64.0,,Cash Flow
Non-Cash Items,-266.0,-184.0,-37.0,-108.0,-74.0,,Cash Flow
"Cash Taxes Pd, Supplemental",,,2.0,1.0,2.0,,Cash Flow
"Cash Interest Pd, Suppl",130.0,125.0,126.0,132.0,170.0,,Cash Flow
Changes in Working Capital,-14.0,-25.0,-13.0,11.0,-3.0,,Cash Flow
Total Cash from Operations,459.0,537.0,519.0,561.0,631.0,,Cash Flow
Capital Expenditures,-465.0,-438.0,-471.0,-268.0,-1593.0,,Cash Flow
Sale of Fixed Assets,388.0,302.0,71.0,247.0,38.0,,Cash Flow
Purchase of Investments,-218.0,-40.0,-124.0,-112.0,-93.0,,Cash Flow
Other Investing Cash Flow,30.0,63.0,117.0,20.0,-39.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",200.0,325.0,64.0,155.0,-94.0,,Cash Flow
Total Cash from Investing,-265.0,-112.0,-407.0,-114.0,-1687.0,,Cash Flow
Financing Cash Flow Items,-30.0,-41.0,-52.0,-74.0,-73.0,,Cash Flow
Cash Divids Paid - Common,-283.0,-309.0,-328.0,-342.0,-383.0,,Cash Flow
Cash Divs Paid - Preferred,-4.0,-4.0,-4.0,-4.0,-4.0,,Cash Flow
Total Cash Dividends Paid,-287.0,-313.0,-332.0,-346.0,-387.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",210.0,173.0,0.0,280.0,725.0,,Cash Flow
"Long Term Debt, Net",125.0,-79.0,0.0,-22.0,,,Cash Flow
Total Debt Issued,299.0,300.0,898.0,380.0,1478.0,,Cash Flow
Total Debt Reduction,-519.0,-470.0,-626.0,-478.0,-862.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-95.0,-249.0,272.0,-120.0,616.0,,Cash Flow
Total Cash From Financing,-202.0,-429.0,-112.0,-260.0,880.0,,Cash Flow
Net Change in Cash,-8.0,-5.0,0.0,187.0,-176.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,15.0,7.0,22.0,22.0,209.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,7.0,2.0,22.0,209.0,33.0,,Cash Flow
"Depreciation, Supplemental",381.0,426.0,436.0,436.0,508.0,,Cash Flow
Free Cash Flow,-6.0,99.0,48.0,293.0,-962.0,,
FCF Growth,,-17.5,-0.5151515151515151,5.104166666666667,-4.283276450511945,0.0,
