,2015,2016,2017,2018,2019,2020,Report
high,1476.52,1600.93,2067.99,2228.99,2082.67,2094.0,
low,1103.45,954.02,1459.49,1606.27,1637.02,1107.29,
change,0.062400000000000004,0.1672,0.1766,-0.0158,0.2143,-0.30820000000000003,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1477.0,2081.0,2542.0,2624.0,6312.0,,Balance Sheet
Short Term Investments,1171.0,2219.0,4860.0,3660.0,998.0,,Balance Sheet
Cash and Short Term Invs,2649.0,4300.0,7401.0,6284.0,7310.0,,Balance Sheet
"Trade Accts Recvble, Gross",660.0,886.0,1257.0,1584.0,1729.0,,Balance Sheet
Prov. for Doubtful Accts,-15.0,-26.0,-39.0,-61.0,-49.0,,Balance Sheet
"Total Receivables, Net",645.0,860.0,1218.0,1523.0,1680.0,,Balance Sheet
Prepaid Expenses,259.0,241.0,392.0,575.0,823.0,,Balance Sheet
Restricted Cash - Current,1.0,,22.0,21.0,20.0,,Balance Sheet
Other Current Assets,,,2.0,4.0,,,Balance Sheet
"Other Curr. Assets, Total",1.0,,24.0,25.0,20.0,,Balance Sheet
Total Current Assets,3553.0,5402.0,9035.0,8407.0,9833.0,,Balance Sheet
Buildings,,149.0,207.0,330.0,426.0,,Balance Sheet
Machinery/Equipment,397.0,523.0,770.0,964.0,1178.0,,Balance Sheet
Other Prop./Plant/Equip.,138.0,34.0,47.0,55.0,681.0,,Balance Sheet
Prop./Plant/Equip. - Gross,535.0,706.0,1023.0,1349.0,2285.0,,Balance Sheet
Accumulated Depreciation,-260.0,-359.0,-543.0,-693.0,-927.0,,Balance Sheet
Prop./Plant/Equip. - Net,275.0,347.0,480.0,656.0,1358.0,,Balance Sheet
"Goodwill, Net",3375.0,2397.0,2738.0,2910.0,2913.0,,Balance Sheet
Intangibles - Gross,2674.0,2652.0,3039.0,3126.0,3123.0,,Balance Sheet
Accum. Intangible Amort.,-506.0,-658.0,-862.0,-1001.0,-1169.0,,Balance Sheet
Intangibles - Net,2168.0,1994.0,2177.0,2125.0,1954.0,,Balance Sheet
Long Term Investments,7931.0,9591.0,10422.0,8408.0,4477.0,,Balance Sheet
Other Long Term Assets,119.0,109.0,559.0,130.0,467.0,,Balance Sheet
Total Assets,17421.0,19839.0,25451.0,22687.0,21402.0,,Balance Sheet
Accounts Payable,323.0,419.0,668.0,1134.0,1239.0,,Balance Sheet
Accrued Expenses,682.0,857.0,1139.0,1374.0,1578.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,25.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,0.0,968.0,711.0,0.0,988.0,,Balance Sheet
Customer Advances,,,,149.0,220.0,,Balance Sheet
