,2015,2016,2017,2018,2019,2020,Report
high,49.91,61.13,89.38,113.48,131.5,154.87,
low,37.87,32.61,53.71,76.67,78.66,105.8,
change,-0.1841,0.47130000000000005,0.518,-0.0626,0.5652,0.20440000000000003,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,11.0,10.0,127.0,190.0,404.0,,Balance Sheet
"Trade Accts Recvble, Gross",319.0,328.0,404.0,437.0,406.0,,Balance Sheet
Prov. for Doubtful Accts,-9.0,-8.0,-9.0,-10.0,-9.0,,Balance Sheet
"Trade Accts Recvble, Net",311.0,320.0,394.0,428.0,398.0,,Balance Sheet
Other Receivables,35.0,14.0,22.0,41.0,11.0,,Balance Sheet
"Total Receivables, Net",345.0,334.0,416.0,468.0,408.0,,Balance Sheet
Prepaid Expenses,25.0,38.0,41.0,48.0,55.0,,Balance Sheet
Total Current Assets,382.0,383.0,585.0,706.0,867.0,,Balance Sheet
Buildings,8.0,9.0,9.0,11.0,12.0,,Balance Sheet
Land/Improvements,1221.0,1377.0,1548.0,1797.0,2040.0,,Balance Sheet
Machinery/Equipment,1358.0,1497.0,1591.0,1811.0,1899.0,,Balance Sheet
Other Prop./Plant/Equip.,366.0,402.0,432.0,454.0,548.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2953.0,3285.0,3580.0,4073.0,4498.0,,Balance Sheet
Accumulated Depreciation,-929.0,-1044.0,-1175.0,-1318.0,-1464.0,,Balance Sheet
Prop./Plant/Equip. - Net,2023.0,2241.0,2404.0,2755.0,3034.0,,Balance Sheet
"Goodwill, Net",19.0,19.0,19.0,19.0,19.0,,Balance Sheet
Other Long Term Assets,42.0,53.0,60.0,65.0,75.0,,Balance Sheet
Total Assets,2467.0,2696.0,3068.0,3545.0,3996.0,,Balance Sheet
Accounts Payable,67.0,89.0,74.0,79.0,70.0,,Balance Sheet
Accrued Expenses,192.0,199.0,227.0,278.0,293.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,26.0,0.0,50.0,0.0,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,3.0,,Balance Sheet
Total Current Liabilities,285.0,289.0,351.0,357.0,366.0,,Balance Sheet
Long Term Debt,106.0,105.0,45.0,45.0,45.0,,Balance Sheet
Capital Lease Obligations,1.0,0.0,,,,,Balance Sheet
Total Long Term Debt,107.0,105.0,45.0,45.0,45.0,,Balance Sheet
Total Debt,134.0,105.0,95.0,45.0,45.0,,Balance Sheet
Deferred Income Tax,235.0,273.0,190.0,248.0,262.0,,Balance Sheet
"Other Liabilities, Total",154.0,179.0,206.0,215.0,242.0,,Balance Sheet
Total Liabilities,782.0,845.0,792.0,865.0,915.0,,Balance Sheet
Common Stock,8.0,8.0,8.0,8.0,8.0,,Balance Sheet
Additional Paid-In Capital,134.0,135.0,138.0,142.0,222.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1542.0,1707.0,2130.0,2530.0,2850.0,,Balance Sheet
Total Equity,1685.0,1851.0,2277.0,2680.0,3081.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2467.0,2696.0,3068.0,3545.0,3996.0,,Balance Sheet
Ttl Comm. Shares Outs.,127.0,124.0,124.0,122.0,120.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,2972.0,2992.0,3358.0,4044.0,4109.0,,Income Statement
"Cost of Revenue, Total",354.0,323.0,382.0,491.0,473.0,,Income Statement
Selling/Gen/Admin Expense,140.0,140.0,158.0,173.0,178.0,,Income Statement
Labor & Related Expense,1570.0,1652.0,1802.0,2076.0,2122.0,,Income Statement
Advertising Expense,23.0,21.0,27.0,28.0,28.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1733.0,1812.0,1988.0,2276.0,2329.0,,Income Statement
Depreciation/Amortization,165.0,190.0,206.0,230.0,254.0,,Income Statement
Other Operating Expense,210.0,166.0,185.0,208.0,206.0,,Income Statement
"Other, Net",-3.0,-2.0,1.0,-4.0,-1.0,,Income Statement
"Other Operat Expse, Total",222.0,182.0,207.0,229.0,235.0,,Income Statement
Total Operating Expense,2474.0,2508.0,2782.0,3227.0,3290.0,,Income Statement
Total Operating Income,498.0,484.0,576.0,817.0,819.0,,Income Statement
"Inter Expse,Net Non-Operat",-5.0,-4.0,-2.0,0.0,0.0,,Income Statement
"Inter/Invest Inc, Non-Oper",0.0,0.0,1.0,3.0,7.0,,Income Statement
OtherNon-OperatInc (Expnse),-3.0,-2.0,1.0,-4.0,-1.0,,Income Statement
Income Before Tax,490.0,478.0,576.0,816.0,824.0,,Income Statement
Income Tax - Total,185.0,182.0,217.0,210.0,208.0,,Income Statement
Income After Tax,305.0,296.0,359.0,606.0,616.0,,Income Statement
Net Inc Before Extra Items,305.0,296.0,359.0,606.0,616.0,,Income Statement
Total Extraordinary Items,,,105.0,0.0,0.0,,Income Statement
Total Net Income,305.0,296.0,464.0,606.0,616.0,,Income Statement
Income Available to Common Excl. Extra. Items,305.0,296.0,359.0,606.0,616.0,,Income Statement
Income Available to Common Incl. Extra. Items,305.0,296.0,464.0,606.0,616.0,,Income Statement
Basic/Primary Weighted Average Shares,128.0,125.0,123.0,123.0,120.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.38,2.37,2.91,4.93,5.11,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.38,2.37,3.76,4.93,5.11,,Income Statement
Dilution Adjustment,,0.0,,,,,Income Statement
Diluted Weighted Average Shares,128.0,125.0,124.0,123.0,121.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.38,2.37,2.9,4.92,5.1,,Income Statement
Diluted EPS Incl. Extra. Items,2.38,2.37,3.75,4.92,5.1,,Income Statement
Div/Share-ComStockPrimIssue,,,0.27,0.35,0.45,,Income Statement
Gross Divid - Common Stock,0.0,0.0,33.0,43.0,55.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",5.0,4.0,2.0,0.0,0.0,,Income Statement
"Depreciat/Amort, Suppl",165.0,190.0,206.0,230.0,254.0,,Income Statement
Normalzd Income Before Tax,490.0,478.0,576.0,816.0,824.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,185.0,182.0,217.0,210.0,208.0,,Income Statement
Normalized Income After Tax,305.0,296.0,359.0,606.0,616.0,,Income Statement
