,2015,2016,2017,2018,2019,2020,Report
high,37.12,41.12,43.24,50.98,81.88,82.82,
low,28.98,31.15,35.65,34.71,43.87,51.26,
change,0.0064,0.0483,-0.0001,0.20620000000000002,0.4292,-0.0017000000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,224.0,597.0,448.0,721.0,1798.0,,Balance Sheet
"Trade Accts Recvble, Gross",759.0,1169.0,1353.0,812.0,647.0,,Balance Sheet
Prov. for Doubtful Accts,-5.0,-11.0,-10.0,-10.0,-17.0,,Balance Sheet
"Trade Accts Recvble, Net",754.0,1158.0,1343.0,1280.0,1186.0,,Balance Sheet
Other Receivables,131.0,333.0,291.0,522.0,445.0,,Balance Sheet
"Total Receivables, Net",885.0,1491.0,1634.0,1802.0,1631.0,,Balance Sheet
Invent. - Work In Progress,504.0,839.0,902.0,614.0,548.0,,Balance Sheet
Invent. - Raw Materials,438.0,607.0,691.0,727.0,808.0,,Balance Sheet
Inventories - Other,-44.0,-33.0,-67.0,-70.0,-82.0,,Balance Sheet
Total Inventory,898.0,1413.0,1526.0,1271.0,1274.0,,Balance Sheet
"Other Curr. Assets, Total",177.0,152.0,150.0,146.0,181.0,,Balance Sheet
Total Current Assets,2184.0,3653.0,3758.0,3940.0,4884.0,,Balance Sheet
Buildings,1023.0,1301.0,1390.0,1359.0,1433.0,,Balance Sheet
Land/Improvements,70.0,105.0,172.0,159.0,153.0,,Balance Sheet
Machinery/Equipment,3904.0,4723.0,5282.0,5250.0,5513.0,,Balance Sheet
Construction in Progress,408.0,503.0,542.0,509.0,434.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,239.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5405.0,6632.0,7386.0,7277.0,7772.0,,Balance Sheet
Accumulated Depreciation,-2719.0,-2245.0,-2776.0,-2735.0,-3063.0,,Balance Sheet
Prop./Plant/Equip. - Net,2686.0,4387.0,4610.0,4542.0,4709.0,,Balance Sheet
"Goodwill, Net",2177.0,5095.0,4933.0,4475.0,4419.0,,Balance Sheet
Intangibles - Gross,444.0,2226.0,3000.0,2847.0,2855.0,,Balance Sheet
Accum. Intangible Amort.,-249.0,-292.0,-538.0,-659.0,-853.0,,Balance Sheet
Intangibles - Net,195.0,1934.0,2462.0,2188.0,2002.0,,Balance Sheet
Long Term Investments,34.0,204.0,274.0,302.0,291.0,,Balance Sheet
Pension Bene. - Overfunded,,147.0,504.0,559.0,437.0,,Balance Sheet
Def. Inc. Tax - LT Asset,60.0,443.0,325.0,237.0,241.0,,Balance Sheet
Restricted Cash - LT,,0.0,,,,,Balance Sheet
