,2015,2016,2017,2018,2019,2020,Report
high,119.86,133.89,156.0,157.5,162.44,167.74,
low,96.0,106.82,127.15,119.54,124.45,87.35,
change,0.0781,0.1487,0.1009,-0.1177,0.2194,-0.3458,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,1775.0,985.0,728.0,1247.0,1537.0,,Balance Sheet
Prop./Plant/Equip. - Net,938.0,1200.0,1300.0,1700.0,2451.0,,Balance Sheet
"Goodwill, Net",4796.0,15332.0,15541.0,15271.0,15296.0,,Balance Sheet
Intangibles - Net,887.0,6763.0,6513.0,6143.0,6063.0,,Balance Sheet
LT Invt. - Affiliate Comp.,653.0,666.0,662.0,678.0,1332.0,,Balance Sheet
LT Investments - Other,66251.0,99094.0,102444.0,100968.0,109234.0,,Balance Sheet
Long Term Investments,66904.0,99760.0,103106.0,101646.0,110566.0,,Balance Sheet
Insurance Receivables,5323.0,8970.0,9334.0,10075.0,10357.0,,Balance Sheet
Def. Inc. Tax - LT Asset,318.0,0.0,,,,,Balance Sheet
Restricted Cash - LT,,,,93.0,109.0,,Balance Sheet
Def. Policy Acq. Costs,2873.0,4314.0,4723.0,4922.0,5242.0,,Balance Sheet
Accrued Investment Income,513.0,918.0,909.0,883.0,867.0,,Balance Sheet
Reinsurance - Asset,11573.0,13759.0,15218.0,16195.0,15378.0,,Balance Sheet
Separate Accounts - Assets,1046.0,1092.0,1737.0,1926.0,994.0,,Balance Sheet
Other Assets,5360.0,6693.0,7913.0,7670.0,8083.0,,Balance Sheet
"Other Assets, Total",18492.0,22462.0,25777.0,26674.0,25322.0,,Balance Sheet
Total Assets,102306.0,159786.0,167022.0,167771.0,176943.0,,Balance Sheet
Accounts Payable,6205.0,8617.0,9545.0,10472.0,11064.0,,Balance Sheet
Accrued Expenses,,,,,603.0,,Balance Sheet
Policy Liabilities,52112.0,81998.0,86311.0,86481.0,86788.0,,Balance Sheet
Insurance Reserves,3919.0,4183.0,4771.0,4645.0,4917.0,,Balance Sheet
Unearned Prem. Or Rev.,8439.0,14779.0,15216.0,15532.0,16771.0,,Balance Sheet
Repurchase Agreements,1404.0,1403.0,1408.0,1418.0,1416.0,,Balance Sheet
Sep. Accounts - Liability,1047.0,1093.0,1737.0,1926.0,994.0,,Balance Sheet
Notes Payable/ST Debt,0.0,500.0,1013.0,509.0,1299.0,,Balance Sheet
"Other Curr. Lblts, Total",4270.0,5637.0,5868.0,6437.0,6184.0,,Balance Sheet
Total Long Term Debt,9696.0,12918.0,11864.0,12395.0,13867.0,,Balance Sheet
Total Debt,9696.0,13418.0,12877.0,12904.0,15166.0,,Balance Sheet
Deferred Income Tax,0.0,988.0,699.0,304.0,804.0,,Balance Sheet
"Other Liabilities, Total",888.0,853.0,550.0,861.0,1003.0,,Balance Sheet
Total Liabilities,73171.0,111511.0,115850.0,117459.0,121612.0,,Balance Sheet
Common Stock,7833.0,11121.0,11121.0,11121.0,11121.0,,Balance Sheet
Additional Paid-In Capital,4481.0,15335.0,13978.0,12557.0,11203.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),19478.0,23613.0,27474.0,31700.0,36142.0,,Balance Sheet
Treasury Stock - Common,-1922.0,-1480.0,-1944.0,-2618.0,-3754.0,,Balance Sheet
Unrealized Gain (Loss),874.0,1058.0,1450.0,-545.0,2543.0,,Balance Sheet
Cum. Trans. Adjustment,-1539.0,-1663.0,-1187.0,-1976.0,-1939.0,,Balance Sheet
Min. Pension Lblty Adj.,-70.0,291.0,280.0,73.0,15.0,,Balance Sheet
"Other Equity, Total",-1609.0,-1372.0,-907.0,-1903.0,-1924.0,,Balance Sheet
Total Equity,29135.0,48275.0,51172.0,50312.0,55331.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,102306.0,159786.0,167022.0,167771.0,176943.0,,Balance Sheet
Ttl Comm. Shares Outs.,325.0,466.0,464.0,459.0,452.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,18.0,14.0,16.0,21.0,28.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Gross Premiums Written,23811.0,34983.0,36376.0,37968.0,40124.0,,Income Statement
