,2015,2016,2017,2018,2019,2020,Report
high,21.46,28.99,30.14,29.48,36.04,38.88,
low,17.6,18.52,23.93,24.3,24.88,25.19,
change,0.050499999999999996,0.2726,0.0191,-0.0492,0.35380000000000006,-0.0278,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,23.0,13.0,68.0,18.0,111.0,,Balance Sheet
"Trade Accts Recvble, Gross",143.0,105.0,119.0,129.0,,,Balance Sheet
Prov. for Doubtful Accts,-7.0,-7.0,-7.0,-6.0,,,Balance Sheet
"Total Receivables, Net",136.0,124.0,539.0,396.0,260.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Other Prop./Plant/Equip.,6837.0,5686.0,7222.0,8086.0,8799.0,,Balance Sheet
Prop./Plant/Equip. - Gross,6837.0,5686.0,7222.0,8086.0,8799.0,,Balance Sheet
Accumulated Depreciation,-1192.0,-1043.0,-1194.0,-1344.0,-1480.0,,Balance Sheet
Prop./Plant/Equip. - Net,5661.0,4649.0,6042.0,6783.0,7344.0,,Balance Sheet
Long Term Investments,268.0,198.0,126.0,111.0,133.0,,Balance Sheet
Deferred Charges,346.0,259.0,293.0,314.0,320.0,,Balance Sheet
Disct. Ops. - LT Asset,46.0,1324.0,18.0,1.0,18.0,,Balance Sheet
Restricted Cash - LT,,40.0,116.0,0.0,11.0,,Balance Sheet
Other Assets,416.0,166.0,187.0,181.0,223.0,,Balance Sheet
"Other Assets, Total",416.0,166.0,187.0,181.0,223.0,,Balance Sheet
Total Assets,6896.0,6772.0,7388.0,7804.0,8421.0,,Balance Sheet
Accounts Payable,55.0,44.0,55.0,92.0,69.0,,Balance Sheet
Accrued Expenses,168.0,83.0,85.0,90.0,83.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",41.0,33.0,39.0,45.0,49.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,3320.0,2908.0,2423.0,2659.0,2915.0,,Balance Sheet
Total Debt,3320.0,2908.0,2423.0,2659.0,2915.0,,Balance Sheet
Minority Interest,23.0,27.0,42.0,55.0,62.0,,Balance Sheet
Discont. Ops. - Lblts,1.0,56.0,1.0,0.0,1.0,,Balance Sheet
Other Liabilities,106.0,154.0,211.0,205.0,224.0,,Balance Sheet
"Other Liabilities, Total",107.0,210.0,212.0,205.0,225.0,,Balance Sheet
Total Liabilities,3714.0,3306.0,2855.0,3146.0,3402.0,,Balance Sheet
Common Stock,3.0,4.0,4.0,4.0,4.0,,Balance Sheet
Additional Paid-In Capital,4962.0,5192.0,5205.0,5244.0,5525.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-1785.0,-1730.0,-676.0,-585.0,-476.0,,Balance Sheet
"Other Equity, Total",2.0,1.0,0.0,-5.0,-35.0,,Balance Sheet
Total Equity,3182.0,3466.0,4533.0,4658.0,5018.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6896.0,6772.0,7388.0,7804.0,8421.0,,Balance Sheet
Ttl Comm. Shares Outs.,345.0,355.0,356.0,359.0,368.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,792.0,731.0,781.0,948.0,974.0,,Income Statement
"Cost of Revenue, Total",308.0,254.0,263.0,352.0,329.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",59.0,29.0,35.0,56.0,61.0,,Income Statement
Depreciation/Amortization,254.0,255.0,243.0,256.0,272.0,,Income Statement
"Inter/Invest Inc, Operating",3.0,-47.0,-63.0,-21.0,-31.0,,Income Statement
Impair-Assets Held for Use,23.0,18.0,4.0,0.0,0.0,,Income Statement
Other Unusual Expnse (In),86.0,3.0,26.0,0.0,4.0,,Income Statement
Unusual Expense (Income),-156.0,-151.0,-92.0,-215.0,-238.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),-265.0,-172.0,-123.0,-215.0,-242.0,,Income Statement
Other Operating Expense,6.0,4.0,34.0,60.0,60.0,,Income Statement
"Other, Net",-8.0,-13.0,,,,,Income Statement
"Other Operat Expse, Total",-2.0,-9.0,34.0,60.0,60.0,,Income Statement
Total Operating Expense,466.0,331.0,418.0,488.0,453.0,,Income Statement
Total Operating Income,326.0,399.0,363.0,460.0,521.0,,Income Statement
"Inter Expse, Non-Operating",-155.0,-129.0,-106.0,-112.0,-90.0,,Income Statement
"Inter Capital, Non-Operat",17.0,16.0,19.0,27.0,0.0,,Income Statement
"Inter Expse,Net Non-Operat",-138.0,-113.0,-87.0,-85.0,-90.0,,Income Statement
"Inter/Invest Inc, Non-Oper",5.0,4.0,15.0,17.0,10.0,,Income Statement
Gain(Loss)on Sale of Assets,-8.0,7.0,0.0,0.0,,,Income Statement
