,2015,2016,2017,2018,2019,2020,Report
high,208.88,187.59,149.34,140.77,141.86,114.5,
low,142.02,109.12,96.18,92.56,94.59,72.67,
change,0.16649999999999998,-0.3458,-0.0292,-0.1995,0.12840000000000001,-0.1099,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1010.0,966.0,584.0,1366.0,2686.0,,Balance Sheet
Short Term Investments,375.0,327.0,890.0,198.0,64.0,,Balance Sheet
Cash and Short Term Invs,1385.0,1293.0,1474.0,1564.0,2750.0,,Balance Sheet
"Total Receivables, Net",533.0,650.0,727.0,922.0,1243.0,,Balance Sheet
Invent. - Finished Goods,92.0,215.0,307.0,351.0,406.0,,Balance Sheet
Invent. - Work In Progress,180.0,143.0,149.0,90.0,181.0,,Balance Sheet
Invent. - Raw Materials,18.0,17.0,5.0,31.0,41.0,,Balance Sheet
Total Inventory,290.0,375.0,460.0,473.0,628.0,,Balance Sheet
Prepaid Expenses,117.0,163.0,261.0,366.0,426.0,,Balance Sheet
"Other Curr. Assets, Total",92.0,97.0,32.0,61.0,30.0,,Balance Sheet
Total Current Assets,2417.0,2578.0,2954.0,3385.0,5076.0,,Balance Sheet
Buildings,,450.0,428.0,520.0,209.0,,Balance Sheet
Land/Improvements,,10.0,10.0,10.0,10.0,,Balance Sheet
Machinery/Equipment,,249.0,301.0,307.0,281.0,,Balance Sheet
Construction in Progress,,495.0,724.0,827.0,734.0,,Balance Sheet
Other Prop./Plant/Equip.,,25.0,24.0,28.0,355.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,1229.0,1486.0,1691.0,1588.0,,Balance Sheet
Accumulated Depreciation,,-193.0,-160.0,-219.0,-221.0,,Balance Sheet
Prop./Plant/Equip. - Net,697.0,1036.0,1325.0,1472.0,1367.0,,Balance Sheet
"Goodwill, Gross",5051.0,5040.0,5040.0,5040.0,5040.0,,Balance Sheet
Accum. Goodwill Amort.,-3.0,-3.0,-3.0,-3.0,-3.0,,Balance Sheet
"Goodwill, Net",5048.0,5037.0,5037.0,5037.0,5037.0,,Balance Sheet
Intangibles - Gross,4864.0,4782.0,4752.0,4760.0,4778.0,,Balance Sheet
Accum. Intangible Amort.,-156.0,-479.0,-798.0,-1119.0,-1434.0,,Balance Sheet
Intangibles - Net,4708.0,4303.0,3954.0,3641.0,3344.0,,Balance Sheet
Other Long Term Assets,228.0,299.0,312.0,397.0,429.0,,Balance Sheet
Total Assets,13098.0,13253.0,13583.0,13932.0,17545.0,,Balance Sheet
Accounts Payable,57.0,64.0,71.0,74.0,74.0,,Balance Sheet
Accrued Expenses,403.0,469.0,609.0,599.0,808.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,250.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,166.0,167.0,167.0,94.0,132.0,,Balance Sheet
Customer Advances,21.0,37.0,16.0,,,,Balance Sheet
Income Taxes Payable,,39.0,31.0,24.0,104.0,,Balance Sheet
Other Current Liabilities,62.0,47.0,59.0,132.0,77.0,,Balance Sheet
"Other Curr. Lblts, Total",83.0,123.0,106.0,156.0,181.0,,Balance Sheet
Total Current Liabilities,710.0,823.0,953.0,1174.0,1194.0,,Balance Sheet
Long Term Debt,3255.0,2888.0,2721.0,2502.0,2375.0,,Balance Sheet
Capital Lease Obligations,151.0,233.0,343.0,361.0,73.0,,Balance Sheet
Total Long Term Debt,3406.0,3121.0,3064.0,2863.0,2448.0,,Balance Sheet
Total Debt,3572.0,3288.0,3231.0,3207.0,2580.0,,Balance Sheet
Deferred Income Tax,529.0,396.0,365.0,391.0,2081.0,,Balance Sheet
"Other Liabilities, Total",195.0,219.0,309.0,339.0,549.0,,Balance Sheet
Total Liabilities,4839.0,4559.0,4690.0,4767.0,6273.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,7727.0,7957.0,8290.0,8539.0,8805.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1180.0,1818.0,2242.0,2326.0,4640.0,,Balance Sheet
Treasury Stock - Common,-711.0,-1141.0,-1605.0,-1690.0,-2106.0,,Balance Sheet
Unrealized Gain (Loss),-1.0,-1.0,0.0,0.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,-20.0,-24.0,-16.0,-16.0,-17.0,,Balance Sheet
Min. Pension Lblty Adj.,-10.0,-7.0,-5.0,-3.0,-9.0,,Balance Sheet
Other Comprehensive Income,93.0,92.0,-14.0,10.0,-40.0,,Balance Sheet
"Other Equity, Total",63.0,61.0,-35.0,-9.0,-67.0,,Balance Sheet
Total Equity,8259.0,8694.0,8893.0,9165.0,11272.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,13098.0,13253.0,13583.0,13932.0,17545.0,,Balance Sheet
Ttl Comm. Shares Outs.,226.0,224.0,222.0,224.0,221.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,5.0,8.0,12.0,13.0,17.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,2604.0,3084.0,3551.0,4131.0,4991.0,,Income Statement
"Cost of Revenue, Total",233.0,258.0,454.0,374.0,395.0,,Income Statement
Selling/Gen/Admin Expense,156.0,273.0,301.0,347.0,353.0,,Income Statement
Labor & Related Expense,706.0,680.0,794.0,765.0,909.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",863.0,953.0,1094.0,1112.0,1261.0,,Income Statement
Research & Development,709.0,757.0,878.0,730.0,886.0,,Income Statement
Depreciation/Amortization,117.0,322.0,320.0,320.0,310.0,,Income Statement
Purchased R&D Written-Off,,0.0,,1183.0,-4.0,,Income Statement
Restructuring Charge,42.0,3.0,105.0,26.0,12.0,,Income Statement
Impair-Assets Held for Use,0.0,85.0,31.0,0.0,0.0,,Income Statement
Other Unusual Expnse (In),39.0,2.0,0.0,0.0,,,Income Statement
Unusual Expense (Income),81.0,90.0,136.0,1209.0,8.0,,Income Statement
"Other Operat Expse, Total",64.0,36.0,41.0,117.0,12.0,,Income Statement
Total Operating Expense,2067.0,2417.0,2924.0,3862.0,2871.0,,Income Statement
Total Operating Income,537.0,667.0,627.0,270.0,2120.0,,Income Statement
