,2015,2016,2017,2018,2019,2020,Report
high,277.96,292.84,283.97,363.2,454.31,446.83,
low,218.58,225.12,169.43,217.64,329.86,251.52,
change,0.1477,0.12060000000000001,-0.1409,0.4267,0.305,-0.0821,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,116.0,147.0,46.0,31.0,40.0,,Balance Sheet
"Trade Accts Recvble, Gross",171.0,209.0,229.0,205.0,229.0,,Balance Sheet
Prov. for Doubtful Accts,-10.0,-12.0,-13.0,-13.0,-14.0,,Balance Sheet
"Trade Accts Recvble, Net",161.0,197.0,216.0,192.0,215.0,,Balance Sheet
Other Receivables,73.0,82.0,76.0,78.0,79.0,,Balance Sheet
"Total Receivables, Net",234.0,279.0,292.0,270.0,294.0,,Balance Sheet
Total Inventory,2631.0,2779.0,3010.0,3193.0,3454.0,,Balance Sheet
"Other Curr. Assets, Total",29.0,53.0,49.0,48.0,45.0,,Balance Sheet
Total Current Assets,3010.0,3258.0,3398.0,3543.0,3834.0,,Balance Sheet
Buildings,2158.0,2399.0,2595.0,2834.0,3129.0,,Balance Sheet
Land/Improvements,590.0,649.0,696.0,745.0,806.0,,Balance Sheet
Machinery/Equipment,313.0,359.0,392.0,424.0,448.0,,Balance Sheet
Construction in Progress,203.0,209.0,258.0,291.0,358.0,,Balance Sheet
Other Prop./Plant/Equip.,1108.0,1216.0,1251.0,1351.0,3379.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4372.0,4832.0,5191.0,5646.0,8120.0,,Balance Sheet
Accumulated Depreciation,-1511.0,-1709.0,-1847.0,-2059.0,-2243.0,,Balance Sheet
Prop./Plant/Equip. - Net,2862.0,3123.0,3344.0,3587.0,5877.0,,Balance Sheet
"Goodwill, Net",757.0,785.0,789.0,807.0,937.0,,Balance Sheet
Intangibles - Gross,33.0,30.0,24.0,22.0,3.0,,Balance Sheet
Accum. Intangible Amort.,-20.0,-19.0,-15.0,-13.0,-1.0,,Balance Sheet
Intangibles - Net,12.0,11.0,9.0,8.0,2.0,,Balance Sheet
Long Term Investments,,,,,32.0,,Balance Sheet
Note Rcvble - Long Term,13.0,0.0,,,,,Balance Sheet
Other Long Term Assets,22.0,26.0,32.0,35.0,36.0,,Balance Sheet
Total Assets,6677.0,7204.0,7572.0,7981.0,10717.0,,Balance Sheet
Accounts Payable,2608.0,2937.0,3190.0,3376.0,3605.0,,Balance Sheet
Accrued Expenses,131.0,146.0,146.0,176.0,515.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,0.0,,,,,,Balance Sheet
Income Taxes Payable,1.0,0.0,,11.0,0.0,,Balance Sheet
Other Current Liabilities,305.0,318.0,311.0,331.0,349.0,,Balance Sheet
"Other Curr. Lblts, Total",307.0,318.0,311.0,342.0,349.0,,Balance Sheet
Total Current Liabilities,3046.0,3401.0,3647.0,3894.0,4469.0,,Balance Sheet
Total Long Term Debt,1390.0,1887.0,2978.0,3417.0,3891.0,,Balance Sheet
Total Debt,1390.0,1887.0,2978.0,3417.0,3891.0,,Balance Sheet
Deferred Income Tax,80.0,90.0,85.0,106.0,133.0,,Balance Sheet
"Other Liabilities, Total",199.0,199.0,208.0,210.0,1827.0,,Balance Sheet
Total Liabilities,4715.0,5577.0,6919.0,7627.0,10320.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,1281.0,1337.0,1265.0,1262.0,1281.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),679.0,290.0,-613.0,-909.0,-889.0,,Balance Sheet
"Other Equity, Total",,,,,5.0,,Balance Sheet
Total Equity,1961.0,1627.0,653.0,354.0,397.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6677.0,7204.0,7572.0,7981.0,10717.0,,Balance Sheet
Ttl Comm. Shares Outs.,98.0,93.0,84.0,79.0,76.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,7967.0,8593.0,8978.0,9536.0,10150.0,,Income Statement
"Cost of Revenue, Total",3804.0,4084.0,4257.0,4496.0,4755.0,,Income Statement
Selling/Gen/Admin Expense,2569.0,2727.0,2912.0,3143.0,3395.0,,Income Statement
Advertising Expense,79.0,83.0,84.0,81.0,79.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",2649.0,2810.0,2995.0,3225.0,3474.0,,Income Statement
Total Operating Expense,6453.0,6894.0,7252.0,7721.0,8229.0,,Income Statement
Total Operating Income,1514.0,1699.0,1725.0,1815.0,1921.0,,Income Statement
"Inter Expse, Non-Operating",-65.0,-79.0,-100.0,-131.0,-153.0,,Income Statement
"Inter Capital, Non-Operat",7.0,8.0,9.0,9.0,13.0,,Income Statement
"Inter Expse,Net Non-Operat",-57.0,-71.0,-91.0,-122.0,-140.0,,Income Statement
"Inter Income, Non-Operating",2.0,4.0,2.0,3.0,3.0,,Income Statement
"Invest Income, Non-Operat",,,,,6.0,,Income Statement
"Inter/Invest Inc, Non-Oper",2.0,4.0,2.0,3.0,8.0,,Income Statement
OtherNon-OperatInc (Expnse),1.0,5.0,1.0,-1.0,1.0,,Income Statement
"Other, Net",1.0,5.0,1.0,-1.0,1.0,,Income Statement
Income Before Tax,1460.0,1637.0,1638.0,1694.0,1790.0,,Income Statement
Income Tax - Total,529.0,600.0,557.0,371.0,399.0,,Income Statement
Income After Tax,931.0,1038.0,1081.0,1323.0,1391.0,,Income Statement
Net Inc Before Extra Items,931.0,1038.0,1081.0,1323.0,1391.0,,Income Statement
Total Extraordinary Items,,,53.0,1.0,,,Income Statement
Total Net Income,931.0,1038.0,1134.0,1324.0,1391.0,,Income Statement
Income Available to Common Excl. Extra. Items,931.0,1038.0,1081.0,1323.0,1391.0,,Income Statement
Income Available to Common Incl. Extra. Items,931.0,1038.0,1134.0,1324.0,1391.0,,Income Statement
Basic/Primary Weighted Average Shares,100.0,95.0,88.0,81.0,77.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,9.32,10.87,12.22,16.25,18.07,,Income Statement
Basic/Primary EPS Incl. Extra. Items,9.32,10.87,12.82,16.27,18.07,,Income Statement
Dilution Adjustment,0.0,,,,,,Income Statement
Diluted Weighted Average Shares,102.0,97.0,90.0,82.0,78.0,,Income Statement
Diluted EPS Excl. Extra. Items,9.17,10.73,12.08,16.08,17.88,,Income Statement
Diluted EPS Incl. Extra. Items,9.17,10.73,12.67,16.1,17.88,,Income Statement
Div/Share-ComStockPrimIssue,0.0,,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",57.0,71.0,91.0,122.0,140.0,,Income Statement
"Interest Capitalized, Suppl",-7.0,-8.0,-9.0,-9.0,-13.0,,Income Statement
"Depreciat/Amort, Suppl",203.0,217.0,233.0,256.0,270.0,,Income Statement
Normalzd Income Before Tax,1460.0,1637.0,1638.0,1694.0,1790.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,529.0,600.0,557.0,371.0,399.0,,Income Statement
Normalized Income After Tax,931.0,1038.0,1081.0,1323.0,1391.0,,Income Statement
Normalzd Inc Avail to Common,931.0,1038.0,1081.0,1323.0,1391.0,,Income Statement
