,2015,2016,2017,2018,2019,2020,Report
high,101.76,108.93,154.65,225.35,301.53,347.25,
low,74.61,78.52,104.01,151.12,180.98,199.99,
change,0.0415,0.08259999999999999,0.4497,0.24100000000000002,0.6068,-0.06,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,5747.0,6721.0,5933.0,6682.0,6988.0,,Balance Sheet
Short Term Investments,991.0,1614.0,1849.0,1696.0,688.0,,Balance Sheet
Cash and Short Term Invs,6738.0,8335.0,7782.0,8378.0,7676.0,,Balance Sheet
"Total Receivables, Net",2147.0,2509.0,3344.0,4728.0,5557.0,,Balance Sheet
Prepaid Expenses,72.0,118.0,77.0,51.0,105.0,,Balance Sheet
Restricted Cash - Current,1436.0,1534.0,1631.0,1633.0,1954.0,,Balance Sheet
Other Current Assets,591.0,732.0,963.0,1381.0,1610.0,,Balance Sheet
"Other Curr. Assets, Total",2027.0,2266.0,2594.0,3014.0,3564.0,,Balance Sheet
Total Current Assets,10984.0,13228.0,13797.0,16171.0,16902.0,,Balance Sheet
Buildings,,667.0,621.0,696.0,808.0,,Balance Sheet
Machinery/Equipment,,606.0,841.0,987.0,1218.0,,Balance Sheet
Other Prop./Plant/Equip.,1166.0,63.0,81.0,85.0,902.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1166.0,1336.0,1543.0,1768.0,2928.0,,Balance Sheet
Accumulated Depreciation,-491.0,-603.0,-714.0,-847.0,-1100.0,,Balance Sheet
Prop./Plant/Equip. - Net,675.0,733.0,829.0,921.0,1828.0,,Balance Sheet
"Goodwill, Net",1891.0,1756.0,3035.0,2904.0,4021.0,,Balance Sheet
Intangibles - Gross,,1696.0,2277.0,2166.0,2713.0,,Balance Sheet
Accum. Intangible Amort.,,-974.0,-1157.0,-1175.0,-1296.0,,Balance Sheet
Intangibles - Net,803.0,722.0,1120.0,991.0,1417.0,,Balance Sheet
Long Term Investments,166.0,132.0,249.0,337.0,914.0,,Balance Sheet
Note Rcvble - Long Term,160.0,175.0,178.0,298.0,612.0,,Balance Sheet
Deferred Charges,352.0,325.0,352.0,0.0,,,Balance Sheet
Def. Inc. Tax - LT Asset,317.0,307.0,250.0,570.0,543.0,,Balance Sheet
Other Long Term Assets,902.0,1297.0,1519.0,2668.0,2999.0,,Balance Sheet
Total Assets,16250.0,18675.0,21329.0,24860.0,29236.0,,Balance Sheet
Accounts Payable,472.0,609.0,933.0,537.0,489.0,,Balance Sheet
Accrued Expenses,3329.0,3879.0,4446.0,6180.0,6177.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,500.0,0.0,,Balance Sheet
Customer Advances,,,,,238.0,,Balance Sheet
Security Deposits,895.0,991.0,1085.0,1080.0,1370.0,,Balance Sheet
Income Taxes Payable,143.0,161.0,194.0,158.0,332.0,,Balance Sheet
Other Payables,866.0,946.0,1343.0,2189.0,2714.0,,Balance Sheet
Other Current Liabilities,564.0,620.0,792.0,949.0,584.0,,Balance Sheet
"Other Curr. Lblts, Total",2468.0,2718.0,3414.0,4376.0,5238.0,,Balance Sheet
Total Current Liabilities,6269.0,7206.0,8793.0,11593.0,11904.0,,Balance Sheet
Total Long Term Debt,3268.0,5180.0,5424.0,5834.0,8527.0,,Balance Sheet
Total Debt,3268.0,5180.0,5424.0,6334.0,8527.0,,Balance Sheet
Deferred Income Tax,79.0,81.0,106.0,67.0,85.0,,Balance Sheet
Minority Interest,34.0,28.0,100.0,94.0,98.0,,Balance Sheet
"Other Liabilities, Total",572.0,524.0,1438.0,1877.0,2729.0,,Balance Sheet
Total Liabilities,10222.0,13019.0,15861.0,19465.0,23343.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,4004.0,4183.0,4365.0,4580.0,4787.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),16222.0,19418.0,22364.0,27283.0,33984.0,,Balance Sheet
Treasury Stock - Common,-13522.0,-17021.0,-20764.0,-25750.0,-32205.0,,Balance Sheet
Unrealized Gain (Loss),0.0,2.0,1.0,-1.0,12.0,,Balance Sheet
Cum. Trans. Adjustment,-663.0,-949.0,-382.0,-661.0,-638.0,,Balance Sheet
Min. Pension Lblty Adj.,13.0,11.0,25.0,10.0,-9.0,,Balance Sheet
Other Comprehensive Income,-26.0,12.0,-141.0,-66.0,-38.0,,Balance Sheet
"Other Equity, Total",-676.0,-926.0,-498.0,-717.0,-685.0,,Balance Sheet
Total Equity,6028.0,5656.0,5468.0,5395.0,5893.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,16250.0,18675.0,21329.0,24860.0,29236.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,1095.0,1062.0,1040.0,1019.0,996.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,21.0,19.0,14.0,12.0,11.0,,Balance Sheet
Ttl Comm. Shares Outs.,1116.0,1081.0,1054.0,1031.0,1007.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,275.0,312.0,342.0,368.0,395.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,9667.0,10776.0,12497.0,14950.0,16883.0,,Income Statement
Selling/Gen/Admin Expense,1369.0,1449.0,1658.0,2049.0,2155.0,,Income Statement
Labor & Related Expense,2105.0,2225.0,2687.0,3214.0,3537.0,,Income Statement
Advertising Expense,821.0,811.0,898.0,907.0,934.0,,Income Statement
