,2015,2016,2017,2018,2019,2020,Report
high,87.46,107.84,106.5,156.0,173.31,174.58,
low,75.68,78.45,89.65,98.34,119.0,112.23,
change,0.11320000000000001,0.1052,0.08689999999999999,0.365,0.23190000000000002,-0.0315,
Date,2015-11-30 00:00:00,2016-11-30 00:00:00,2017-11-30 00:00:00,2018-11-30 00:00:00,2019-11-30 00:00:00,,Balance Sheet
Cash and Short Term Invs,113.0,118.0,187.0,97.0,155.0,,Balance Sheet
"Trade Accts Recvble, Gross",463.0,469.0,562.0,525.0,509.0,,Balance Sheet
Prov. for Doubtful Accts,-8.0,-4.0,-7.0,-6.0,-6.0,,Balance Sheet
"Total Receivables, Net",455.0,465.0,555.0,518.0,503.0,,Balance Sheet
Invent. - Finished Goods,320.0,336.0,398.0,406.0,413.0,,Balance Sheet
Invent. - Raw Materials,391.0,420.0,395.0,380.0,388.0,,Balance Sheet
Total Inventory,711.0,756.0,793.0,786.0,801.0,,Balance Sheet
Prepaid Expenses,73.0,77.0,69.0,75.0,63.0,,Balance Sheet
"Other Curr. Assets, Total",6.0,5.0,13.0,4.0,27.0,,Balance Sheet
Total Current Assets,1357.0,1422.0,1617.0,1480.0,1550.0,,Balance Sheet
Buildings,360.0,403.0,488.0,626.0,659.0,,Balance Sheet
Land/Improvements,63.0,62.0,63.0,63.0,68.0,,Balance Sheet
Machinery/Equipment,1036.0,1048.0,1215.0,1263.0,1008.0,,Balance Sheet
Construction in Progress,72.0,117.0,100.0,114.0,86.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1531.0,1630.0,1866.0,2067.0,1820.0,,Balance Sheet
Accumulated Depreciation,-913.0,-961.0,-1057.0,-1081.0,-867.0,,Balance Sheet
Prop./Plant/Equip. - Net,618.0,669.0,809.0,985.0,953.0,,Balance Sheet
"Goodwill, Net",1759.0,1771.0,4490.0,4528.0,4505.0,,Balance Sheet
Intangibles - Gross,412.0,473.0,3138.0,2958.0,3303.0,,Balance Sheet
Accum. Intangible Amort.,-40.0,-48.0,-67.0,-85.0,-379.0,,Balance Sheet
Intangibles - Net,372.0,425.0,3071.0,2873.0,2923.0,,Balance Sheet
LT Invt. - Affiliate Comp.,151.0,135.0,164.0,167.0,186.0,,Balance Sheet
LT Investments - Other,113.0,116.0,127.0,121.0,124.0,,Balance Sheet
Long Term Investments,263.0,251.0,291.0,288.0,310.0,,Balance Sheet
Other Long Term Assets,82.0,81.0,108.0,102.0,120.0,,Balance Sheet
Total Assets,4473.0,4636.0,10386.0,10256.0,10362.0,,Balance Sheet
Accounts Payable,412.0,451.0,640.0,710.0,847.0,,Balance Sheet
Accrued Expenses,482.0,572.0,717.0,635.0,606.0,,Balance Sheet
