,2015,2016,2017,2018,2019,2020,Report
high,104.12,118.26,155.28,168.58,242.0,260.43,
low,86.83,83.07,102.51,130.37,153.93,174.32,
change,0.027000000000000003,0.0975,0.3367,0.105,0.46280000000000004,0.0378,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,321.0,787.0,802.0,1209.0,1501.0,,Balance Sheet
Short Term Investments,0.0,4.0,1.0,0.0,,,Balance Sheet
Cash and Short Term Invs,321.0,791.0,803.0,1209.0,1501.0,,Balance Sheet
"Trade Accts Recvble, Net",227.0,308.0,514.0,459.0,462.0,,Balance Sheet
Other Receivables,64.0,89.0,172.0,212.0,214.0,,Balance Sheet
"Total Receivables, Net",292.0,398.0,686.0,671.0,676.0,,Balance Sheet
Prepaid Expenses,206.0,298.0,325.0,331.0,243.0,,Balance Sheet
Restricted Cash - Current,142.0,149.0,153.0,96.0,77.0,,Balance Sheet
Deferred Income Tax,106.0,778.0,898.0,536.0,768.0,,Balance Sheet
Other Current Assets,35.0,54.0,72.0,78.0,57.0,,Balance Sheet
"Other Curr. Assets, Total",178.0,203.0,225.0,174.0,134.0,,Balance Sheet
Total Current Assets,996.0,1690.0,2038.0,2385.0,2554.0,,Balance Sheet
Buildings,11334.0,12362.0,13132.0,13406.0,14570.0,,Balance Sheet
Land/Improvements,1728.0,1910.0,2113.0,2285.0,2486.0,,Balance Sheet
Machinery/Equipment,1096.0,1176.0,1423.0,1667.0,1897.0,,Balance Sheet
Construction in Progress,239.0,203.0,282.0,358.0,373.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,7357.0,,Balance Sheet
Prop./Plant/Equip. - Gross,14397.0,15652.0,16950.0,17717.0,26683.0,,Balance Sheet
Accumulated Depreciation,-4531.0,-5134.0,-5849.0,-6470.0,-7241.0,,Balance Sheet
Prop./Plant/Equip. - Net,9866.0,10517.0,11101.0,11247.0,19442.0,,Balance Sheet
"Goodwill, Net",4092.0,5071.0,5638.0,5502.0,6178.0,,Balance Sheet
