,2015,2016,2017,2018,2019,2020,Report
high,42.75,42.42,34.99,32.74,29.97,36.84,
low,27.32,28.71,19.69,22.85,20.7,26.72,
change,0.1636,-0.1616,-0.2043,-0.0015,0.0584,0.1485,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,277.0,322.0,347.0,429.0,399.0,Balance Sheet
"Total Receivables, Net",,1734.0,1649.0,1637.0,1589.0,1706.0,Balance Sheet
Invent. - Finished Goods,,7440.0,7852.0,7781.0,8123.0,8464.0,Balance Sheet
LIFO Reserve,,-1272.0,-1291.0,-1248.0,-1277.0,-1380.0,Balance Sheet
Total Inventory,,6168.0,6561.0,6533.0,6846.0,7084.0,Balance Sheet
Prepaid Expenses,,790.0,898.0,835.0,592.0,522.0,Balance Sheet
Restricted Cash - Current,,923.0,910.0,1161.0,1181.0,1179.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,604.0,166.0,0.0,Balance Sheet
"Other Curr. Assets, Total",,923.0,910.0,1765.0,1347.0,1179.0,Balance Sheet
Total Current Assets,,9892.0,10340.0,11117.0,10803.0,10890.0,Balance Sheet
Buildings,,19234.0,20985.0,21845.0,22551.0,23385.0,Balance Sheet
Land/Improvements,,2997.0,3197.0,3201.0,3254.0,3299.0,Balance Sheet
Machinery/Equipment,,12520.0,13495.0,13635.0,14277.0,15031.0,Balance Sheet
Construction in Progress,,2115.0,1979.0,2050.0,2716.0,3166.0,Balance Sheet
Other Prop./Plant/Equip.,,801.0,932.0,1000.0,1066.0,7780.0,Balance Sheet
Prop./Plant/Equip. - Gross,,37667.0,40588.0,41731.0,43864.0,52661.0,Balance Sheet
Accumulated Depreciation,,-18048.0,-19572.0,-20660.0,-22229.0,-23976.0,Balance Sheet
Prop./Plant/Equip. - Net,,19619.0,21016.0,21071.0,21635.0,28685.0,Balance Sheet
"Goodwill, Gross",,,,,5729.0,5737.0,Balance Sheet
Accum. Goodwill Amort.,,,,,-2642.0,-2661.0,Balance Sheet
"Goodwill, Net",,2724.0,3031.0,2925.0,3087.0,3076.0,Balance Sheet
Intangibles - Gross,,1186.0,1338.0,1334.0,1540.0,1387.0,Balance Sheet
Accum. Intangible Amort.,,-133.0,-185.0,-234.0,-282.0,-321.0,Balance Sheet
Intangibles - Net,,1053.0,1153.0,1100.0,1258.0,1066.0,Balance Sheet
Other Long Term Assets,,609.0,965.0,984.0,1335.0,1539.0,Balance Sheet
Total Assets,,33897.0,36505.0,37197.0,38118.0,45256.0,Balance Sheet
Accounts Payable,,5728.0,5818.0,5858.0,6059.0,6349.0,Balance Sheet
Accrued Expenses,,1426.0,1234.0,1099.0,1227.0,1765.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,2370.0,2252.0,3560.0,3157.0,1965.0,Balance Sheet
Deferred Income Tax,,1752.0,1927.0,1568.0,1562.0,1466.0,Balance Sheet
Discontinued Operations,,,,259.0,51.0,0.0,Balance Sheet
Other Current Liabilities,,3226.0,3305.0,3421.0,3780.0,4164.0,Balance Sheet
"Other Curr. Lblts, Total",,3447.0,3556.0,3680.0,3831.0,4164.0,Balance Sheet
Total Current Liabilities,,12971.0,12860.0,14197.0,14274.0,14243.0,Balance Sheet
Long Term Debt,,9708.0,11118.0,11278.0,11248.0,11330.0,Balance Sheet
Capital Lease Obligations,,,707.0,751.0,824.0,781.0,Balance Sheet
Total Long Term Debt,,9708.0,11825.0,12029.0,12072.0,12111.0,Balance Sheet
Total Debt,,12078.0,14077.0,15589.0,15229.0,14076.0,Balance Sheet
Minority Interest,,-22.0,12.0,-26.0,-51.0,-29.0,Balance Sheet
Pension Benefits - Underfunded,,1380.0,1524.0,792.0,494.0,608.0,Balance Sheet
Other LT Liabilities,,1288.0,1659.0,1706.0,1881.0,8255.0,Balance Sheet
"Other Liabilities, Total",,2668.0,3183.0,2498.0,2375.0,8863.0,Balance Sheet
Total Liabilities,,27077.0,29807.0,30266.0,30232.0,36654.0,Balance Sheet
Common Stock,,1918.0,1918.0,1918.0,1918.0,1918.0,Balance Sheet
Additional Paid-In Capital,,2980.0,3070.0,3161.0,3245.0,3337.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,14011.0,15543.0,17007.0,19681.0,20978.0,Balance Sheet
Treasury Stock - Common,,-11409.0,-13118.0,-14684.0,-16612.0,-16991.0,Balance Sheet
Unrealized Gain (Loss),,20.0,0.0,4.0,0.0,0.0,Balance Sheet
Min. Pension Lblty Adj.,,-649.0,-713.0,-499.0,-352.0,-598.0,Balance Sheet
Other Comprehensive Income,,-51.0,-2.0,24.0,6.0,-42.0,Balance Sheet
"Other Equity, Total",,-700.0,-715.0,-475.0,-346.0,-640.0,Balance Sheet
Total Equity,,6820.0,6698.0,6931.0,7886.0,8602.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,33897.0,36505.0,37197.0,38118.0,45256.0,Balance Sheet
Ttl Comm. Shares Outs.,,967.0,924.0,870.0,798.0,788.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,951.0,994.0,1048.0,1120.0,1130.0,Balance Sheet
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Income Statement
Total Revenue,,109830.0,115337.0,122662.0,121162.0,122286.0,Income Statement
"Cost of Revenue, Total",,85496.0,89502.0,95662.0,94894.0,95294.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,18669.0,20043.0,21952.0,21189.0,22040.0,Income Statement
Depreciation/Amortization,,2043.0,2314.0,2365.0,2409.0,2529.0,Income Statement
Impair-Assets Held for Use,,46.0,26.0,71.0,56.0,120.0,Income Statement
Impair-Assets Held for Sale,,,,,,52.0,Income Statement
Other Unusual Expnse (In),,,0.0,0.0,-1782.0,-176.0,Income Statement
Unusual Expense (Income),,46.0,26.0,71.0,-1726.0,-4.0,Income Statement
Total Operating Expense,,106254.0,111885.0,120050.0,116766.0,119859.0,Income Statement
Total Operating Income,,3576.0,3452.0,2612.0,4396.0,2427.0,Income Statement
"Inter Expse,Net Non-Operat",,-483.0,-522.0,-601.0,-619.0,-599.0,Income Statement
"Inter/Invest Inc, Non-Oper",,1.0,0.0,0.0,227.0,153.0,Income Statement
OtherNon-OperatInc (Expnse),,,-16.0,-527.0,-26.0,0.0,Income Statement
"Other, Net",,,-16.0,-527.0,-26.0,0.0,Income Statement
Income Before Tax,,3094.0,2914.0,1484.0,3978.0,1981.0,Income Statement
Income Tax - Total,,1045.0,957.0,517.0,900.0,469.0,Income Statement
Income After Tax,,2049.0,1957.0,967.0,3078.0,1512.0,Income Statement
Minority Interest,,-10.0,18.0,18.0,32.0,147.0,Income Statement
Net Inc Before Extra Items,,2039.0,1975.0,985.0,3110.0,1659.0,Income Statement
Total Extraordinary Items,,,,922.0,0.0,,Income Statement
Total Net Income,,2039.0,1975.0,1907.0,3110.0,1659.0,Income Statement
Total Adjust to Net Income,,-18.0,-16.0,-17.0,-34.0,-19.0,Income Statement
Income Available to Common Excl. Extra. Items,,2021.0,1959.0,968.0,3076.0,1640.0,Income Statement
Income Available to Common Incl. Extra. Items,,2021.0,1959.0,1890.0,3076.0,1640.0,Income Statement
Basic/Primary Weighted Average Shares,,966.0,942.0,895.0,810.0,799.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,2.09,2.08,1.08,3.8,2.05,Income Statement
Basic/Primary EPS Incl. Extra. Items,,2.09,2.08,2.11,3.8,2.05,Income Statement
Dilution Adjustment,,0.0,,,,2.0,Income Statement
Diluted Weighted Average Shares,,980.0,958.0,904.0,818.0,805.0,Income Statement
Diluted EPS Excl. Extra. Items,,2.06,2.04,1.07,3.76,2.04,Income Statement
