,2015,2016,2017,2018,2019,2020,Report
high,52.55,43.63,41.9,49.08,32.63,25.81,
low,32.89,25.74,29.9,24.27,18.05,8.0,
change,-0.36090000000000005,0.1173,-0.055099999999999996,-0.2887,-0.0087,-0.47350000000000003,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,2080.0,1408.0,1437.0,1427.0,1171.0,,Balance Sheet
Short Term Investments,21.0,32.0,10.0,4.0,8.0,,Balance Sheet
Cash and Short Term Invs,2101.0,1440.0,1447.0,1431.0,1179.0,,Balance Sheet
"Trade Accts Recvble, Gross",3085.0,2292.0,2202.0,2262.0,,,Balance Sheet
Prov. for Doubtful Accts,-159.0,-209.0,-187.0,-161.0,,,Balance Sheet
"Total Receivables, Net",4176.0,2748.0,2510.0,2666.0,2498.0,,Balance Sheet
Invent. - Finished Goods,2977.0,1803.0,1834.0,1871.0,2099.0,,Balance Sheet
Invent. - Work In Progress,632.0,561.0,513.0,501.0,364.0,,Balance Sheet
Invent. - Raw Materials,1069.0,961.0,656.0,614.0,577.0,,Balance Sheet
LIFO Reserve,,,,,-843.0,,Balance Sheet
Total Inventory,4678.0,3325.0,3003.0,2986.0,2197.0,,Balance Sheet
Prepaid Expenses,465.0,339.0,244.0,194.0,234.0,,Balance Sheet
"Other Curr. Assets, Total",5.0,24.0,13.0,2.0,5.0,,Balance Sheet
Total Current Assets,11425.0,7876.0,7217.0,7279.0,6113.0,,Balance Sheet
Buildings,,,,1271.0,1309.0,,Balance Sheet
Land/Improvements,1565.0,1570.0,1592.0,227.0,231.0,,Balance Sheet
Machinery/Equipment,3694.0,3659.0,3750.0,3737.0,3797.0,,Balance Sheet
Other Prop./Plant/Equip.,17.0,219.0,219.0,249.0,674.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5276.0,5448.0,5561.0,5484.0,6011.0,,Balance Sheet
Accumulated Depreciation,-2152.0,-2298.0,-2559.0,-2687.0,-2983.0,,Balance Sheet
Prop./Plant/Equip. - Net,3124.0,3150.0,3002.0,2797.0,3028.0,,Balance Sheet
"Goodwill, Net",6980.0,6067.0,6227.0,6264.0,2807.0,,Balance Sheet
Intangibles - Gross,6320.0,6334.0,6444.0,6504.0,1472.0,,Balance Sheet
Accum. Intangible Amort.,-2471.0,-2804.0,-3143.0,-3484.0,-620.0,,Balance Sheet
Intangibles - Net,3849.0,3530.0,3301.0,3020.0,852.0,,Balance Sheet
LT Invt. - Affiliate Comp.,327.0,307.0,309.0,301.0,282.0,,Balance Sheet
LT Investments - Other,,,2.0,0.0,1.0,,Balance Sheet
Long Term Investments,327.0,307.0,311.0,301.0,283.0,,Balance Sheet
Other Long Term Assets,135.0,124.0,135.0,124.0,66.0,,Balance Sheet
Total Assets,25970.0,21140.0,20206.0,19796.0,13149.0,,Balance Sheet
Accounts Payable,623.0,414.0,510.0,722.0,715.0,,Balance Sheet
Accrued Expenses,1336.0,1280.0,1230.0,1042.0,979.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,2.0,506.0,6.0,7.0,30.0,,Balance Sheet
Customer Advances,426.0,222.0,240.0,458.0,427.0,,Balance Sheet
Income Taxes Payable,264.0,119.0,81.0,66.0,42.0,,Balance Sheet
Other Current Liabilities,1307.0,506.0,287.0,46.0,54.0,,Balance Sheet
"Other Curr. Lblts, Total",1997.0,847.0,608.0,570.0,523.0,,Balance Sheet
Total Current Liabilities,3958.0,3047.0,2354.0,2341.0,2247.0,,Balance Sheet
Long Term Debt,3907.0,2708.0,2706.0,2704.0,1989.0,,Balance Sheet
Capital Lease Obligations,,,,,250.0,,Balance Sheet
Total Long Term Debt,3907.0,2708.0,2706.0,2704.0,2239.0,,Balance Sheet
Total Debt,3909.0,3214.0,2712.0,2711.0,2269.0,,Balance Sheet
Deferred Income Tax,1408.0,1142.0,809.0,662.0,140.0,,Balance Sheet
Minority Interest,77.0,63.0,66.0,70.0,68.0,,Balance Sheet
"Other Liabilities, Total",237.0,240.0,177.0,200.0,677.0,,Balance Sheet
Total Liabilities,9587.0,7200.0,6112.0,5977.0,5371.0,,Balance Sheet
Common Stock,4.0,4.0,4.0,4.0,4.0,,Balance Sheet
Additional Paid-In Capital,8005.0,8103.0,8234.0,8390.0,8507.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),9927.0,7285.0,6966.0,6862.0,690.0,,Balance Sheet
Cum. Trans. Adjustment,-1279.0,-1376.0,-1104.0,-1396.0,-1403.0,,Balance Sheet
Min. Pension Lblty Adj.,-69.0,-37.0,-13.0,-27.0,-16.0,,Balance Sheet
Other Comprehensive Income,-205.0,-39.0,7.0,-14.0,-4.0,,Balance Sheet
