,2015,2016,2017,2018,2019,2020,Report
high,696.44,847.21,1213.41,2050.5,2035.8,2475.0,
low,418.36,474.0,747.7,1170.51,1460.93,1626.03,
change,0.5627000000000001,0.1426,0.543,0.2815,0.2612,0.2691,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,15890.0,19334.0,20522.0,31750.0,36092.0,,Balance Sheet
Short Term Investments,3918.0,6647.0,10464.0,9500.0,18929.0,,Balance Sheet
Cash and Short Term Invs,19808.0,25981.0,30986.0,41250.0,55021.0,,Balance Sheet
"Trade Accts Recvble, Gross",,,,17172.0,21258.0,,Balance Sheet
Prov. for Doubtful Accts,,,,-495.0,-718.0,,Balance Sheet
"Total Receivables, Net",5654.0,8339.0,13164.0,16677.0,20540.0,,Balance Sheet
Total Inventory,10243.0,11461.0,16047.0,17174.0,20497.0,,Balance Sheet
"Other Curr. Assets, Total",,,,,276.0,,Balance Sheet
Total Current Assets,35705.0,45781.0,60197.0,75101.0,96334.0,,Balance Sheet
Land/Improvements,9770.0,13998.0,23718.0,31741.0,39223.0,,Balance Sheet
Machinery/Equipment,18417.0,25989.0,38387.0,54591.0,71310.0,,Balance Sheet
Construction in Progress,1532.0,1805.0,4078.0,6861.0,6036.0,,Balance Sheet
Other Prop./Plant/Equip.,334.0,649.0,2390.0,2577.0,28252.0,,Balance Sheet
Prop./Plant/Equip. - Gross,30053.0,42441.0,68573.0,95770.0,144821.0,,Balance Sheet
Accumulated Depreciation,-8215.0,-13327.0,-19707.0,-33973.0,-46975.0,,Balance Sheet
Prop./Plant/Equip. - Net,21838.0,29114.0,48866.0,61797.0,97846.0,,Balance Sheet
"Goodwill, Net",3759.0,3784.0,13350.0,14548.0,14754.0,,Balance Sheet
Intangibles - Gross,1847.0,1900.0,4422.0,5350.0,5298.0,,Balance Sheet
Accum. Intangible Amort.,-855.0,-1046.0,-1051.0,-1240.0,-1249.0,,Balance Sheet
Intangibles - Net,992.0,854.0,3371.0,4110.0,4049.0,,Balance Sheet
Long Term Investments,,242.0,415.0,518.0,679.0,,Balance Sheet
Other Long Term Assets,2453.0,3627.0,5111.0,6574.0,11544.0,,Balance Sheet
Total Assets,64747.0,83402.0,131310.0,162648.0,225248.0,,Balance Sheet
Accounts Payable,20397.0,25309.0,34616.0,38192.0,47183.0,,Balance Sheet
Accrued Expenses,10372.0,8542.0,11949.0,14161.0,31132.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,5197.0,6221.0,9502.0,1307.0,,Balance Sheet
"Other Curr. Lblts, Total",3118.0,4768.0,5097.0,6536.0,8190.0,,Balance Sheet
Total Current Liabilities,33887.0,43816.0,57883.0,68391.0,87812.0,,Balance Sheet
Long Term Debt,8227.0,7694.0,24743.0,23495.0,23414.0,,Balance Sheet
Capital Lease Obligations,5948.0,7519.0,13183.0,16292.0,17095.0,,Balance Sheet
Total Long Term Debt,14175.0,15213.0,37926.0,39787.0,40509.0,,Balance Sheet
Total Debt,14175.0,20410.0,44147.0,49289.0,41816.0,,Balance Sheet
Deferred Income Tax,407.0,392.0,990.0,1490.0,,,Balance Sheet
"Other Liabilities, Total",2894.0,4696.0,6802.0,9431.0,34867.0,,Balance Sheet
Total Liabilities,51363.0,64117.0,103601.0,119099.0,163188.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,5.0,5.0,5.0,5.0,5.0,,Balance Sheet
Additional Paid-In Capital,13394.0,17186.0,21389.0,26791.0,33658.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2545.0,4916.0,8636.0,19625.0,31220.0,,Balance Sheet
Treasury Stock - Common,-1837.0,-1837.0,-1837.0,-1837.0,-1837.0,,Balance Sheet
Unrealized Gain (Loss),-1.0,16.0,-16.0,,,,Balance Sheet
Cum. Trans. Adjustment,-722.0,-1001.0,-468.0,,,,Balance Sheet
Other Comprehensive Income,,,,-1035.0,-986.0,,Balance Sheet
"Other Equity, Total",-722.0,-1001.0,-468.0,-1035.0,-986.0,,Balance Sheet
Total Equity,13384.0,19285.0,27709.0,43549.0,62060.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,64747.0,83402.0,131310.0,162648.0,225248.0,,Balance Sheet
Ttl Comm. Shares Outs.,471.0,477.0,484.0,491.0,498.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,23.0,23.0,23.0,23.0,23.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,107006.0,135987.0,177866.0,232887.0,280522.0,,Income Statement
"Cost of Revenue, Total",71651.0,88265.0,111934.0,139156.0,165536.0,,Income Statement
Selling/Gen/Admin Expense,19516.0,25989.0,37129.0,49720.0,61323.0,,Income Statement
Labor & Related Expense,895.0,1295.0,1863.0,2457.0,2990.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",20411.0,27284.0,38992.0,52177.0,64313.0,,Income Statement
Research & Development,12540.0,16085.0,22620.0,28837.0,35931.0,,Income Statement
Depreciation/Amortization,228.0,287.0,366.0,475.0,565.0,,Income Statement
"Other Operat Expse, Total",-57.0,-120.0,-152.0,-179.0,-364.0,,Income Statement
Total Operating Expense,104773.0,131801.0,173760.0,220466.0,265981.0,,Income Statement
Total Operating Income,2233.0,4186.0,4106.0,12421.0,14541.0,,Income Statement
"Inter Expse,Net Non-Operat",-459.0,-484.0,-848.0,-1417.0,-1600.0,,Income Statement
"Inter Income, Non-Operating",50.0,100.0,202.0,440.0,832.0,,Income Statement
"Invest Income, Non-Operat",-271.0,13.0,240.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",-221.0,113.0,442.0,440.0,832.0,,Income Statement
OtherNon-OperatInc (Expnse),15.0,77.0,106.0,-183.0,203.0,,Income Statement
"Other, Net",15.0,77.0,106.0,-183.0,203.0,,Income Statement
Income Before Tax,1568.0,3892.0,3806.0,11261.0,13976.0,,Income Statement
Income Tax - Total,950.0,1425.0,1558.0,1354.0,2374.0,,Income Statement
Income After Tax,618.0,2467.0,2248.0,9907.0,11602.0,,Income Statement
Equity In Affiliates,-22.0,-96.0,-4.0,9.0,-14.0,,Income Statement
Net Inc Before Extra Items,596.0,2371.0,2244.0,9916.0,11588.0,,Income Statement
Total Extraordinary Items,,,789.0,157.0,0.0,,Income Statement
Total Net Income,596.0,2371.0,3033.0,10073.0,11588.0,,Income Statement
Income Available to Common Excl. Extra. Items,596.0,2371.0,2244.0,9916.0,11588.0,,Income Statement
Income Available to Common Incl. Extra. Items,596.0,2371.0,3033.0,10073.0,11588.0,,Income Statement
Basic/Primary Weighted Average Shares,467.0,474.0,480.0,487.0,494.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.28,5.0,4.68,20.36,23.46,,Income Statement
