,2015,2016,2017,2018,2019,2020,Report
high,56.04,49.6,64.42,72.17,62.63,71.38,
low,45.78,37.14,42.23,37.29,38.43,25.42,
change,0.0316,-0.1084,0.4571,-0.3876,0.44680000000000003,-0.0367,
Date,2015-11-30 00:00:00,2016-11-30 00:00:00,2017-11-30 00:00:00,2018-11-30 00:00:00,2019-11-30 00:00:00,,Balance Sheet
Cash and Short Term Invs,1150.0,1330.0,2651.0,1558.0,1446.0,,Balance Sheet
"Trade Accts Recvble, Gross",64.0,107.0,140.0,239.0,332.0,,Balance Sheet
Prov. for Doubtful Accts,0.0,0.0,-3.0,-3.0,-3.0,,Balance Sheet
"Trade Accts Recvble, Net",307.0,517.0,451.0,968.0,406.0,,Balance Sheet
Other Receivables,11.0,0.0,,,,,Balance Sheet
"Total Receivables, Net",317.0,517.0,451.0,968.0,406.0,,Balance Sheet
Invent. - Finished Goods,3957.0,3952.0,4676.0,8681.0,9196.0,,Balance Sheet
Invent. - Work In Progress,4725.0,5106.0,5791.0,8178.0,8268.0,,Balance Sheet
Inventories - Other,59.0,121.0,393.0,209.0,313.0,,Balance Sheet
Total Inventory,8741.0,9179.0,10861.0,17069.0,17777.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Buildings,34.0,41.0,52.0,62.0,64.0,,Balance Sheet
Land/Improvements,,140.0,209.0,278.0,315.0,,Balance Sheet
Other Prop./Plant/Equip.,160.0,220.0,267.0,397.0,384.0,,Balance Sheet
Prop./Plant/Equip. - Gross,194.0,400.0,528.0,737.0,763.0,,Balance Sheet
Accumulated Depreciation,-78.0,-87.0,-104.0,-139.0,-169.0,,Balance Sheet
Prop./Plant/Equip. - Net,116.0,313.0,424.0,598.0,874.0,,Balance Sheet
"Goodwill, Net",39.0,40.0,196.0,3680.0,3658.0,,Balance Sheet
LT Invt. - Affiliate Comp.,966.0,1376.0,1574.0,1775.0,1974.0,,Balance Sheet
LT Investments - Other,140.0,197.0,334.0,324.0,248.0,,Balance Sheet
Long Term Investments,1106.0,1573.0,1907.0,2099.0,2222.0,,Balance Sheet
Note Rcvble - Long Term,1479.0,1441.0,1245.0,1288.0,2220.0,,Balance Sheet
Disct. Ops. - LT Asset,,,,,48.0,,Balance Sheet
Restricted Cash - LT,43.0,33.0,43.0,38.0,23.0,,Balance Sheet
Other Assets,1429.0,936.0,967.0,1269.0,686.0,,Balance Sheet
"Other Assets, Total",1429.0,936.0,967.0,1269.0,686.0,,Balance Sheet
Total Assets,14420.0,15362.0,18745.0,28566.0,29360.0,,Balance Sheet
Accounts Payable,543.0,597.0,755.0,1325.0,1265.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,1573.0,1797.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,6655.0,6276.0,7973.0,8544.0,7777.0,,Balance Sheet
Total Debt,6655.0,6276.0,7973.0,10117.0,9574.0,,Balance Sheet
Minority Interest,301.0,186.0,114.0,101.0,84.0,,Balance Sheet
"Other Liabilities, Total",1271.0,1278.0,2032.0,2441.0,2487.0,,Balance Sheet
Total Liabilities,8771.0,8336.0,10873.0,13985.0,13410.0,,Balance Sheet
Redeemable Preferred Stock,,,,0.0,0.0,,Balance Sheet
Common Stock,21.0,24.0,24.0,33.0,34.0,,Balance Sheet
Additional Paid-In Capital,2306.0,2805.0,3142.0,8497.0,8578.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3430.0,4306.0,4841.0,6488.0,8295.0,,Balance Sheet
Treasury Stock - Common,-108.0,-109.0,-136.0,-436.0,-958.0,,Balance Sheet
"Other Equity, Total",0.0,0.0,1.0,0.0,0.0,,Balance Sheet
Total Equity,5649.0,7026.0,7872.0,14582.0,15950.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,14420.0,15362.0,18745.0,28566.0,29360.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,180.0,203.0,205.0,286.0,278.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,32.0,32.0,36.0,38.0,38.0,,Balance Sheet
Ttl Comm. Shares Outs.,212.0,235.0,241.0,324.0,316.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,1.0,1.0,1.0,8.0,19.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Date,2015-11-30 00:00:00,2016-11-30 00:00:00,2017-11-30 00:00:00,2018-11-30 00:00:00,2019-11-30 00:00:00,,Income Statement
Total Revenue,9474.0,10950.0,12646.0,20572.0,22260.0,,Income Statement
"Cost of Revenue, Total",7964.0,9215.0,10751.0,17933.0,19080.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",216.0,233.0,286.0,344.0,341.0,,Income Statement
"Inter Expense,Net Operatng",220.0,245.0,278.0,316.0,395.0,,Income Statement
"Inter/Invest Inc, Operating",-105.0,-55.0,-49.0,-282.0,-13.0,,Income Statement
Litigation,,,140.0,0.0,0.0,,Income Statement
Other Unusual Expnse (In),,,,153.0,49.0,,Income Statement
Unusual Expense (Income),,,140.0,153.0,49.0,,Income Statement
"Other Operat Expse, Total",-31.0,-18.0,52.0,-155.0,-26.0,,Income Statement
Total Operating Expense,8264.0,9620.0,11457.0,18309.0,19825.0,,Income Statement
Total Operating Income,1210.0,1330.0,1190.0,2263.0,2434.0,,Income Statement
Income Before Tax,1210.0,1330.0,1190.0,2263.0,2434.0,,Income Statement
Income Tax - Total,390.0,417.0,418.0,477.0,592.0,,Income Statement
Income After Tax,819.0,913.0,772.0,1786.0,1842.0,,Income Statement
Minority Interest,-16.0,-1.0,39.0,-22.0,7.0,,Income Statement
Net Inc Before Extra Items,803.0,912.0,810.0,1764.0,1849.0,,Income Statement
Total Extraordinary Items,,,,-69.0,,,Income Statement
Total Net Income,803.0,912.0,810.0,1696.0,1849.0,,Income Statement
Total Adjust to Net Income,-9.0,-9.0,-8.0,-15.0,-16.0,,Income Statement
Income Available to Common Excl. Extra. Items,794.0,903.0,803.0,1750.0,1833.0,,Income Statement
Income Available to Common Incl. Extra. Items,794.0,903.0,803.0,1681.0,1833.0,,Income Statement
Basic/Primary Weighted Average Shares,205.0,218.0,237.0,308.0,318.0,,Income Statement
