,2015,2016,2017,2018,2019,2020,Report
high,28.62,23.64,49.89,64.66,56.11,61.19,
low,13.5,9.31,21.49,28.39,30.75,31.13,
change,-0.4781,0.585,0.8632,-0.23620000000000002,0.7348,-0.12029999999999999,
Date,2015-09-03 00:00:00,2016-09-01 00:00:00,2017-08-31 00:00:00,2018-08-30 00:00:00,2019-08-29 00:00:00,,Balance Sheet
Cash & Equivalents,2287.0,4140.0,5109.0,6506.0,7152.0,,Balance Sheet
Short Term Investments,1234.0,258.0,319.0,296.0,803.0,,Balance Sheet
Cash and Short Term Invs,3521.0,4398.0,5428.0,6802.0,7955.0,,Balance Sheet
"Trade Accts Recvble, Net",2188.0,1765.0,3490.0,5056.0,2778.0,,Balance Sheet
Other Receivables,319.0,303.0,269.0,422.0,415.0,,Balance Sheet
"Total Receivables, Net",2507.0,2068.0,3759.0,5478.0,3193.0,,Balance Sheet
Invent. - Finished Goods,785.0,899.0,856.0,815.0,757.0,,Balance Sheet
Invent. - Work In Progress,1315.0,1761.0,1968.0,2357.0,3825.0,,Balance Sheet
Invent. - Raw Materials,240.0,229.0,299.0,423.0,536.0,,Balance Sheet
Total Inventory,2340.0,2889.0,3123.0,3595.0,5118.0,,Balance Sheet
"Other Curr. Assets, Total",228.0,140.0,147.0,164.0,237.0,,Balance Sheet
Total Current Assets,8596.0,9495.0,12457.0,16039.0,16503.0,,Balance Sheet
Buildings,5358.0,6653.0,7958.0,8680.0,10931.0,,Balance Sheet
Land/Improvements,88.0,145.0,345.0,345.0,352.0,,Balance Sheet
Machinery/Equipment,21393.0,26332.0,32731.0,38904.0,44841.0,,Balance Sheet
Construction in Progress,436.0,475.0,499.0,1162.0,1700.0,,Balance Sheet
Prop./Plant/Equip. - Gross,27275.0,33605.0,41533.0,49091.0,57824.0,,Balance Sheet
Accumulated Depreciation,-16721.0,-18919.0,-22102.0,-25419.0,-29584.0,,Balance Sheet
Prop./Plant/Equip. - Net,10554.0,14686.0,19431.0,23672.0,28240.0,,Balance Sheet
"Goodwill, Net",,,1228.0,1228.0,1228.0,,Balance Sheet
Intangibles - Gross,866.0,866.0,864.0,675.0,583.0,,Balance Sheet
Accum. Intangible Amort.,-417.0,-402.0,-477.0,-344.0,-243.0,,Balance Sheet
Intangibles - Net,449.0,464.0,387.0,331.0,340.0,,Balance Sheet
LT Invt. - Affiliate Comp.,1379.0,1364.0,16.0,,,,Balance Sheet
LT Investments - Other,2113.0,414.0,617.0,473.0,1164.0,,Balance Sheet
Long Term Investments,3492.0,1778.0,633.0,473.0,1164.0,,Balance Sheet
Def. Inc. Tax - LT Asset,597.0,657.0,766.0,1022.0,837.0,,Balance Sheet
Restricted Cash - LT,,,,81.0,127.0,,Balance Sheet
Other Long Term Assets,455.0,460.0,434.0,530.0,448.0,,Balance Sheet
Total Assets,24143.0,27540.0,35336.0,43376.0,48887.0,,Balance Sheet
Accounts Payable,1020.0,1186.0,1333.0,1692.0,1677.0,,Balance Sheet
Payable/Accrued,,309.0,350.0,,,,Balance Sheet
Accrued Expenses,321.0,289.0,603.0,841.0,695.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1089.0,756.0,1262.0,859.0,1310.0,,Balance Sheet
Customer Advances,220.0,332.0,605.0,491.0,,,Balance Sheet
Income Taxes Payable,85.0,41.0,163.0,402.0,309.0,,Balance Sheet
Other Payables,1146.0,1922.0,1018.0,1279.0,1757.0,,Balance Sheet
Other Current Liabilities,24.0,,,190.0,642.0,,Balance Sheet
"Other Curr. Lblts, Total",1475.0,2295.0,1786.0,2362.0,2708.0,,Balance Sheet
Total Current Liabilities,3905.0,4835.0,5334.0,5754.0,6390.0,,Balance Sheet
Long Term Debt,5835.0,8128.0,9060.0,3245.0,4173.0,,Balance Sheet
Capital Lease Obligations,466.0,1026.0,833.0,535.0,368.0,,Balance Sheet
Total Long Term Debt,6301.0,9154.0,9893.0,3780.0,4541.0,,Balance Sheet
Total Debt,7390.0,9910.0,11155.0,4639.0,5851.0,,Balance Sheet
Minority Interest,937.0,848.0,849.0,967.0,987.0,,Balance Sheet
"Other Liabilities, Total",698.0,623.0,639.0,581.0,1088.0,,Balance Sheet
Total Liabilities,11841.0,15460.0,16715.0,11082.0,13006.0,,Balance Sheet
Common Stock,108.0,109.0,112.0,117.0,118.0,,Balance Sheet
Additional Paid-In Capital,7474.0,7736.0,8287.0,8201.0,8214.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),5588.0,5299.0,10260.0,24395.0,30761.0,,Balance Sheet
Treasury Stock - Common,-881.0,-1029.0,-67.0,-429.0,-3221.0,,Balance Sheet
Unrealized Gain (Loss),-3.0,0.0,,-2.0,7.0,,Balance Sheet
Cum. Trans. Adjustment,0.0,-49.0,-1.0,0.0,-1.0,,Balance Sheet
Min. Pension Lblty Adj.,21.0,12.0,13.0,10.0,4.0,,Balance Sheet
Other Comprehensive Income,-5.0,2.0,17.0,2.0,-1.0,,Balance Sheet
"Other Equity, Total",16.0,-35.0,29.0,12.0,2.0,,Balance Sheet
Total Equity,12302.0,12080.0,18621.0,32294.0,35881.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,24143.0,27540.0,35336.0,43376.0,48887.0,,Balance Sheet
Ttl Comm. Shares Outs.,1039.0,1040.0,1112.0,1161.0,1106.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,45.0,54.0,4.0,9.0,76.0,,Balance Sheet
