,2015,2016,2017,2018,2019,2020,Report
high,73.88,72.49,93.18,126.98,101.99,98.03,
low,51.68,46.88,60.69,68.81,69.44,31.0,
change,0.2052,-0.029300000000000003,0.3215,-0.1868,0.2686,-0.3034,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,4114.0,4816.0,5850.0,2982.0,2583.0,,Balance Sheet
"Trade Accts Recvble, Gross",,5687.0,6786.0,4673.0,5610.0,,Balance Sheet
Prov. for Doubtful Accts,,-32.0,-33.0,-34.0,-36.0,,Balance Sheet
"Trade Accts Recvble, Net",4464.0,5655.0,5859.0,4154.0,7414.0,,Balance Sheet
Notes Recvble - Short Term,,117.0,67.0,166.0,730.0,,Balance Sheet
Other Receivables,218.0,58.0,,,,,Balance Sheet
"Total Receivables, Net",4682.0,5830.0,5926.0,4320.0,8144.0,,Balance Sheet
Invent. - Raw Materials,244.0,250.0,256.0,264.0,274.0,,Balance Sheet
Inventories - Other,5654.0,5459.0,6128.0,6268.0,6739.0,,Balance Sheet
Total Inventory,5898.0,5709.0,6384.0,6532.0,7013.0,,Balance Sheet
Prepaid Expenses,204.0,316.0,156.0,816.0,469.0,,Balance Sheet
"Other Curr. Assets, Total",,129.0,996.0,3025.0,760.0,,Balance Sheet
Total Current Assets,14898.0,16800.0,19312.0,17675.0,18969.0,,Balance Sheet
Buildings,,838.0,910.0,953.0,1015.0,,Balance Sheet
Land/Improvements,,400.0,411.0,416.0,476.0,,Balance Sheet
Machinery/Equipment,,34301.0,35347.0,36868.0,38427.0,,Balance Sheet
Construction in Progress,,730.0,1274.0,1960.0,1731.0,,Balance Sheet
Other Prop./Plant/Equip.,36907.0,1464.0,2068.0,2276.0,3974.0,,Balance Sheet
Prop./Plant/Equip. - Gross,36907.0,37733.0,40010.0,42473.0,45623.0,,Balance Sheet
Accumulated Depreciation,-10204.0,-11261.0,-12530.0,-13625.0,-15030.0,,Balance Sheet
Prop./Plant/Equip. - Net,26703.0,26472.0,27480.0,28848.0,30593.0,,Balance Sheet
"Goodwill, Net",,,,,260.0,,Balance Sheet
Intangibles - Net,,,,,283.0,,Balance Sheet
Long Term Investments,,,,,942.0,,Balance Sheet
Note Rcvble - Long Term,,,,,525.0,,Balance Sheet
Other Long Term Assets,,,,,514.0,,Balance Sheet
Total Assets,44227.0,46173.0,50158.0,50155.0,53864.0,,Balance Sheet
Accounts Payable,4907.0,6357.0,8348.0,8594.0,10205.0,,Balance Sheet
Accrued Expenses,554.0,694.0,712.0,630.0,894.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,127.0,115.0,122.0,238.0,494.0,,Balance Sheet
Customer Advances,,,,,55.0,,Balance Sheet
Income Taxes Payable,1406.0,1162.0,1889.0,1262.0,1512.0,,Balance Sheet
"Other Curr. Lblts, Total",1406.0,1162.0,1889.0,1262.0,1567.0,,Balance Sheet
Total Current Liabilities,6994.0,8328.0,11071.0,10724.0,13160.0,,Balance Sheet
Long Term Debt,7208.0,7886.0,8750.0,8871.0,8428.0,,Balance Sheet
Capital Lease Obligations,,,,,750.0,,Balance Sheet
Total Long Term Debt,7208.0,7886.0,8750.0,8871.0,9178.0,,Balance Sheet
Total Debt,7335.0,8001.0,8872.0,9109.0,9672.0,,Balance Sheet
Deferred Income Tax,7060.0,7361.0,4708.0,4962.0,5103.0,,Balance Sheet
Minority Interest,827.0,830.0,909.0,1064.0,733.0,,Balance Sheet
Pension Benefits - Underfunded,,742.0,776.0,654.0,834.0,,Balance Sheet
Other LT Liabilities,1611.0,1002.0,1953.0,2213.0,3053.0,,Balance Sheet
"Other Liabilities, Total",1611.0,1744.0,2729.0,2867.0,3887.0,,Balance Sheet
Total Liabilities,23700.0,26149.0,28167.0,28488.0,32061.0,,Balance Sheet
Common Stock,7.0,7.0,7.0,7.0,7.0,,Balance Sheet
Additional Paid-In Capital,7064.0,7088.0,7039.0,7048.0,6821.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),25188.0,26366.0,29200.0,31044.0,31974.0,,Balance Sheet
Treasury Stock - Common,-10799.0,-12027.0,-13315.0,-14925.0,-15648.0,,Balance Sheet
Cum. Trans. Adjustment,-605.0,-1021.0,-507.0,-1022.0,-676.0,,Balance Sheet
Min. Pension Lblty Adj.,-328.0,-389.0,-433.0,-485.0,-672.0,,Balance Sheet
Other Comprehensive Income,,0.0,,,-3.0,,Balance Sheet
"Other Equity, Total",-933.0,-1410.0,-940.0,-1507.0,-1351.0,,Balance Sheet
Total Equity,20527.0,20024.0,21991.0,21667.0,21803.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,44227.0,46173.0,50158.0,50155.0,53864.0,,Balance Sheet
Ttl Comm. Shares Outs.,473.0,452.0,434.0,418.0,409.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,200.0,222.0,240.0,256.0,264.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Net Sales,,,,,5.0,,Income Statement
Gross Revenue,93784.0,81152.0,99553.0,122659.0,113914.0,,Income Statement
Excise Taxes Receipts,-5980.0,-5493.0,-5573.0,-5626.0,-5595.0,,Income Statement
Total Revenue,87804.0,75659.0,93980.0,117033.0,108324.0,,Income Statement
"Cost of Revenue, Total",80265.0,71226.0,89197.0,111274.0,103635.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",710.0,709.0,829.0,925.0,868.0,,Income Statement
Depreciation/Amortization,,48.0,52.0,52.0,53.0,,Income Statement
"Inter/Invest Inc, Operating",471.0,86.0,278.0,165.0,-89.0,,Income Statement
Impair-Assets Held for Use,,56.0,0.0,0.0,,,Income Statement
Other Unusual Expnse (In),0.0,,,,,,Income Statement
Unusual Expense (Income),0.0,56.0,0.0,0.0,,,Income Statement
"Other Operat Expse, Total",,0.0,61.0,45.0,21.0,,Income Statement
Total Operating Expense,81446.0,72125.0,90417.0,112461.0,104488.0,,Income Statement
Total Operating Income,6358.0,3534.0,3563.0,4572.0,3836.0,,Income Statement
"Inter Expse, Non-Operating",-504.0,-511.0,-539.0,-557.0,-544.0,,Income Statement
"Inter Capital, Non-Operat",71.0,65.0,71.0,87.0,90.0,,Income Statement
"Inter Expse,Net Non-Operat",-433.0,-446.0,-468.0,-470.0,-454.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,75.0,,Income Statement
OtherNon-OperatInc (Expnse),46.0,94.0,112.0,130.0,29.0,,Income Statement
"Other, Net",46.0,94.0,112.0,130.0,29.0,,Income Statement
Income Before Tax,5971.0,3182.0,3207.0,4232.0,3486.0,,Income Statement
Income Tax - Total,1870.0,765.0,913.0,896.0,702.0,,Income Statement
Income After Tax,4101.0,2417.0,2294.0,3336.0,2784.0,,Income Statement
Minority Interest,-111.0,-128.0,-91.0,-231.0,-362.0,,Income Statement
Net Inc Before Extra Items,3990.0,2289.0,2203.0,3105.0,2422.0,,Income Statement
Discontinued Operations,0.0,,,,,,Income Statement
Extraordinary Item,,,1862.0,17.0,,,Income Statement
Total Extraordinary Items,0.0,,1862.0,17.0,,,Income Statement
Total Net Income,3990.0,2289.0,4065.0,3122.0,2422.0,,Income Statement
Total Adjust to Net Income,-3.0,-7.0,-14.0,-9.0,-7.0,,Income Statement
Income Available to Common Excl. Extra. Items,3987.0,2282.0,2189.0,3096.0,2415.0,,Income Statement
Income Available to Common Incl. Extra. Items,3987.0,2282.0,4051.0,3113.0,2415.0,,Income Statement
Basic/Primary Weighted Average Shares,497.0,461.0,442.0,426.0,413.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,8.02,4.95,4.95,7.27,5.85,,Income Statement
Basic/Primary EPS Incl. Extra. Items,8.02,4.95,9.17,7.31,5.85,,Income Statement
Diluted Weighted Average Shares,500.0,464.0,444.0,428.0,414.0,,Income Statement
Diluted EPS Excl. Extra. Items,7.97,4.92,4.93,7.23,5.83,,Income Statement
Diluted EPS Incl. Extra. Items,7.97,4.92,9.12,7.27,5.83,,Income Statement
Div/Share-ComStockPrimIssue,1.7,2.4,2.8,3.2,3.6,,Income Statement
Gross Divid - Common Stock,848.0,1111.0,1242.0,1369.0,1492.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",433.0,446.0,468.0,470.0,504.0,,Income Statement
"Interest Capitalized, Suppl",-71.0,-65.0,-71.0,-87.0,-90.0,,Income Statement
"Depreciat/Amort, Suppl",1842.0,1894.0,1986.0,2069.0,2255.0,,Income Statement
Total Special Items,0.0,56.0,0.0,0.0,,,Income Statement
Normalzd Income Before Tax,5971.0,3238.0,3207.0,4232.0,3486.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),0.0,13.0,0.0,0.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,1870.0,778.0,913.0,896.0,702.0,,Income Statement
Normalized Income After Tax,4101.0,2460.0,2294.0,3336.0,2784.0,,Income Statement
Normalzd Inc Avail to Common,3987.0,2325.0,2189.0,3096.0,2415.0,,Income Statement
Basic Normalized EPS,8.02,5.04,4.95,7.27,5.85,,Income Statement
Diluted Normalized EPS,7.97,5.01,4.93,7.23,5.83,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,4101.0,2417.0,4156.0,3353.0,2784.0,,Cash Flow
Depreciation/Depletion,1842.0,1894.0,1986.0,2069.0,2255.0,,Cash Flow
Deferred Taxes,165.0,230.0,-2543.0,203.0,234.0,,Cash Flow
