,2015,2016,2017,2018,2019,2020,Report
high,79.94,75.19,100.13,109.98,125.38,133.38,
low,56.3,60.2,65.28,81.78,91.64,102.0,
change,-0.21730000000000002,0.14250000000000002,0.42619999999999997,-0.061900000000000004,0.2968,0.034300000000000004,
Date,,2016-01-31 00:00:00,2017-01-31 00:00:00,2018-01-31 00:00:00,2019-01-31 00:00:00,2020-01-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,8343.0,6602.0,6456.0,7722.0,9465.0,Balance Sheet
"Total Receivables, Net",,5624.0,5835.0,5614.0,6283.0,6284.0,Balance Sheet
Total Inventory,,44469.0,43046.0,43783.0,44269.0,44435.0,Balance Sheet
Prepaid Expenses,,1441.0,1941.0,3511.0,3589.0,1622.0,Balance Sheet
"Other Curr. Assets, Total",,362.0,265.0,300.0,34.0,,Balance Sheet
Total Current Assets,,60239.0,57689.0,59664.0,61897.0,61806.0,Balance Sheet
Buildings,,96845.0,98547.0,101155.0,101006.0,105674.0,Balance Sheet
Land/Improvements,,25624.0,24801.0,25298.0,24526.0,24619.0,Balance Sheet
Machinery/Equipment,,2917.0,2845.0,2387.0,2316.0,2377.0,Balance Sheet
Construction in Progress,,4539.0,4301.0,3619.0,3474.0,3751.0,Balance Sheet
Other Prop./Plant/Equip.,,58129.0,60635.0,65398.0,67248.0,80448.0,Balance Sheet
Prop./Plant/Equip. - Gross,,188054.0,191129.0,197857.0,198570.0,216869.0,Balance Sheet
Accumulated Depreciation,,-71538.0,-76951.0,-83039.0,-87175.0,-89820.0,Balance Sheet
Prop./Plant/Equip. - Net,,116516.0,114178.0,114818.0,111395.0,127049.0,Balance Sheet
"Goodwill, Net",,16695.0,17037.0,18242.0,31181.0,31073.0,Balance Sheet
Other Long Term Assets,,6131.0,9921.0,11798.0,14822.0,16567.0,Balance Sheet
Total Assets,,199581.0,198825.0,204522.0,219295.0,236495.0,Balance Sheet
Accounts Payable,,38487.0,41433.0,46092.0,47060.0,46973.0,Balance Sheet
Accrued Expenses,,19607.0,20654.0,22122.0,22159.0,24089.0,Balance Sheet
Notes Payable/ST Debt,,2708.0,1099.0,5257.0,5225.0,575.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,3296.0,2821.0,4405.0,2605.0,5873.0,Balance Sheet
"Other Curr. Lblts, Total",,521.0,921.0,645.0,428.0,280.0,Balance Sheet
Total Current Liabilities,,64619.0,66928.0,78521.0,77477.0,77790.0,Balance Sheet
Long Term Debt,,38214.0,32806.0,26004.0,39657.0,43714.0,Balance Sheet
Capital Lease Obligations,,5816.0,6003.0,6780.0,6683.0,4307.0,Balance Sheet
Total Long Term Debt,,44030.0,38809.0,32784.0,46340.0,48021.0,Balance Sheet
Total Debt,,50034.0,42729.0,42446.0,54170.0,54469.0,Balance Sheet
Deferred Income Tax,,7321.0,8714.0,8168.0,11553.0,12265.0,Balance Sheet
Minority Interest,,3065.0,2737.0,2953.0,7138.0,6883.0,Balance Sheet
"Other Liabilities, Total",,,3839.0,4227.0,4291.0,16867.0,Balance Sheet
Total Liabilities,,119035.0,121027.0,126653.0,146799.0,161826.0,Balance Sheet
Common Stock,,317.0,305.0,295.0,288.0,284.0,Balance Sheet
Additional Paid-In Capital,,1805.0,2371.0,2648.0,2965.0,3247.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,90021.0,89354.0,85107.0,80785.0,83943.0,Balance Sheet
Unrealized Gain (Loss),,,,1646.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,,-11690.0,-14362.0,-12136.0,-12085.0,-11827.0,Balance Sheet
Min. Pension Lblty Adj.,,-593.0,-990.0,-843.0,-712.0,-1956.0,Balance Sheet
Other Comprehensive Income,,686.0,1120.0,1152.0,1255.0,978.0,Balance Sheet
"Other Equity, Total",,-11597.0,-14232.0,-11827.0,-11542.0,-12805.0,Balance Sheet
Total Equity,,80546.0,77798.0,77869.0,72496.0,74669.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,199581.0,198825.0,204522.0,219295.0,236495.0,Balance Sheet
Ttl Comm. Shares Outs.,,3162.0,3048.0,2952.0,2878.0,2832.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Date,,2016-01-31 00:00:00,2017-01-31 00:00:00,2018-01-31 00:00:00,2019-01-31 00:00:00,2020-01-31 00:00:00,Income Statement
Total Revenue,,482130.0,485873.0,500343.0,514405.0,523964.0,Income Statement
"Cost of Revenue, Total",,360984.0,361256.0,373396.0,385301.0,394605.0,Income Statement
Selling/Gen/Admin Expense,,96593.0,101257.0,105884.0,106374.0,107937.0,Income Statement
