,2015,2016,2017,2018,2019,2020,Report
high,64.0,61.79,64.87,68.98,99.72,94.13,
low,42.05,50.84,52.58,47.37,61.4,50.02,
change,0.2076,-0.0553,0.027200000000000002,0.11130000000000001,0.38070000000000004,-0.11630000000000001,
Date,2015-09-27 00:00:00,2016-10-02 00:00:00,2017-10-01 00:00:00,2018-09-30 00:00:00,2019-09-29 00:00:00,,Balance Sheet
Cash & Equivalents,1530.0,2129.0,2462.0,8756.0,2687.0,,Balance Sheet
Short Term Investments,81.0,134.0,229.0,182.0,71.0,,Balance Sheet
Cash and Short Term Invs,1611.0,2263.0,2691.0,8938.0,2757.0,,Balance Sheet
"Trade Accts Recvble, Gross",,778.0,880.0,701.0,886.0,,Balance Sheet
Prov. for Doubtful Accts,,-9.0,-10.0,-8.0,-7.0,,Balance Sheet
"Trade Accts Recvble, Net",719.0,769.0,870.0,693.0,879.0,,Balance Sheet
Other Receivables,,,68.0,955.0,141.0,,Balance Sheet
"Total Receivables, Net",719.0,769.0,938.0,1649.0,1020.0,,Balance Sheet
Invent. - Finished Goods,280.0,300.0,301.0,281.0,277.0,,Balance Sheet
Invent. - Raw Materials,529.0,562.0,541.0,589.0,657.0,,Balance Sheet
Inventories - Other,497.0,517.0,522.0,531.0,596.0,,Balance Sheet
Total Inventory,1306.0,1379.0,1364.0,1401.0,1529.0,,Balance Sheet
Prepaid Expenses,283.0,320.0,277.0,483.0,335.0,,Balance Sheet
"Other Curr. Assets, Total",51.0,28.0,13.0,25.0,13.0,,Balance Sheet
Total Current Assets,3971.0,4758.0,5283.0,12494.0,5654.0,,Balance Sheet
Buildings,5821.0,6351.0,6883.0,7930.0,8640.0,,Balance Sheet
Land/Improvements,47.0,47.0,47.0,47.0,47.0,,Balance Sheet
Machinery/Equipment,2250.0,2537.0,2731.0,3059.0,3429.0,,Balance Sheet
Construction in Progress,243.0,271.0,410.0,502.0,359.0,,Balance Sheet
Other Prop./Plant/Equip.,1282.0,1367.0,1514.0,1659.0,1799.0,,Balance Sheet
Prop./Plant/Equip. - Gross,9642.0,10573.0,11584.0,13197.0,14274.0,,Balance Sheet
Accumulated Depreciation,-5554.0,-6040.0,-6665.0,-7268.0,-7842.0,,Balance Sheet
Prop./Plant/Equip. - Net,4088.0,4534.0,4920.0,5929.0,6432.0,,Balance Sheet
"Goodwill, Net",1575.0,1720.0,1539.0,3542.0,3491.0,,Balance Sheet
Intangibles - Gross,,664.0,636.0,1413.0,1385.0,,Balance Sheet
Accum. Intangible Amort.,,-148.0,-195.0,-371.0,-603.0,,Balance Sheet
Intangibles - Net,520.0,516.0,441.0,1042.0,782.0,,Balance Sheet
LT Invt. - Affiliate Comp.,352.0,355.0,482.0,335.0,396.0,,Balance Sheet
LT Investments - Other,313.0,1142.0,542.0,268.0,220.0,,Balance Sheet
Long Term Investments,665.0,1496.0,1024.0,602.0,616.0,,Balance Sheet
Other Long Term Assets,416.0,403.0,363.0,412.0,480.0,,Balance Sheet
Total Assets,12416.0,14313.0,14366.0,24156.0,19220.0,,Balance Sheet
Accounts Payable,684.0,731.0,783.0,1179.0,1190.0,,Balance Sheet
Accrued Expenses,1180.0,1248.0,1262.0,1560.0,1540.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,0.0,400.0,0.0,350.0,0.0,,Balance Sheet
Dividends Payable,297.0,365.0,430.0,445.0,486.0,,Balance Sheet
Customer Advances,984.0,1171.0,1289.0,1643.0,1269.0,,Balance Sheet
Income Taxes Payable,259.0,368.0,227.0,287.0,1468.0,,Balance Sheet
Other Current Liabilities,244.0,264.0,232.0,220.0,216.0,,Balance Sheet
"Other Curr. Lblts, Total",1784.0,2169.0,2176.0,2595.0,3439.0,,Balance Sheet
Total Current Liabilities,3648.0,4547.0,4221.0,5684.0,6169.0,,Balance Sheet
Total Long Term Debt,2348.0,3185.0,3933.0,9090.0,11167.0,,Balance Sheet
Total Debt,2348.0,3585.0,3933.0,9440.0,11167.0,,Balance Sheet
Minority Interest,2.0,7.0,7.0,6.0,1.0,,Balance Sheet
"Other Liabilities, Total",601.0,690.0,755.0,8206.0,8115.0,,Balance Sheet
Total Liabilities,6598.0,8429.0,8916.0,22987.0,25452.0,,Balance Sheet
Common Stock,2.0,2.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,41.0,41.0,41.0,41.0,41.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),5975.0,5950.0,5563.0,1457.0,-5771.0,,Balance Sheet
Unrealized Gain (Loss),0.0,1.0,-3.0,-5.0,4.0,,Balance Sheet
Cum. Trans. Adjustment,-226.0,-122.0,-163.0,-363.0,-508.0,,Balance Sheet
Other Comprehensive Income,27.0,12.0,10.0,37.0,1.0,,Balance Sheet
"Other Equity, Total",-199.0,-110.0,-153.0,-325.0,-507.0,,Balance Sheet
Total Equity,5818.0,5884.0,5450.0,1170.0,-6232.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,12416.0,14313.0,14366.0,24156.0,19220.0,,Balance Sheet
Ttl Comm. Shares Outs.,1485.0,1461.0,1432.0,1309.0,1185.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-09-27 00:00:00,2016-10-02 00:00:00,2017-10-01 00:00:00,2018-09-30 00:00:00,2019-09-29 00:00:00,,Income Statement
Total Revenue,19163.0,21316.0,22387.0,24720.0,26509.0,,Income Statement
"Cost of Revenue, Total",13199.0,14575.0,15532.0,17368.0,19021.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1197.0,1361.0,1393.0,1759.0,1824.0,,Income Statement
Depreciation/Amortization,894.0,981.0,1011.0,1247.0,1377.0,,Income Statement
"Inter/Invest Inc, Operating",-250.0,-318.0,-391.0,-301.0,-298.0,,Income Statement
Restructuring Charge,,,154.0,224.0,136.0,,Income Statement
Litigation,0.0,0.0,,,,,Income Statement
Other Unusual Expnse (In),-330.0,0.0,0.0,-1876.0,-623.0,,Income Statement
Unusual Expense (Income),-330.0,0.0,154.0,-1651.0,-487.0,,Income Statement
"Other Operat Expse, Total",522.0,545.0,554.0,539.0,371.0,,Income Statement
Total Operating Expense,15232.0,17144.0,18252.0,18961.0,21808.0,,Income Statement
Total Operating Income,3931.0,4172.0,4135.0,5759.0,4701.0,,Income Statement
"Inter Expse,Net Non-Operat",-71.0,-81.0,-93.0,-170.0,-331.0,,Income Statement
"Inter/Invest Inc, Non-Oper",43.0,108.0,275.0,191.0,97.0,,Income Statement
Income Before Tax,3903.0,4199.0,4318.0,5780.0,4466.0,,Income Statement
Income Tax - Total,1144.0,1380.0,1433.0,1102.0,872.0,,Income Statement
Income After Tax,2759.0,2819.0,2885.0,4678.0,3595.0,,Income Statement
Minority Interest,-2.0,-1.0,0.0,0.0,5.0,,Income Statement
Net Inc Before Extra Items,2757.0,2818.0,2885.0,4678.0,3599.0,,Income Statement
Total Extraordinary Items,,,,-160.0,,,Income Statement
Total Net Income,2757.0,2818.0,2885.0,4518.0,3599.0,,Income Statement
Income Available to Common Excl. Extra. Items,2757.0,2818.0,2885.0,4678.0,3599.0,,Income Statement
Income Available to Common Incl. Extra. Items,2757.0,2818.0,2885.0,4518.0,3599.0,,Income Statement
Basic/Primary Weighted Average Shares,1496.0,1472.0,1450.0,1383.0,1221.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.84,1.91,1.99,3.38,2.95,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.84,1.91,1.99,3.27,2.95,,Income Statement
Diluted Weighted Average Shares,1513.0,1487.0,1462.0,1395.0,1233.0,,Income Statement
Diluted EPS Excl. Extra. Items,1.82,1.9,1.97,3.35,2.92,,Income Statement
Diluted EPS Incl. Extra. Items,1.82,1.9,1.97,3.24,2.92,,Income Statement
Div/Share-ComStockPrimIssue,0.64,0.8,1.0,1.26,1.44,,Income Statement
Gross Divid - Common Stock,1016.0,1246.0,1516.0,1761.0,1802.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",71.0,81.0,93.0,170.0,331.0,,Income Statement
"Interest Capitalized, Suppl",-4.0,-1.0,,,,,Income Statement
"Depreciat/Amort, Suppl",925.0,973.0,1010.0,1119.0,1217.0,,Income Statement
Total Special Items,-291.0,49.0,257.0,-1576.0,-379.0,,Income Statement
Normalzd Income Before Tax,3612.0,4248.0,4574.0,4204.0,4087.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),-85.0,16.0,85.0,-300.0,-74.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,1058.0,1396.0,1518.0,802.0,798.0,,Income Statement
Normalized Income After Tax,2553.0,2852.0,3056.0,3403.0,3290.0,,Income Statement
Normalzd Inc Avail to Common,2552.0,2851.0,3056.0,3403.0,3294.0,,Income Statement
Basic Normalized EPS,1.71,1.94,2.11,2.46,2.7,,Income Statement
Diluted Normalized EPS,1.69,1.92,2.09,2.44,2.67,,Income Statement
Date,2015-09-27 00:00:00,2016-10-02 00:00:00,2017-10-01 00:00:00,2018-09-30 00:00:00,2019-09-29 00:00:00,,Cash Flow
Net Income,2759.0,2819.0,2885.0,4518.0,3595.0,,Cash Flow
Depreciation/Depletion,934.0,1030.0,1067.0,1306.0,1449.0,,Cash Flow
Deferred Taxes,21.0,266.0,95.0,715.0,-1495.0,,Cash Flow
Unusual Items,61.0,0.0,87.0,-1339.0,11.0,,Cash Flow
Equity in Net Earnings/Loss,-585.0,-256.0,-404.0,-742.0,-873.0,,Cash Flow
Other Non-Cash Items,131.0,140.0,167.0,339.0,496.0,,Cash Flow
Non-Cash Items,-392.0,-116.0,-149.0,-1742.0,-367.0,,Cash Flow
"Cash Taxes Pd, Supplemental",1072.0,879.0,1389.0,1177.0,470.0,,Cash Flow
"Cash Interest Pd, Suppl",70.0,75.0,97.0,137.0,300.0,,Cash Flow
Accounts Receivable,-83.0,-56.0,-97.0,131.0,-198.0,,Cash Flow
Inventories,-208.0,-68.0,14.0,-41.0,-173.0,,Cash Flow
Prepaid Expenses,50.0,,,,922.0,,Cash Flow
Accounts Payable,138.0,47.0,46.0,392.0,32.0,,Cash Flow
Accrued Expenses,124.0,0.0,,,,,Cash Flow
Changes in Working Capital,427.0,576.0,276.0,7141.0,1866.0,,Cash Flow
Total Cash from Operations,3749.0,4575.0,4174.0,11938.0,5047.0,,Cash Flow
Capital Expenditures,-1304.0,-1440.0,-1519.0,-1976.0,-1807.0,,Cash Flow
Acquisition of Business,-284.0,0.0,0.0,-1311.0,0.0,,Cash Flow
Sale/Maturity of Investment,628.0,778.0,1290.0,1113.0,1042.0,,Cash Flow
Purchase of Investments,-567.0,-1586.0,-674.0,-192.0,-190.0,,Cash Flow
Other Investing Cash Flow,7.0,25.0,54.0,6.0,-56.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-217.0,-783.0,669.0,-385.0,796.0,,Cash Flow
Total Cash from Investing,-1520.0,-2223.0,-850.0,-2362.0,-1011.0,,Cash Flow
Financing Cash Flow Items,-322.0,8.0,-10.0,-104.0,-129.0,,Cash Flow
Total Cash Dividends Paid,-929.0,-1178.0,-1450.0,-1743.0,-1761.0,,Cash Flow
Sale/Issuance of Common,192.0,161.0,151.0,154.0,410.0,,Cash Flow
Repurch/Retirement Common,-1436.0,-1996.0,-2043.0,-7134.0,-10222.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-1244.0,-1835.0,-1892.0,-6980.0,-9813.0,,Cash Flow
Long Term Debt Issued,849.0,1255.0,750.0,5584.0,1996.0,,Cash Flow
Long Term Debt Reduction,-610.0,0.0,-400.0,0.0,-350.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",238.0,1255.0,350.0,5584.0,1646.0,,Cash Flow
Total Cash From Financing,-2257.0,-1750.0,-3002.0,-3243.0,-10057.0,,Cash Flow
Foreign Exchange Effects,-151.0,-4.0,11.0,-40.0,-49.0,,Cash Flow
Net Change in Cash,-178.0,599.0,334.0,6294.0,-6070.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,1708.0,1530.0,2129.0,2462.0,8756.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,1530.0,2129.0,2462.0,8756.0,2687.0,,Cash Flow
"Depreciation, Supplemental",934.0,1030.0,1067.0,1306.0,1449.0,,Cash Flow
Free Cash Flow,2445.0,3135.0,2655.0,9962.0,3240.0,,
FCF Growth,,0.28220858895705514,-0.15311004784688997,2.752165725047081,-0.6747641035936559,0.0,
