,2015,2016,2017,2018,2019,2020,Report
high,51.28,54.63,54.97,49.88,55.42,51.76,
low,39.58,36.64,43.17,33.48,34.95,22.03,
change,-0.095,0.1844,-0.0309,-0.2522,0.43710000000000004,-0.4165,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,253.0,282.0,526.0,268.0,248.0,,Balance Sheet
"Trade Accts Recvble, Gross",458.0,458.0,527.0,551.0,573.0,,Balance Sheet
Prov. for Doubtful Accts,-9.0,-7.0,-5.0,-5.0,-9.0,,Balance Sheet
"Trade Accts Recvble, Net",449.0,451.0,522.0,545.0,564.0,,Balance Sheet
Notes Recvble - Short Term,,1.0,,,,,Balance Sheet
Other Receivables,72.0,36.0,101.0,32.0,28.0,,Balance Sheet
"Total Receivables, Net",520.0,487.0,624.0,577.0,592.0,,Balance Sheet
Invent. - Finished Goods,243.0,256.0,286.0,332.0,309.0,,Balance Sheet
Invent. - Work In Progress,43.0,53.0,53.0,50.0,54.0,,Balance Sheet
Invent. - Raw Materials,242.0,245.0,283.0,335.0,324.0,,Balance Sheet
LIFO Reserve,-23.0,-34.0,-51.0,-82.0,-50.0,,Balance Sheet
Total Inventory,505.0,520.0,571.0,634.0,637.0,,Balance Sheet
Prepaid Expenses,33.0,,,,62.0,,Balance Sheet
"Other Curr. Assets, Total",,36.0,46.0,45.0,,,Balance Sheet
Total Current Assets,1311.0,1325.0,1767.0,1525.0,1538.0,,Balance Sheet
Buildings,548.0,559.0,626.0,657.0,719.0,,Balance Sheet
Land/Improvements,40.0,38.0,41.0,42.0,44.0,,Balance Sheet
Machinery/Equipment,1099.0,1134.0,1211.0,1282.0,1389.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,163.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1687.0,1731.0,1877.0,1981.0,2314.0,,Balance Sheet
Accumulated Depreciation,-1147.0,-1165.0,-1213.0,-1252.0,-1321.0,,Balance Sheet
Prop./Plant/Equip. - Net,541.0,566.0,664.0,729.0,994.0,,Balance Sheet
"Goodwill, Gross",,1113.0,1145.0,1157.0,1729.0,,Balance Sheet
Accum. Goodwill Amort.,,-321.0,-323.0,-323.0,-323.0,,Balance Sheet
"Goodwill, Net",806.0,791.0,822.0,834.0,1406.0,,Balance Sheet
Intangibles - Gross,328.0,299.0,317.0,336.0,986.0,,Balance Sheet
Accum. Intangible Amort.,-140.0,-135.0,-150.0,-159.0,-222.0,,Balance Sheet
Intangibles - Net,188.0,163.0,167.0,176.0,764.0,,Balance Sheet
Long Term Investments,,7.0,7.0,7.0,4.0,,Balance Sheet
Note Rcvble - Long Term,,,26.0,11.0,9.0,,Balance Sheet
Deferred Charges,,2.0,2.0,3.0,,,Balance Sheet
Pension Bene. - Overfunded,,1.0,2.0,2.0,1.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,24.0,21.0,20.0,12.0,,Balance Sheet
Disct. Ops. - LT Asset,,11.0,3.0,,,,Balance Sheet
Other Long Term Assets,117.0,94.0,70.0,77.0,88.0,,Balance Sheet
Total Assets,2964.0,2984.0,3551.0,3382.0,4816.0,,Balance Sheet
Accounts Payable,307.0,351.0,430.0,465.0,463.0,,Balance Sheet
Accrued Expenses,287.0,258.0,303.0,263.0,303.0,,Balance Sheet
Notes Payable/ST Debt,0.0,18.0,11.0,11.0,10.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,3.0,4.0,154.0,1.0,51.0,,Balance Sheet
Dividends Payable,,45.0,48.0,50.0,53.0,,Balance Sheet
Customer Advances,,14.0,13.0,12.0,12.0,,Balance Sheet
Income Taxes Payable,,5.0,4.0,4.0,22.0,,Balance Sheet
Other Current Liabilities,104.0,11.0,14.0,11.0,13.0,,Balance Sheet
"Other Curr. Lblts, Total",104.0,76.0,78.0,76.0,100.0,,Balance Sheet
Total Current Liabilities,701.0,707.0,976.0,816.0,928.0,,Balance Sheet
Long Term Debt,942.0,956.0,1098.0,1168.0,2063.0,,Balance Sheet
Capital Lease Obligations,,,,,3.0,,Balance Sheet
Total Long Term Debt,942.0,956.0,1098.0,1168.0,2067.0,,Balance Sheet
Total Debt,945.0,978.0,1263.0,1180.0,2128.0,,Balance Sheet
Deferred Income Tax,39.0,54.0,83.0,86.0,214.0,,Balance Sheet
Minority Interest,12.0,2.0,1.0,1.0,1.0,,Balance Sheet
Reserves,,15.0,12.0,10.0,8.0,,Balance Sheet
Pension Benefits - Underfunded,,80.0,58.0,39.0,59.0,,Balance Sheet
Other LT Liabilities,185.0,78.0,133.0,106.0,228.0,,Balance Sheet
"Other Liabilities, Total",185.0,173.0,203.0,155.0,295.0,,Balance Sheet
Total Liabilities,1878.0,1893.0,2361.0,2225.0,3504.0,,Balance Sheet
Common Stock,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,530.0,506.0,515.0,527.0,536.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2209.0,2411.0,2511.0,2614.0,2735.0,,Balance Sheet
Treasury Stock - Common,-1564.0,-1714.0,-1828.0,-1908.0,-1884.0,,Balance Sheet
Cum. Trans. Adjustment,-5.0,-39.0,41.0,-27.0,-22.0,,Balance Sheet
Min. Pension Lblty Adj.,-58.0,-57.0,-39.0,-39.0,-51.0,,Balance Sheet
Other Comprehensive Income,-28.0,-18.0,-12.0,-12.0,-4.0,,Balance Sheet
"Other Equity, Total",-91.0,-114.0,-10.0,-78.0,-77.0,,Balance Sheet
Total Equity,1086.0,1092.0,1190.0,1157.0,1312.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2964.0,2984.0,3551.0,3382.0,4816.0,,Balance Sheet
Ttl Comm. Shares Outs.,136.0,134.0,132.0,131.0,132.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,63.0,65.0,67.0,68.0,67.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
