,2015,2016,2017,2018,2019,2020,Report
high,140.5,188.79,271.23,288.78,376.54,398.65,
low,122.13,125.28,157.8,226.02,244.77,221.27,
change,0.0601,0.24100000000000002,0.5424,0.0382,0.46299999999999997,-0.0968,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,338.0,544.0,334.0,357.0,301.0,,Balance Sheet
"Trade Accts Recvble, Gross",264.0,274.0,356.0,376.0,428.0,,Balance Sheet
Prov. for Doubtful Accts,-2.0,-2.0,-10.0,-9.0,-9.0,,Balance Sheet
"Total Receivables, Net",262.0,272.0,346.0,366.0,419.0,,Balance Sheet
Invent. - Finished Goods,205.0,196.0,235.0,254.0,291.0,,Balance Sheet
Invent. - Work In Progress,57.0,55.0,62.0,62.0,71.0,,Balance Sheet
Invent. - Raw Materials,68.0,65.0,98.0,111.0,114.0,,Balance Sheet
Total Inventory,330.0,316.0,396.0,428.0,477.0,,Balance Sheet
Prepaid Expenses,66.0,49.0,52.0,69.0,87.0,,Balance Sheet
Discont. Ops.-Curr. Assets,7.0,3.0,0.0,,,,Balance Sheet
Other Current Assets,,,1.0,16.0,23.0,,Balance Sheet
"Other Curr. Assets, Total",7.0,3.0,1.0,16.0,23.0,,Balance Sheet
Total Current Assets,1004.0,1183.0,1129.0,1236.0,1306.0,,Balance Sheet
Land/Improvements,197.0,189.0,208.0,225.0,248.0,,Balance Sheet
Machinery/Equipment,413.0,428.0,508.0,560.0,602.0,,Balance Sheet
Construction in Progress,46.0,47.0,74.0,105.0,64.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,113.0,,Balance Sheet
Prop./Plant/Equip. - Gross,656.0,664.0,789.0,890.0,1027.0,,Balance Sheet
Accumulated Depreciation,-340.0,-361.0,-406.0,-457.0,-484.0,,Balance Sheet
Prop./Plant/Equip. - Net,316.0,303.0,383.0,433.0,544.0,,Balance Sheet
"Goodwill, Gross",1343.0,1300.0,,,,,Balance Sheet
Accum. Goodwill Amort.,-47.0,-23.0,,,,,Balance Sheet
"Goodwill, Net",1296.0,1277.0,2236.0,2247.0,2245.0,,Balance Sheet
Intangibles - Gross,1613.0,1564.0,2965.0,3034.0,3011.0,,Balance Sheet
Accum. Intangible Amort.,-413.0,-473.0,-581.0,-709.0,-855.0,,Balance Sheet
Intangibles - Net,1200.0,1092.0,2384.0,2325.0,2156.0,,Balance Sheet
