,2015,2016,2017,2018,2019,2020,Report
high,58.77,58.02,62.24,66.31,54.75,54.04,
low,47.75,43.55,49.27,43.02,43.34,25.11,
change,-0.0279,0.038,0.0898,-0.2451,0.1818,-0.5278,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,19111.0,20729.0,23367.0,23551.0,21757.0,,Balance Sheet
Interest-Earning Deposits,220409.0,200671.0,192580.0,149736.0,119493.0,,Balance Sheet
Fed. Fund/Resale,45828.0,58215.0,78999.0,80207.0,102140.0,,Balance Sheet
Trading Account Assets,64815.0,74397.0,92329.0,125137.0,147974.0,,Balance Sheet
Other Short Trm Invest.,6958.0,10427.0,5893.0,,,,Balance Sheet
Securities Held,82484.0,104584.0,145723.0,144722.0,153896.0,,Balance Sheet
Securities for Sale,272106.0,311760.0,277860.0,269978.0,263496.0,,Balance Sheet
Total Invest. Securities,354590.0,416344.0,423583.0,414700.0,417392.0,,Balance Sheet
Loans Held for Sale,19882.0,26389.0,20178.0,17167.0,24319.0,,Balance Sheet
Customer Acceptances,273.0,196.0,177.0,258.0,253.0,,Balance Sheet
"Other Erng. Assets, Total",712755.0,786639.0,813739.0,787205.0,811571.0,,Balance Sheet
Total Gross Loans,916559.0,972004.0,960670.0,954410.0,962265.0,,Balance Sheet
Loan Loss Allowances,-11545.0,-11419.0,-11004.0,-9775.0,-9551.0,,Balance Sheet
Unearned Income,,-4400.0,-3900.0,-1300.0,,,Balance Sheet
Net Loans,905014.0,956185.0,945766.0,943335.0,952714.0,,Balance Sheet
Buildings,10610.0,10783.0,11156.0,11361.0,12096.0,,Balance Sheet
Land/Improvements,1743.0,1726.0,1799.0,1757.0,1857.0,,Balance Sheet
Other Prop./Plant/Equip.,7368.0,6676.0,7192.0,6971.0,11946.0,,Balance Sheet
Prop./Plant/Equip. - Gross,19721.0,19185.0,20147.0,20089.0,25899.0,,Balance Sheet
Accumulated Depreciation,-11017.0,-10852.0,-11300.0,-11169.0,-11866.0,,Balance Sheet
Prop./Plant/Equip. - Net,8704.0,8333.0,8847.0,8920.0,14033.0,,Balance Sheet
