,2015,2016,2017,2018,2019,2020,Report
high,44.42,41.37,55.32,59.58,68.99,72.85,
low,36.63,35.06,34.98,45.15,44.57,44.68,
change,0.07730000000000001,-0.0788,0.5206000000000001,-0.1377,0.43460000000000004,-0.024100000000000003,
Date,2015-04-30 00:00:00,2016-04-30 00:00:00,2017-04-30 00:00:00,2018-04-30 00:00:00,2019-04-30 00:00:00,,Balance Sheet
Cash and Short Term Invs,370.0,263.0,182.0,239.0,307.0,,Balance Sheet
"Trade Accts Recvble, Gross",593.0,568.0,564.0,,616.0,,Balance Sheet
Prov. for Doubtful Accts,-10.0,-9.0,-7.0,,-7.0,,Balance Sheet
"Total Receivables, Net",583.0,559.0,557.0,639.0,609.0,,Balance Sheet
Invent. - Finished Goods,200.0,187.0,186.0,225.0,279.0,,Balance Sheet
Invent. - Work In Progress,121.0,116.0,119.0,117.0,152.0,,Balance Sheet
Invent. - Raw Materials,61.0,85.0,92.0,90.0,85.0,,Balance Sheet
Inventories - Other,571.0,666.0,873.0,947.0,1004.0,,Balance Sheet
Total Inventory,953.0,1054.0,1270.0,1379.0,1520.0,,Balance Sheet
Prepaid Expenses,181.0,208.0,210.0,196.0,191.0,,Balance Sheet
Deferred Income Tax,107.0,101.0,152.0,85.0,145.0,,Balance Sheet
Other Current Assets,151.0,149.0,132.0,102.0,92.0,,Balance Sheet
"Other Curr. Assets, Total",167.0,149.0,132.0,102.0,92.0,,Balance Sheet
Total Current Assets,2254.0,2233.0,2351.0,2555.0,2719.0,,Balance Sheet
Buildings,419.0,468.0,497.0,568.0,617.0,,Balance Sheet
Land/Improvements,72.0,76.0,81.0,82.0,82.0,,Balance Sheet
Machinery/Equipment,561.0,619.0,659.0,725.0,769.0,,Balance Sheet
Construction in Progress,88.0,54.0,96.0,61.0,57.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1140.0,1217.0,1333.0,1436.0,1525.0,,Balance Sheet
Accumulated Depreciation,-554.0,-588.0,-620.0,-656.0,-709.0,,Balance Sheet
Prop./Plant/Equip. - Net,586.0,629.0,713.0,780.0,816.0,,Balance Sheet
"Goodwill, Net",607.0,590.0,753.0,763.0,753.0,,Balance Sheet
Intangibles - Net,611.0,595.0,641.0,670.0,645.0,,Balance Sheet
Other Long Term Assets,112.0,119.0,151.0,192.0,190.0,,Balance Sheet
Total Assets,4188.0,4183.0,4625.0,4976.0,5139.0,,Balance Sheet
Accounts Payable,123.0,121.0,137.0,154.0,150.0,,Balance Sheet
Accrued Expenses,362.0,372.0,355.0,399.0,389.0,,Balance Sheet
Notes Payable/ST Debt,190.0,271.0,211.0,215.0,150.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,250.0,0.0,249.0,0.0,,,Balance Sheet
Income Taxes Payable,12.0,19.0,9.0,25.0,9.0,,Balance Sheet
Other Current Liabilities,12.0,8.0,9.0,28.0,5.0,,Balance Sheet
