,2015,2016,2017,2018,2019,2020,Report
high,63.45,65.83,68.98,68.47,60.15,60.87,
low,49.48,53.43,52.54,33.93,36.63,31.58,
change,0.1927,-0.025,0.13460000000000003,-0.4362,0.5311,-0.2847,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,285.0,384.0,321.0,310.0,405.0,,Balance Sheet
"Trade Accts Recvble, Gross",411.0,659.0,769.0,726.0,811.0,,Balance Sheet
Prov. for Doubtful Accts,-11.0,-23.0,-22.0,-25.0,-29.0,,Balance Sheet
"Total Receivables, Net",400.0,636.0,746.0,702.0,782.0,,Balance Sheet
Invent. - Finished Goods,218.0,311.0,388.0,380.0,356.0,,Balance Sheet
Invent. - Work In Progress,52.0,77.0,90.0,89.0,83.0,,Balance Sheet
Invent. - Raw Materials,70.0,129.0,145.0,130.0,123.0,,Balance Sheet
Total Inventory,340.0,517.0,623.0,599.0,562.0,,Balance Sheet
Prepaid Expenses,67.0,192.0,196.0,133.0,122.0,,Balance Sheet
Deferred Income Tax,160.0,752.0,718.0,553.0,480.0,,Balance Sheet
Other Current Assets,34.0,14.0,117.0,145.0,130.0,,Balance Sheet
"Other Curr. Assets, Total",105.0,14.0,117.0,145.0,130.0,,Balance Sheet
Total Current Assets,1197.0,1744.0,2003.0,1888.0,2000.0,,Balance Sheet
Buildings,400.0,,555.0,560.0,554.0,,Balance Sheet
Land/Improvements,39.0,,59.0,55.0,52.0,,Balance Sheet
Machinery/Equipment,847.0,,1368.0,1354.0,1328.0,,Balance Sheet
Construction in Progress,57.0,,92.0,108.0,102.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,159.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1343.0,,2073.0,2077.0,2194.0,,Balance Sheet
Accumulated Depreciation,-784.0,,-1197.0,-1206.0,-1233.0,,Balance Sheet
Prop./Plant/Equip. - Net,559.0,800.0,876.0,871.0,962.0,,Balance Sheet
"Goodwill, Gross",,,,,6133.0,,Balance Sheet
Accum. Goodwill Amort.,,,,,-2737.0,,Balance Sheet
"Goodwill, Net",1988.0,5952.0,4539.0,3431.0,3397.0,,Balance Sheet
Intangibles - Gross,882.0,3382.0,3449.0,3251.0,3185.0,,Balance Sheet
Accum. Intangible Amort.,-281.0,-424.0,-648.0,-830.0,-1008.0,,Balance Sheet
Intangibles - Net,601.0,2958.0,2801.0,2420.0,2176.0,,Balance Sheet
Long Term Investments,0.0,0.0,,,,,Balance Sheet
Other Long Term Assets,42.0,103.0,112.0,58.0,56.0,,Balance Sheet
Total Assets,4403.0,11556.0,10375.0,8687.0,8603.0,,Balance Sheet
Accounts Payable,134.0,223.0,284.0,284.0,308.0,,Balance Sheet
Accrued Expenses,297.0,460.0,560.0,547.0,594.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,12.0,21.0,30.0,92.0,2.0,,Balance Sheet
Customer Advances,2.0,,9.0,29.0,29.0,,Balance Sheet
Income Taxes Payable,17.0,61.0,54.0,58.0,56.0,,Balance Sheet
Other Current Liabilities,11.0,3.0,17.0,3.0,6.0,,Balance Sheet
"Other Curr. Lblts, Total",33.0,64.0,81.0,90.0,91.0,,Balance Sheet
Total Current Liabilities,476.0,768.0,955.0,1013.0,996.0,,Balance Sheet
Long Term Debt,1141.0,1511.0,1612.0,1565.0,1432.0,,Balance Sheet
Capital Lease Obligations,,,,,1.0,,Balance Sheet
Total Long Term Debt,1141.0,1511.0,1612.0,1565.0,1433.0,,Balance Sheet
Total Debt,1153.0,1532.0,1642.0,1657.0,1435.0,,Balance Sheet
Minority Interest,1.0,12.0,12.0,12.0,2.0,,Balance Sheet
"Other Liabilities, Total",286.0,400.0,463.0,423.0,600.0,,Balance Sheet
Total Liabilities,2065.0,3442.0,3758.0,3566.0,3510.0,,Balance Sheet
