,2015,2016,2017,2018,2019,2020,Report
high,93.41,87.0,87.84,80.35,48.88,41.14,
low,66.57,59.6,61.02,34.99,30.65,11.87,
change,-0.2531,0.20879999999999999,-0.2059,-0.47000000000000003,0.13269999999999998,-0.5545,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,2793.0,2929.0,1799.0,1433.0,1137.0,,Balance Sheet
Short Term Investments,10241.0,6328.0,3290.0,1344.0,1030.0,,Balance Sheet
Cash and Short Term Invs,13034.0,9257.0,5089.0,2777.0,2167.0,,Balance Sheet
"Trade Accts Recvble, Gross",9113.0,9784.0,8325.0,8130.0,8002.0,,Balance Sheet
Prov. for Doubtful Accts,-333.0,-397.0,-241.0,-249.0,-255.0,,Balance Sheet
"Total Receivables, Net",8780.0,9387.0,8084.0,7881.0,7747.0,,Balance Sheet
Invent. - Finished Goods,1278.0,1895.0,1697.0,1688.0,1758.0,,Balance Sheet
Invent. - Work In Progress,178.0,610.0,503.0,519.0,515.0,,Balance Sheet
Invent. - Raw Materials,2300.0,1720.0,1846.0,1803.0,1857.0,,Balance Sheet
Total Inventory,3756.0,4225.0,4046.0,4010.0,4130.0,,Balance Sheet
Deferred Income Tax,1075.0,1880.0,1650.0,1441.0,491.0,,Balance Sheet
Other Current Assets,1134.0,1058.0,1278.0,1063.0,1486.0,,Balance Sheet
"Other Curr. Assets, Total",1342.0,1058.0,1278.0,1063.0,1486.0,,Balance Sheet
Total Current Assets,26912.0,23927.0,18497.0,15731.0,15530.0,,Balance Sheet
Buildings,3960.0,4849.0,5122.0,5534.0,5156.0,,Balance Sheet
Land/Improvements,425.0,479.0,428.0,462.0,483.0,,Balance Sheet
Machinery/Equipment,31885.0,33834.0,32160.0,32668.0,29370.0,,Balance Sheet
Other Prop./Plant/Equip.,850.0,846.0,103.0,1800.0,1300.0,,Balance Sheet
Prop./Plant/Equip. - Gross,37120.0,40008.0,37813.0,40464.0,36309.0,,Balance Sheet
Accumulated Depreciation,-23705.0,-27187.0,-26237.0,-26985.0,-25739.0,,Balance Sheet
Prop./Plant/Equip. - Net,13415.0,12821.0,11576.0,13479.0,10570.0,,Balance Sheet
"Goodwill, Net",15605.0,24990.0,25118.0,24931.0,16042.0,,Balance Sheet
Intangibles - Gross,6491.0,12562.0,12567.0,12465.0,9676.0,,Balance Sheet
Accum. Intangible Amort.,-1922.0,-2707.0,-3213.0,-3738.0,-2587.0,,Balance Sheet
Intangibles - Net,4569.0,9855.0,9354.0,8727.0,7089.0,,Balance Sheet
LT Invt. - Affiliate Comp.,3311.0,1243.0,1519.0,1538.0,1565.0,,Balance Sheet
LT Investments - Other,418.0,238.0,0.0,,,,Balance Sheet
Long Term Investments,3729.0,1481.0,1519.0,1538.0,1565.0,,Balance Sheet
Other Long Term Assets,2749.0,3809.0,5196.0,5500.0,4948.0,,Balance Sheet
Total Assets,68005.0,77956.0,71987.0,70507.0,56312.0,,Balance Sheet
