,2015,2016,2017,2018,2019,2020,Report
high,803.25,819.54,802.15,896.03,1274.41,1197.58,
low,662.7,681.01,491.13,590.76,798.41,684.91,
change,0.0768,0.0775,-0.1058,0.17,0.4324,-0.11460000000000001,
Date,2015-08-29 00:00:00,2016-08-27 00:00:00,2017-08-26 00:00:00,2018-08-25 00:00:00,2019-08-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,175.0,190.0,293.0,218.0,176.0,,Balance Sheet
"Total Receivables, Net",248.0,288.0,281.0,258.0,309.0,,Balance Sheet
Total Inventory,3422.0,3632.0,3882.0,3944.0,4319.0,,Balance Sheet
Deferred Income Tax,,285.0,371.0,285.0,312.0,,Balance Sheet
Other Current Assets,122.0,130.0,155.0,216.0,224.0,,Balance Sheet
"Other Curr. Assets, Total",125.0,130.0,155.0,216.0,224.0,,Balance Sheet
Total Current Assets,3970.0,4240.0,4611.0,4636.0,5029.0,,Balance Sheet
Buildings,3385.0,3604.0,3894.0,4203.0,4448.0,,Balance Sheet
Land/Improvements,967.0,998.0,1056.0,1107.0,1148.0,,Balance Sheet
Machinery/Equipment,1423.0,1551.0,1705.0,1841.0,1991.0,,Balance Sheet
Construction in Progress,117.0,177.0,218.0,141.0,127.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5892.0,6330.0,6873.0,7292.0,7713.0,,Balance Sheet
Accumulated Depreciation,-2386.0,-2597.0,-2842.0,-3073.0,-3314.0,,Balance Sheet
Prop./Plant/Equip. - Net,3506.0,3733.0,4031.0,4218.0,4399.0,,Balance Sheet
"Goodwill, Net",392.0,392.0,392.0,303.0,303.0,,Balance Sheet
Intangibles - Gross,88.0,88.0,88.0,30.0,30.0,,Balance Sheet
Accum. Intangible Amort.,-19.0,-27.0,-36.0,-20.0,-25.0,,Balance Sheet
Intangibles - Net,70.0,61.0,52.0,10.0,6.0,,Balance Sheet
Other Long Term Assets,122.0,137.0,138.0,146.0,133.0,,Balance Sheet
Total Assets,8102.0,8600.0,9260.0,9347.0,9896.0,,Balance Sheet
Accounts Payable,3864.0,4096.0,4169.0,4409.0,4865.0,,Balance Sheet
Accrued Expenses,419.0,432.0,450.0,474.0,503.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,41.0,45.0,48.0,52.0,56.0,,Balance Sheet
Income Taxes Payable,58.0,43.0,34.0,12.0,25.0,,Balance Sheet
Other Current Liabilities,72.0,75.0,65.0,80.0,63.0,,Balance Sheet
"Other Curr. Lblts, Total",389.0,118.0,99.0,93.0,88.0,,Balance Sheet
Total Current Liabilities,4713.0,4690.0,4766.0,5029.0,5512.0,,Balance Sheet
Total Long Term Debt,4625.0,4924.0,5081.0,5006.0,5206.0,,Balance Sheet
Total Debt,4665.0,4969.0,5129.0,5058.0,5263.0,,Balance Sheet
"Other Liabilities, Total",466.0,488.0,470.0,548.0,579.0,,Balance Sheet
Total Liabilities,9804.0,10387.0,10688.0,10867.0,11610.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,938.0,1055.0,1087.0,1155.0,1264.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-1419.0,-1602.0,-1642.0,-1209.0,-1305.0,,Balance Sheet
Treasury Stock - Common,-972.0,-933.0,-618.0,-1231.0,-1404.0,,Balance Sheet
Unrealized Gain (Loss),0.0,0.0,0.0,-1.0,1.0,,Balance Sheet
Cum. Trans. Adjustment,-171.0,-211.0,-176.0,-229.0,-266.0,,Balance Sheet
Min. Pension Lblty Adj.,-71.0,-89.0,-72.0,0.0,0.0,,Balance Sheet
Other Comprehensive Income,-7.0,-8.0,-6.0,-6.0,-4.0,,Balance Sheet
"Other Equity, Total",-249.0,-308.0,-255.0,-235.0,-270.0,,Balance Sheet
Total Equity,-1701.0,-1788.0,-1428.0,-1520.0,-1714.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,8102.0,8600.0,9260.0,9347.0,9896.0,,Balance Sheet
Ttl Comm. Shares Outs.,31.0,29.0,28.0,26.0,24.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,1.0,1.0,1.0,2.0,1.0,,Balance Sheet
Date,2015-08-29 00:00:00,2016-08-27 00:00:00,2017-08-26 00:00:00,2018-08-25 00:00:00,2019-08-31 00:00:00,,Income Statement
Total Revenue,10187.0,10636.0,10889.0,11221.0,11864.0,,Income Statement
"Cost of Revenue, Total",4860.0,5027.0,5149.0,5247.0,5499.0,,Income Statement
Selling/Gen/Admin Expense,3374.0,3113.0,3205.0,3679.0,3648.0,,Income Statement
Labor & Related Expense,,40.0,38.0,44.0,43.0,,Income Statement
Advertising Expense,,98.0,93.0,95.0,88.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",3374.0,3251.0,3337.0,3818.0,3779.0,,Income Statement
Depreciation,,289.0,315.0,340.0,366.0,,Income Statement
Amortiz of Intangibles,,9.0,9.0,5.0,4.0,,Income Statement
Depreciation/Amortization,,297.0,323.0,345.0,370.0,,Income Statement
Total Operating Expense,8234.0,8575.0,8809.0,9410.0,9648.0,,Income Statement
Total Operating Income,1953.0,2060.0,2080.0,1811.0,2216.0,,Income Statement
"Inter Expse, Non-Operating",-153.0,-151.0,-159.0,-182.0,-194.0,,Income Statement
"Inter Capital, Non-Operat",1.0,1.0,1.0,2.0,1.0,,Income Statement
"Inter Expse,Net Non-Operat",-152.0,-150.0,-158.0,-180.0,-192.0,,Income Statement
"Inter/Invest Inc, Non-Oper",2.0,2.0,4.0,6.0,7.0,,Income Statement
Income Before Tax,1803.0,1913.0,1925.0,1636.0,2031.0,,Income Statement
Income Tax - Total,642.0,672.0,645.0,490.0,423.0,,Income Statement
Income After Tax,1160.0,1241.0,1281.0,1147.0,1608.0,,Income Statement
Net Inc Before Extra Items,1160.0,1241.0,1281.0,1147.0,1608.0,,Income Statement
Total Extraordinary Items,,,,191.0,9.0,,Income Statement
Total Net Income,1160.0,1241.0,1281.0,1338.0,1617.0,,Income Statement
Income Available to Common Excl. Extra. Items,1160.0,1241.0,1281.0,1147.0,1608.0,,Income Statement
Income Available to Common Incl. Extra. Items,1160.0,1241.0,1281.0,1338.0,1617.0,,Income Statement
Basic/Primary Weighted Average Shares,32.0,30.0,28.0,27.0,25.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,36.76,41.52,45.05,42.51,64.42,,Income Statement
Basic/Primary EPS Incl. Extra. Items,36.76,41.52,45.05,49.59,64.78,,Income Statement
Dilution Adjustment,0.0,,,,,,Income Statement
Diluted Weighted Average Shares,32.0,30.0,29.0,27.0,25.0,,Income Statement
Diluted EPS Excl. Extra. Items,36.03,40.7,44.07,41.81,63.08,,Income Statement
Diluted EPS Incl. Extra. Items,36.03,40.7,44.07,48.77,63.43,,Income Statement
Div/Share-ComStockPrimIssue,0.0,0.0,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",152.0,150.0,158.0,180.0,192.0,,Income Statement
"Interest Capitalized, Suppl",-1.0,-1.0,-1.0,-2.0,-1.0,,Income Statement
"Depreciat/Amort, Suppl",261.0,289.0,315.0,340.0,366.0,,Income Statement
Normalzd Income Before Tax,1803.0,1913.0,1925.0,1636.0,2031.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,642.0,672.0,645.0,490.0,423.0,,Income Statement
Normalized Income After Tax,1160.0,1241.0,1281.0,1147.0,1608.0,,Income Statement
Normalzd Inc Avail to Common,1160.0,1241.0,1281.0,1147.0,1608.0,,Income Statement
Basic Normalized EPS,36.76,41.52,45.05,42.51,64.42,,Income Statement
Diluted Normalized EPS,36.03,40.7,44.07,41.81,63.08,,Income Statement
Date,2015-08-29 00:00:00,2016-08-27 00:00:00,2017-08-26 00:00:00,2018-08-25 00:00:00,2019-08-31 00:00:00,,Cash Flow
Net Income,1160.0,1241.0,1281.0,1338.0,1617.0,,Cash Flow
Depreciation/Depletion,270.0,297.0,323.0,345.0,370.0,,Cash Flow
Deferred Taxes,36.0,45.0,75.0,-124.0,35.0,,Cash Flow
Unusual Items,,,,193.0,0.0,,Cash Flow
Other Non-Cash Items,47.0,-5.0,29.0,171.0,45.0,,Cash Flow
Non-Cash Items,47.0,-5.0,29.0,364.0,45.0,,Cash Flow
"Cash Taxes Pd, Supplemental",539.0,582.0,580.0,427.0,384.0,,Cash Flow
"Cash Interest Pd, Suppl",138.0,137.0,135.0,164.0,153.0,,Cash Flow
Accounts Receivable,-36.0,-41.0,8.0,8.0,-49.0,,Cash Flow
Inventories,-267.0,-228.0,-237.0,-189.0,-394.0,,Cash Flow
Payable/Accrued,292.0,271.0,83.0,320.0,464.0,,Cash Flow
Changes in Working Capital,60.0,63.0,-137.0,158.0,62.0,,Cash Flow
Total Cash from Operations,1573.0,1641.0,1571.0,2080.0,2129.0,,Cash Flow
Purchase of Fixed Assets,-481.0,-489.0,-554.0,-522.0,-496.0,,Cash Flow
