,2015,2016,2017,2018,2019,2020,Report
high,94.12,90.87,102.43,123.97,119.92,113.18,
low,69.79,71.74,75.14,78.44,80.24,40.04,
change,-0.0022,0.064,0.1585,-0.1526,0.3058,-0.3125,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,3074.0,2711.0,3119.0,3019.0,1614.0,,Balance Sheet
"Trade Accts Recvble, Gross",4466.0,5519.0,6453.0,5436.0,7417.0,,Balance Sheet
Prov. for Doubtful Accts,-55.0,-34.0,-29.0,-22.0,-41.0,,Balance Sheet
"Total Receivables, Net",5173.0,6397.0,7506.0,6173.0,8510.0,,Balance Sheet
Invent. - Finished Goods,3214.0,2883.0,3106.0,3238.0,3452.0,,Balance Sheet
Invent. - Raw Materials,263.0,267.0,289.0,305.0,324.0,,Balance Sheet
Total Inventory,3477.0,3150.0,3395.0,3543.0,3776.0,,Balance Sheet
Prepaid Expenses,-2075.0,-319.0,-372.0,376.0,472.0,,Balance Sheet
"Other Curr. Assets, Total",2607.0,741.0,742.0,98.0,23.0,,Balance Sheet
Total Current Assets,12256.0,12680.0,14390.0,13209.0,14395.0,,Balance Sheet
Prop./Plant/Equip. - Gross,30310.0,31989.0,33742.0,35197.0,38071.0,,Balance Sheet
Accumulated Depreciation,-10589.0,-11134.0,-12282.0,-13179.0,-14285.0,,Balance Sheet
Prop./Plant/Equip. - Net,19721.0,20855.0,21460.0,22018.0,25098.0,,Balance Sheet
"Goodwill, Net",3275.0,3270.0,3270.0,3270.0,3270.0,,Balance Sheet
Intangibles - Gross,,276.0,293.0,,,,Balance Sheet
Accum. Intangible Amort.,,-152.0,-173.0,,,,Balance Sheet
Intangibles - Net,906.0,888.0,876.0,869.0,869.0,,Balance Sheet
LT Invt. - Affiliate Comp.,11977.0,13102.0,13733.0,14218.0,14284.0,,Balance Sheet
LT Investments - Other,82.0,98.0,114.0,106.0,130.0,,Balance Sheet
Long Term Investments,12059.0,13200.0,13847.0,14324.0,14414.0,,Balance Sheet
Note Rcvble - Long Term,84.0,334.0,94.0,97.0,157.0,,Balance Sheet
Other Long Term Assets,279.0,426.0,434.0,515.0,517.0,,Balance Sheet
Total Assets,48580.0,51653.0,54371.0,54302.0,58720.0,,Balance Sheet
Accounts Payable,5155.0,6395.0,7242.0,6113.0,8043.0,,Balance Sheet
Accrued Expenses,-593.0,1086.0,1274.0,2259.0,2511.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
