,2015,2016,2017,2018,2019,2020,Report
high,106.84,138.18,136.82,141.2,152.49,149.05,
low,83.91,78.83,108.95,82.52,95.31,65.56,
change,0.053700000000000005,0.3385,0.018500000000000003,-0.23850000000000002,0.4768,-0.3027,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,284.0,259.0,142.0,40.0,272.0,,Balance Sheet
"Trade Accts Recvble, Gross",424.0,401.0,437.0,543.0,535.0,,Balance Sheet
Prov. for Doubtful Accts,-6.0,-3.0,-3.0,-2.0,-3.0,,Balance Sheet
"Trade Accts Recvble, Net",418.0,398.0,434.0,541.0,532.0,,Balance Sheet
Other Receivables,,93.0,154.0,,38.0,,Balance Sheet
"Total Receivables, Net",418.0,492.0,588.0,541.0,570.0,,Balance Sheet
Invent. - Finished Goods,298.0,294.0,328.0,373.0,392.0,,Balance Sheet
Invent. - Work In Progress,1.0,1.0,2.0,3.0,6.0,,Balance Sheet
Invent. - Raw Materials,22.0,23.0,27.0,28.0,31.0,,Balance Sheet
Inventories - Other,26.0,28.0,28.0,26.0,30.0,,Balance Sheet
Total Inventory,347.0,346.0,384.0,429.0,458.0,,Balance Sheet
Prepaid Expenses,34.0,32.0,,,,,Balance Sheet
Restricted Cash - Current,1.0,9.0,5.0,4.0,3.0,,Balance Sheet
Deferred Income Tax,681.0,703.0,464.0,567.0,633.0,,Balance Sheet
Other Current Assets,,,61.0,65.0,76.0,,Balance Sheet
"Other Curr. Assets, Total",1.0,9.0,66.0,69.0,79.0,,Balance Sheet
Total Current Assets,1085.0,1137.0,1180.0,1079.0,1379.0,,Balance Sheet
Buildings,139.0,145.0,153.0,,144.0,,Balance Sheet
Land/Improvements,2306.0,2374.0,2742.0,,2921.0,,Balance Sheet
Machinery/Equipment,4125.0,4316.0,4740.0,,5362.0,,Balance Sheet
Construction in Progress,155.0,182.0,161.0,,155.0,,Balance Sheet
Other Prop./Plant/Equip.,166.0,168.0,173.0,8458.0,609.0,,Balance Sheet
