,2015,2016,2017,2018,2019,2020,Report
high,50.72,62.24,75.14,95.18,141.6,103.74,
low,38.7,40.44,54.99,62.27,82.56,67.68,
change,0.0675,0.309,0.11109999999999999,0.2543,0.1724,-0.12400000000000001,
Date,,2016-04-02 00:00:00,2017-04-01 00:00:00,2018-03-31 00:00:00,2019-03-30 00:00:00,2020-03-28 00:00:00,Balance Sheet
Cash & Equivalents,,504.0,967.0,2179.0,1544.0,2267.0,Balance Sheet
Short Term Investments,,2834.0,2355.0,1268.0,1631.0,,Balance Sheet
Cash and Short Term Invs,,3338.0,3321.0,3448.0,3176.0,2267.0,Balance Sheet
"Trade Accts Recvble, Gross",,311.0,247.0,,338.0,,Balance Sheet
Prov. for Doubtful Accts,,-3.0,-3.0,,-3.0,,Balance Sheet
"Total Receivables, Net",,307.0,244.0,382.0,335.0,273.0,Balance Sheet
Invent. - Finished Goods,,40.0,51.0,54.0,62.0,,Balance Sheet
Invent. - Work In Progress,,124.0,161.0,167.0,214.0,,Balance Sheet
Invent. - Raw Materials,,15.0,15.0,15.0,40.0,,Balance Sheet
Total Inventory,,179.0,227.0,236.0,315.0,304.0,Balance Sheet
Prepaid Expenses,,91.0,85.0,86.0,63.0,,Balance Sheet
"Other Curr. Assets, Total",,2.0,2.0,3.0,3.0,65.0,Balance Sheet
Total Current Assets,,3917.0,3880.0,4155.0,3892.0,2909.0,Balance Sheet
Buildings,,311.0,340.0,,354.0,,Balance Sheet
Land/Improvements,,65.0,65.0,,65.0,,Balance Sheet
Machinery/Equipment,,391.0,384.0,,439.0,,Balance Sheet
Other Prop./Plant/Equip.,,44.0,51.0,855.0,45.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,811.0,839.0,855.0,903.0,,Balance Sheet
Accumulated Depreciation,,-527.0,-536.0,-551.0,-574.0,,Balance Sheet
Prop./Plant/Equip. - Net,,283.0,304.0,304.0,329.0,373.0,Balance Sheet
"Goodwill, Net",,159.0,161.0,162.0,341.0,,Balance Sheet
Intangibles - Gross,,124.0,127.0,129.0,211.0,,Balance Sheet
Accum. Intangible Amort.,,-118.0,-123.0,-125.0,-130.0,,Balance Sheet
Intangibles - Net,,6.0,4.0,4.0,81.0,,Balance Sheet
Long Term Investments,,221.0,116.0,98.0,53.0,0.0,Balance Sheet
Other Long Term Assets,,233.0,275.0,337.0,456.0,1412.0,Balance Sheet
Total Assets,,4819.0,4741.0,5061.0,5151.0,4693.0,Balance Sheet
Accounts Payable,,102.0,108.0,99.0,117.0,,Balance Sheet
Payable/Accrued,,,,,,586.0,Balance Sheet
Accrued Expenses,,198.0,271.0,266.0,327.0,,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,585.0,456.0,499.0,0.0,499.0,Balance Sheet
Customer Advances,,52.0,55.0,,,,Balance Sheet
Income Taxes Payable,,6.0,6.0,48.0,29.0,,Balance Sheet
Other Current Liabilities,,1.0,1.0,0.0,2.0,,Balance Sheet
"Other Curr. Lblts, Total",,59.0,62.0,48.0,30.0,,Balance Sheet
Total Current Liabilities,,944.0,897.0,912.0,475.0,1086.0,Balance Sheet
Total Long Term Debt,,994.0,995.0,1214.0,1235.0,747.0,Balance Sheet
Total Debt,,1579.0,1452.0,1714.0,1235.0,1246.0,Balance Sheet
Deferred Income Tax,,261.0,318.0,,,,Balance Sheet
"Other Liabilities, Total",,17.0,21.0,574.0,580.0,545.0,Balance Sheet
Total Liabilities,,2216.0,2231.0,2700.0,2290.0,2378.0,Balance Sheet
