,2015,2016,2017,2018,2019,2020,Report
high,307.78,275.94,266.25,278.33,182.95,115.62,
low,241.91,176.63,209.0,142.58,99.2,20.51,
change,-0.0852,-0.1573,0.09640000000000001,-0.4098,-0.24190000000000003,-0.5842,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1168.0,1859.0,4190.0,3817.0,3874.0,,Balance Sheet
"Trade Accts Recvble, Gross",14510.0,17346.0,19443.0,18259.0,19918.0,,Balance Sheet
Prov. for Doubtful Accts,-746.0,-953.0,-1126.0,-1039.0,-1175.0,,Balance Sheet
"Trade Accts Recvble, Net",13764.0,16393.0,18317.0,17221.0,18743.0,,Balance Sheet
Other Receivables,96.0,417.0,1026.0,1952.0,408.0,,Balance Sheet
"Total Receivables, Net",13860.0,16810.0,19343.0,19172.0,19151.0,,Balance Sheet
Total Inventory,228.0,271.0,234.0,248.0,218.0,,Balance Sheet
Deferred Income Tax,632.0,335.0,211.0,257.0,80.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,622.0,,,Balance Sheet
Other Current Assets,706.0,648.0,938.0,852.0,869.0,,Balance Sheet
"Other Curr. Assets, Total",995.0,648.0,938.0,1474.0,869.0,,Balance Sheet
Total Current Assets,16250.0,19589.0,24706.0,24712.0,24113.0,,Balance Sheet
Land/Improvements,107.0,141.0,178.0,128.0,126.0,,Balance Sheet
Machinery/Equipment,663.0,740.0,823.0,332.0,327.0,,Balance Sheet
Construction in Progress,80.0,75.0,77.0,23.0,46.0,,Balance Sheet
Other Prop./Plant/Equip.,309.0,349.0,400.0,166.0,429.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1159.0,1304.0,1478.0,649.0,928.0,,Balance Sheet
Accumulated Depreciation,-582.0,-718.0,-864.0,-361.0,-381.0,,Balance Sheet
Prop./Plant/Equip. - Net,577.0,586.0,614.0,288.0,547.0,,Balance Sheet
"Goodwill, Net",3814.0,3801.0,3880.0,955.0,955.0,,Balance Sheet
Intangibles - Gross,1973.0,1836.0,1832.0,711.0,605.0,,Balance Sheet
Accum. Intangible Amort.,-769.0,-833.0,-1031.0,-493.0,-451.0,,Balance Sheet
Intangibles - Net,1204.0,1003.0,801.0,217.0,153.0,,Balance Sheet
Def. Inc. Tax - LT Asset,1.0,20.0,28.0,44.0,45.0,,Balance Sheet
Disct. Ops. - LT Asset,,,,3535.0,0.0,,Balance Sheet
Other Long Term Assets,504.0,515.0,657.0,636.0,682.0,,Balance Sheet
Total Assets,22350.0,25514.0,30685.0,30388.0,26495.0,,Balance Sheet
Accounts Payable,442.0,568.0,651.0,486.0,301.0,,Balance Sheet
Accrued Expenses,567.0,347.0,443.0,279.0,332.0,,Balance Sheet
